Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__CHN1	6.5311	5.9812	6.3268	6.8807	6.9491	7.0345	7.4646	6.5837	6.6716	7.5815	6.5206	5.833	5.8687	6.1969	5.689	6.1582	8.0957	6.6152	6.58	7.1704	6.9188	6.3722	9.1868	6.0755	7.0938	6.8787	6.7295	6.1745	6.2256	6.4345	9.1519	8.3679	5.7574	6.0428	6.5288	6.2308	5.9554	7.3065	7.0723
U133A__STEAP1	3.7161	3.9583	3.7114	4.1853	4.1123	3.7128	3.5633	4.1825	3.8446	3.9806	4.3958	7.2176	3.6303	4.5839	7.2723	4.4257	6.4105	6.2642	5.633	4.0483	3.9447	3.9628	4.2744	5.8621	7.3482	3.7494	4.4603	3.6677	3.6879	8.1299	7.6142	8.5636	5.8578	6.6618	7.2567	4.7198	4.0482	3.8274	4.0184
U133A__APOD	9.7815	7.0284	6.0701	6.285	6.7823	6.0931	6.2108	6.2081	5.8998	6.1683	6.3706	5.6952	6.6942	6.2645	8.9069	6.3223	5.9225	5.7288	6.1374	6.3176	7.3443	6.6797	6.0506	10.0771	6.1221	6.443	10.7247	6.2183	7.7596	6.2803	5.9412	6	5.9374	5.8299	8.0883	8.1551	9.0423	10.6398	5.9344
U133A__CST3	7.8659	6.7192	3.9499	9.7824	10.026	8.2635	7.8759	7.946	5.0466	9.2058	9.3159	9.137	4.7632	4.5048	8.171	5.8202	8.888	5.6844	9.0656	8.2799	8.6406	9.918	8.8921	10.9584	8.5309	9.7941	8.7841	7.291	6.6027	7.7348	9.7141	8.1298	10.963	6.9886	8.4317	8.6142	9.3117	6.7087	7.6018
U133A__IGFBP5	11.2847	8.6852	11.5084	11.7481	11.5887	6.1922	12.1021	6.8264	6.4959	9.6121	5.288	4.8427	9.2046	5.4966	11.1816	7.78	9.9612	5.5974	5.609	5.3545	8.3505	5.423	4.852	10.1337	5.0172	10.895	11.2849	11.5891	8.5214	5.4366	4.9226	4.9351	6.1866	10.0476	8.988	10.8465	11.82	8.0394	6.0761
U133A__KMO	5.7671	7.6837	5.6079	6.0018	5.9323	5.4186	4.9161	5.6305	4.6965	5.4732	5.4523	4.9175	5.0193	5.6756	7.1436	7.2444	5.8379	4.714	5.3228	4.7488	4.7064	4.5188	5.1243	7.3547	4.6571	7.0098	5.6323	8.8071	6.233	5.1258	5.2933	4.7453	5.5913	8.7828	4.6167	6.1682	5.529	6.2072	4.8873
U133A__DKK1	4.4374	5.0117	6.3413	9.4756	4.5936	6.5014	4.5847	3.8903	4.6547	9.8575	5.5531	9.7499	6.6482	8.9757	4.3313	6.5983	7.3948	4.6587	8.431	9.3303	8.505	4.4631	8.7426	6.0065	10.0983	6.1811	9.4083	4.3075	5.0502	5.9542	8.2824	10.4274	5.6311	7.3843	9.043	4.323	4.5639	4.4719	4.6765
U133A__S100A9	7.9647	11.9201	10.3006	5.7847	6.7985	5.4442	5.8403	6.0309	6.2418	6.3714	8.7074	8.3063	10.7464	12.1734	12.1265	10.5052	5.607	8.7234	5.5487	4.8491	5.2184	5.2175	5.4068	11.3006	5.0361	5.7072	5.0373	5.4591	10.8214	5.383	7.9261	5.5795	6.5783	8.2792	7.8847	5.9403	11.6483	5.5256	6.655
U133A__TGFB1	5.9513	4.8708	6.8974	5.4725	7.8468	7.6091	5.426	7.5996	5.0132	6.1979	6.213	7.3059	5.6044	5.7321	5.1609	5.4784	8.1482	6.8518	9.5736	6.1038	7.11	6.7	9.5702	4.9982	7.0412	7.021	5.5408	5.1952	5.4666	7.4693	8.4618	8.5279	4.7022	5.8055	5.0334	5.4006	5.4102	5.4893	7.0574
U133A__EFHD1	9.5837	9.9173	6.1706	9.7862	10.4842	6.3996	10.6224	8.6955	9.7906	10.8012	8.6042	5.8168	7.3487	6.7717	10.3268	8.7539	6.6386	5.7835	6.4648	6.0895	7.4306	9.3281	6.4413	9.8417	6.5019	8.6508	9.4486	9.002	9.7556	6.3446	5.8119	6.6156	9.3171	10.3552	9.4809	9.9842	9.4813	9.006	8.7483
U133A__FADS1	5.3104	4.4739	5.6559	8.0702	5.4823	9.0096	5.3236	6.1392	7.5248	5.3496	7.8723	8.1328	5.7481	4.6693	5.6732	4.5489	8.1703	7.1886	7.1482	7.4537	7.4987	6.9271	7.0149	6.0625	7.8986	5.6721	7.4793	5.9334	4.5959	7.3449	8.8393	7.1644	7.0115	8.0054	4.7401	5.7566	6.9044	4.3667	7.3382
U133A__AKR1C3	4.5755	3.9471	7.9694	3.4576	3.4923	3.5327	3.5596	5.9661	4.4479	3.8913	4.2299	11.0316	6.9613	6.4956	3.6174	8.1922	8.1221	9.9288	7.8707	3.9479	4.7752	5.2109	8.5158	5.1772	4.3366	5.6304	9.5174	3.4918	3.5267	3.8637	5.972	7.2755	9.2411	10.0536	4.8461	3.8538	3.7663	3.6274	3.8302
U133A__C2orf54	7.7605	8.4685	6.5213	6.8355	6.3039	5.7915	6.2505	6.405	6.0855	6.3454	6.0255	5.9557	6.8201	6.0669	7.6327	6.4253	6.0383	5.8493	5.9139	6.2292	6.1448	6.1992	5.841	7.4306	6.0411	7.0844	6.0172	7.549	8.1948	6.0615	6.1171	6.017	6.361	7.3656	7.5534	5.9837	8.6595	8.4196	6.0049
U133A__AHNAK2	4.3732	3.6455	4.6633	3.7668	4.2833	7.8526	4.6283	9.299	3.5509	4.9391	3.8991	6.3896	4.45	6.0159	4.1841	7.2624	6.7199	6.3673	5.4933	3.9157	4.2351	4.6591	8.267	4.9602	5.1847	4.0095	4.1542	3.6524	3.8567	9.5019	5.603	7.6929	8.3787	4.9678	4.0909	4.2427	4.4986	3.8844	4.6233
U133A__GALNT10	8.2647	7.9191	5.4007	6.9329	6.6821	8.639	8.3112	5.0571	5.4424	5.1607	5.298	5.2261	6.4532	5.7329	7.0813	4.7936	5.2472	4.467	7.0214	6.9092	5.8909	5.3446	6.1383	7.1371	7.5999	7.4186	8.3062	8.2684	7.9693	5.7581	4.9711	6.7273	7.2914	7.9745	8.785	7.2691	7.6856	7.1087	6.9219
U133A__NDRG1	8.6805	9.5465	6.8656	10.7596	9.778	5.7369	8.7552	8.7441	8.9747	8.2843	8.3586	8.4558	8.8067	7.6502	8.7344	8.4931	6.3697	8.1136	7.8216	6.8145	8.2818	7.5775	7.4456	7.5	6.9756	7.9262	7.0386	8.4733	10.6886	7.7033	8.1369	6.9465	8.0954	9.5387	8.3876	6.9584	10.4157	10.0224	6.6565
U133A__ADD3	6.6598	6.5922	5.3978	6.785	7.3626	4.6305	5.8974	7.5616	6.7554	6.0067	5.9834	8.9014	7.7653	5.2378	6.6912	4.2227	7.5595	8.6087	8.3932	5.0474	4.6928	6.3464	7.5729	4.5674	5.9771	9.2733	8.7003	4.1664	5.7824	6.9891	7.4625	3.7616	4.5454	8.7778	8.6528	6.232	7.0666	6.5704	6.4893
U133A__NBL1	5.9735	5.5208	5.2898	6.5773	8.0088	6.4156	7.816	6.1978	6.1135	8.2531	6.5199	7.0638	7.4328	5.614	6.0307	6.2699	6.1127	8.421	6.6186	5.6648	5.5864	8.6762	7.2315	5.4859	6.2246	6.6967	8.0563	7.9575	5.6058	5.9892	8.1472	6.4818	5.802	6.6236	5.6896	6.7591	5.391	5.5293	6.3593
U133A__CTNNAL1	6.8072	5.2576	9.176	6.5586	5.9492	9.2333	6.7237	8.725	5.2291	7.0447	7.3007	9.0378	6.3929	8.7139	6.4033	6.7594	7.8544	6.5949	8.1258	6.7643	6.5967	7.0346	9.6872	6.7579	10.2032	7.1815	7.3743	6.467	5.4645	8.052	8.7128	8.9356	7.388	4.743	6.401	7.5563	7.1744	5.9706	7.1552
U133A__SDC1	7.7805	8.9564	8.3437	7.34	8.0596	6.396	7.35	6.8305	8.6221	6.73	7.0919	7.2113	8.2425	7.4928	7.8995	7.043	6.0373	8.8431	6.7277	7.6374	6.5287	5.6989	6.5597	10.0445	6.9291	7.3329	7.3949	7.469	8.3341	5.6999	6.0831	5.4268	9.4931	8.1072	8.0011	6.2336	8.0672	6.6757	6.7627
U133A__ST6GAL1	7.5625	9.8373	5.9929	7.2917	6.8911	6.3983	6.7522	7.7139	5.9982	5.8661	7.5149	5.8916	7.7151	6.8804	6.8176	7.8557	6.364	7.6605	6.3006	6.222	5.8044	6.1597	6.2987	6.9109	5.5093	6.5635	6.4116	6.4165	8.3816	5.6415	7.1015	6.4914	6.7798	8.834	7.2075	7.4894	8.8512	9.4175	5.8663
U133A__COL1A1	4.8595	4.5017	4.3453	6.7347	4.1388	11.3634	4.9378	5.8092	4.8212	5.5465	4.0655	4.7173	4.1605	3.5882	4.5906	7.139	10.8683	4.5265	10.6014	3.8974	5.0738	5.193	10.155	4.7577	3.982	5.968	4.0965	6.6127	3.9594	11.1959	5.4949	8.7142	5.5253	4.1782	4.3818	5.6643	3.9736	5.6976	5.9443
U133A__TMEM97	7.9988	7.4968	7.8134	8.0862	8.2533	8.169	8.1593	6.9567	8.4639	6.6066	8.3934	7.6408	6.7473	7.9736	7.4076	7.1745	7.9142	7.8347	7.7135	8.5816	8.5359	9.5737	7.8827	8.5164	8.8979	7.8895	7.5503	8.4304	7.6014	6.1747	7.2433	7.5153	7.243	10.8166	6.1129	8.4702	9.4899	6.622	8.3972
U133A__FABP5	4.1904	4.0367	3.702	3.7473	6.4085	3.5435	5.3344	9.2366	8.4386	7.491	9.3953	9.7792	11.1944	3.3571	3.6829	8.758	9.6872	11.0183	8.9013	5.7227	6.7429	3.8621	8.3248	8.5209	9.7444	8.3436	6.9507	3.6349	5.3397	10.4027	8.9495	9.9405	3.7177	4.0967	3.5081	3.7815	3.5285	4.8338	9.0063
U133A__CXCR7	3.4505	3.4369	3.5229	6.5177	8.9687	6.7031	3.6681	3.4011	3.3612	7.9158	3.7108	7.6545	3.5148	3.6332	4.1429	3.4287	3.4867	3.3762	3.7256	7.157	7.6049	4.9871	5.3976	7.5315	3.3214	6.8548	3.5821	3.4802	3.4042	3.5035	3.4851	3.8524	8.5317	3.357	3.9559	3.1811	3.3253	3.6344	3.5391
U133A__TRIM37	7.6404	7.063	7.6983	9.7805	8.4135	7.5534	7.6458	8.6357	7.9997	8.3733	6.8463	7.8415	7.1146	6.7027	8.1695	7.9814	8.4035	8.1616	7.0439	10.9395	11.1347	8.3019	8.6618	7.1343	8.0627	10.1321	7.4671	7.8885	6.4607	8.4131	7.3275	7.8248	6.9794	7.9853	6.7477	7.8976	8.236	8.53	8.7208
U133A__PRSS8	8.8288	8.984	7.5482	8.4017	8.4845	5.5972	7.5995	7.1231	8.7157	7.8521	7.897	6.8913	7.7276	7.1033	9.0244	7.8961	6.167	9.0988	5.8126	6.6594	7.696	7.6602	5.2863	8.842	5.6892	8.4368	7.7911	7.8115	8.3283	5.4722	7.4115	4.5504	10.1071	9.5346	6.0866	7.2982	9.366	8.0536	7.1875
U133A__FOLR1	7.267	7.2539	5.7563	4.6122	6.6765	5.2837	5.2817	6.6157	6.049	5.332	5.7393	5.2999	6.8881	5.2769	8.4179	5.9979	5.2837	5.4512	5.5185	4.9262	5.2332	5.3831	5.4749	6.8812	5.3677	5.9134	5.4527	5.4047	5.8875	5.3654	5.6305	5.0397	7.4495	7.0132	7.5242	7.7639	4.9922	6.0473	5.2068
U133A__IMPA1	5.2363	5.5406	5.9502	6.2377	7.4474	7.8499	6.6765	6.7184	6.6645	7.2692	6.5049	7.2301	6.5723	6.7778	6.2072	6.3296	9.1622	7.2514	8.1778	6.2839	5.8652	7.2879	7.6629	5.4641	9.0728	6.6845	5.8907	6.172	5.4364	7.0298	7.1631	7.3519	6.3428	7.4269	7.1394	6.7237	7.0669	6.539	7.6335
U133A__BUB3	6.6002	6.0554	5.8925	6.0351	7.3624	6.5937	7.3754	7.8016	6.7483	7.7009	7.2229	7.9427	8.537	6.9331	6.8889	6.9126	5.998	7.222	7.1674	7.425	7.6221	8.0473	7.0969	6.6585	7.9701	7.2205	8.2642	7.2657	6.3573	7.891	6.8639	7.7743	7.7615	7.1787	10.1185	7.3584	7.5848	8.3318	7.4434
U133A__SERPINB5	5.4621	4.1249	4.5324	4.1814	4.309	4.475	4.0277	9.2067	4.8744	4.5562	7.8717	9.1435	8.3092	8.1107	4.0432	8.489	5.5129	7.3868	4.1973	4.7555	4.4754	5.451	4.3037	4.3547	4.0584	6.3604	6.9888	4.2257	4.2462	4.103	8.5359	6.4318	4.3845	7.4741	4.8088	4.3172	4.1317	4.4617	4.6225
U133A__MED24	6.9285	9.2036	6.3673	9.9268	7.0736	6.0922	6.891	5.784	8.2819	5.4771	6.6253	6.4028	6.381	6.6928	6.5348	7.3363	7.2212	6.7101	6.2124	5.7215	6.6214	7.3983	6.8359	6.0875	6.6819	6.1646	5.9338	7.5758	8.7567	6.3423	5.967	6.9219	5.7808	6.3791	5.8922	6.9161	9.9358	6.1301	7.3933
U133A__FAR2	6.3903	8.0677	5.6978	6.9496	6.2868	5.9047	5.7329	6.2657	5.466	7.1439	6.4881	6.0924	5.6582	5.9597	7.204	5.8775	6.299	8.1854	7.381	5.6307	5.8298	6.5426	6.0009	6.0981	5.3047	6.5191	7.4616	5.4745	7.7824	5.6838	6.4978	6.3407	8.1011	8.018	7.6185	5.7586	5.2172	8.6558	8.0705
U133A__SLC1A4	6.0902	5.1754	7.1537	8.2176	6.8155	4.8003	6.8859	5.7327	5.1074	7.8823	4.3634	6.4325	5.903	4.3597	6.3009	5.1746	4.6385	4.3902	5.7849	5.8689	4.9972	8.3702	6.7636	6.7105	4.5674	8.7053	7.2159	6.8512	5.5833	7.6199	6.4011	3.8519	8.9226	7.1562	7.5856	6.4569	7.3409	8.5448	7.4771
U133A__FADS2	5.0818	5.4816	5.1322	9.6465	5.6504	8.0394	6.7684	6.6788	9.8575	5.5179	6.906	6.5907	5.6059	5.1901	5.744	5.9413	6.749	8.3327	5.5382	5.4518	6.5012	8.1996	5.9069	7.7532	6.8656	6.9474	8.2342	5.3166	5.3886	6.9133	8.1528	4.4817	6.0448	10.0084	7.0889	5.6521	6.3014	5.7343	8.0881
U133A__SPHK1	6.5756	6.2039	7.0171	6.0943	6.0422	6.0261	6.3492	6.9162	6.4991	6.5431	9.0799	7.0979	6.5235	7.3219	6.0867	6.6053	6.6958	7.362	7.0201	7.6825	6.8751	6.2242	8.3971	6.2919	6.1954	8.0365	6.0921	7.3532	6.2097	9.1271	7.5901	6.415	6.2242	6.0159	6.052	6.0584	5.9343	7.0085	7.0155
U133A__MLLT11	6.2166	5.4252	5.4761	5.4696	5.9452	9.2362	5.5842	5.7505	6.2622	6.0969	5.7778	9.3885	5.6596	5.1106	5.3868	5.5513	9.7364	5.8626	8.5124	5.5678	5.6979	8.2225	8.9305	5.5103	5.6819	8.5691	7.7028	7.9421	5.7603	7.4782	7.9219	7.7591	5.4643	5.3271	5.7609	6.4866	6.123	5.5322	5.3209
U133A__ZNF238	6.9296	3.6984	8.1969	7.2027	8.8738	7.2082	4.9441	6.3162	7.6741	3.3173	8.3037	5.0206	6.5104	5.7289	7.2653	6.3071	4.5975	6.9448	5.6544	3.3741	3.5935	4.9768	7.0301	5.758	7.4201	6.4543	4.1213	4.6561	3.2385	4.123	5.4605	4.4145	7.3186	7.2616	7.108	4.5444	8.6131	7.2481	4.7902
U133A__ASNS	5.7555	6.9915	8.9025	8.6184	7.1894	8.7816	8.0217	7.2217	8.7944	7.2405	7.4364	8.23	7.3351	6.7055	7.0562	7.619	7.5599	9.0102	8.0987	7.5216	7.197	7.7174	7.4411	6.7424	9.2835	6.6397	8.0286	6.3197	7.3892	8.7993	8.3637	7.3568	10.555	9.2583	11.7898	6.9057	7.4767	6.5745	7.3136
U133A__IRS2	8.2646	5.3993	6.3871	6.1831	6.7845	6.2723	5.228	9.8849	5.6423	6.4241	5.833	9.3915	7.7954	6.0032	5.453	8.6129	6.621	5.3606	5.4758	5.921	6.2504	6.3569	6.8503	5.6481	7.0768	7.1192	5.6215	5.0591	5.6329	6.3412	7.299	7.7423	7.3676	6.7356	5.7346	6.0545	5.8869	5.9846	6.0265
U133A__ELF3	7.5457	9.7151	8.1411	8.6588	7.6365	4.5443	6.8332	8.8709	8.6235	7.3098	7.955	6.3115	8.395	8.3632	9.5127	8.8539	7.0033	8.8438	5.3407	7.0076	8.1508	5.7695	5.0759	8.4196	5.1225	7.6662	7.8192	7.1622	8.9949	5.89	6.1304	4.9205	8.3142	8.0164	7.5694	7.2921	8.2882	9.5173	7.633
U133A__HPCAL1	5.578	5.9845	7.8283	6.8938	5.68	6.2353	6.2788	5.0138	6.6114	7.5659	5.1776	5.7204	6.5238	7.2026	6.7662	5.615	5.6009	6.7248	7.1728	6.3002	6.1858	6.2615	7.3554	5.8117	6.8879	7.152	6.1281	5.5699	5.8186	6.4995	8.5889	8.5868	6.3343	6.1302	6.5193	5.2869	5.4867	6.0023	6.3035
U133A__NETO2	4.1866	5.2203	8.556	5.5229	7.0904	8.3314	3.6251	4.9915	7.0426	7.6731	6.7208	7.6539	7.7076	8.3348	6.592	6.4802	7.0906	8.0553	7.0052	6.605	6.4807	8.0547	5.8595	3.8496	4.3	7.2842	7.0955	8.1756	5.1442	7.8191	7.5577	8.059	8.5558	7.8592	7.8868	4.4382	6.024	6.2995	7.593
U133A__MT1G	9.5396	9.8014	11.1459	9.5375	9.1879	10.2389	9.5497	10.1966	8.9364	10.0569	9.4293	10.1144	9.3626	10.3956	8.9171	9.9396	10.5941	10.0105	11.0897	9.5614	9.4205	9.4776	9.8725	9.5197	10.9873	9.9641	11.216	9.6989	9.9504	10.9458	11.5697	11.2823	9.5986	10.4865	9.9742	9.6423	8.985	9.3284	8.7799
U133A__DTX4	8.5534	9.0599	7.5579	7.4076	6.3974	6.0917	6.706	6.3983	8.0553	6.4963	8.0591	7.1172	8.3881	7.9724	9.3534	6.8807	5.8196	7.6493	6.1719	6.0955	6.0561	6.6433	6.6331	8.2983	5.8898	7.0834	7.3844	6.6527	7.4584	6.2423	7.1386	5.167	7.0847	7.7214	7.9261	5.7985	9.3252	6.781	6.6645
U133A__WIPF2	7.8898	9.6083	7.3695	7.5985	8.5238	6.9901	7.5467	7.046	7.4943	7.0421	7.2034	7.7741	7.5312	7.0628	7.8499	7.4139	8.121	8.031	6.801	6.8968	7.2167	7.3216	6.9982	7.2732	7.0631	6.9269	7.0783	6.7501	9.2517	6.8638	6.9429	6.4372	6.7552	7.6318	7.3093	8.1352	11.4709	7.2703	8.1868
U133A__MT1F	8.8457	8.4682	11.449	9.0415	8.2996	9.723	8.3702	9.3606	7.3736	10.1497	8.895	9.2237	8.6485	10.1593	8.1514	9.0099	10.0446	9.6652	10.7	7.8613	8.0034	8.7306	9.3064	8.6793	10.6159	9.1573	10.5503	8.8884	8.8961	10.4918	11.0993	11.1161	8.3957	9.5437	9.1751	8.0095	8.3509	9.2106	8.4788
U133A__SSFA2	6.018	6.3234	7.823	5.8215	5.9018	6.2125	5.7698	6.999	6.4213	6.2338	6.2115	9.3544	7.0799	7.3471	6.226	6.6444	6.9116	8.0158	6.3826	6.1452	7.7163	6.1461	6.8651	5.8156	6.8827	6.6054	6.4586	6.489	5.7497	6.9761	6.9443	6.7033	7.2899	7.152	6.7436	5.9986	6.7698	6.39	9.7366
U133A__DIP2C	6.0306	5.6	4.8042	6.1426	7.3021	5.8184	7.2703	5.9785	7.7083	7.6453	5.5877	6.3643	5.5528	4.2909	5.8443	5.318	7.5229	3.946	5.2792	6.2597	6.5002	7.245	7.9021	6.0921	5.9908	7.1526	6.9179	6.2128	5.3484	6.081	4.2421	5.8763	8.1831	5.9789	5.1349	5.6502	6.3524	6.2191	6.4159
U133A__SASH1	6.8729	8.0514	6.5801	6.2097	6.3274	5.5121	5.0593	6.3964	7.9624	5.8275	5.5587	7.1532	6.4264	4.9592	8.5103	5.5314	5.4471	6.5303	6.0764	5.3468	5.6008	4.5609	5.7093	6.2216	6.4312	4.7488	6.2194	8.058	7.0212	7.7444	5.3774	6.1138	6.2486	8.2544	6.7125	6.0433	8.1355	5.8784	5.0383
U133A__CDC42	9.1902	7.7859	8.6319	7.387	8.049	8.2784	8.4174	7.3727	6.9527	10.4798	7.8221	8.6507	7.6629	8.2869	7.2827	7.6551	7.989	7.7281	8.7232	10.5883	8.6816	8.9952	8.8079	7.4084	8.292	7.8962	8.422	10.2628	7.9201	8.5298	8.7895	9.9012	9.5279	7.5759	10.5517	7.5621	9.5678	7.3545	7.5374
