Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	1
U133A__TSPAN13	9.6774	10.0953	8.3777	10.249	10.7603	5.511	9.5712	7.7338	7.6575	9.9233	6.7565	9.5285	9.5561	9.2752	10.611	8.413	7.5481	10.2011	5.4571	9.1734	9.4408	9.5767	7.3108	10.1409	5.6786	10.1128	10.3424	9.7301	9.8614	8.6711	6.8176	6.1061	11.0026	10.0425	11.2545	10.2015	10.0762	10.0917	10.3821
U133A__AGR2	10.3169	10.6821	4.8118	11.0027	11.4133	4.8801	9.5473	4.7238	4.9574	5.6983	5.7322	9.8422	7.8487	8.9628	11.018	5.5521	4.8807	6.5245	4.9432	9.0223	9.5307	5.3115	4.1066	11.5908	5.8781	10.7955	11.9865	9.8595	9.5144	5.8546	5.7616	4.7808	12.2035	10.6989	11.3355	11.4831	10.6889	9.3155	10.4286
U133A__KIAA0182	8.7175	8.7547	8.2326	9.4399	8.9626	5.5927	8.9031	7.0695	8.2032	9.5198	6.5335	7.1268	7.6521	7.6461	8.5395	7.194	7.6429	7.7941	6.6802	9.3437	9.2681	7.1592	5.5687	8.3507	6.8539	9.4821	8.1927	8.8215	8.4014	6.3604	6.768	6.9346	9.4211	8.9541	8.2608	10.1651	8.3246	9.5845	8.7069
U133A__MAP4K4	6.0673	5.1091	8.0032	6.3952	5.9184	7.3226	5.7528	6.1253	7.425	6.5388	7.2464	7.61	6.8356	7.0288	5.4528	6.7248	7.8366	6.6207	7.9799	6.3307	6.1541	6.5299	8.1798	5.703	6.5193	5.9015	5.0642	4.9385	5.1327	8.1638	8.3236	7.7847	5.9041	6.5972	6.1144	6.0063	5.6747	5.3321	6.2691
U133A__XBP1	10.8344	9.815	7.6964	10.7009	11.15	7.9069	10.6604	7.6036	7.9543	9.2154	7.8611	8.1184	8.313	7.637	10.5899	8.1677	7.1544	8.6517	7.6438	9.3516	10.7117	11.2426	7.2265	11.6896	7.889	11.5911	11.2322	11.2977	10.1574	7.1282	7.1631	8.0768	11.2015	11.1151	10.9035	10.9459	11.0313	11.6974	10.5644
U133A__LGALS1	9.2382	7.7525	11.1622	5.8446	8.8126	11.9757	12.336	12.1952	11.1399	10.6651	11.5613	8.1987	9.9206	10.3303	5.0472	11.7356	11.486	11.2154	12.9455	7.8464	8.893	10.3526	12.5884	11.124	11.6327	5.2613	11.3986	10.2053	8.8885	12.472	11.6862	11.8188	5.4749	9.8542	9.5798	11.0411	10.1593	6.0697	8.6626
U133A__CRIP2	8.2574	9.2634	6.3153	9.209	9.9678	7.8746	8.3415	7.7681	8.0402	9.0021	7.6044	5.5453	6.6722	6.6952	8.8685	7.8221	7.9649	7.9883	7.3507	8.6357	8.6983	8.9642	6.3079	8.3729	5.1886	9.2302	8.0924	7.8109	8.3547	8.1304	6.4487	5.4693	9.8773	9.8924	7.1792	9.294	7.9542	9.0175	9.4029
U133A__MXRA7	7.3883	4.9898	5.2513	6.1786	7.3459	8.8708	7.5332	7.994	7.5735	8.5232	8.4778	9.4836	7.0129	5.6822	5.2279	10.1797	9.496	8.2414	9.2301	5.9779	6.369	8.1878	10.6844	7.7324	9.4217	6.698	5.4442	5.2076	5.147	8.9371	8.2772	8.9797	5.5672	5.5043	5.2859	7.7395	8.9281	5.6894	7.6177
U133A__CD44	4.7486	5.2851	9.2472	4.5395	6.9448	9.4833	4.1435	8.4113	5.113	7.9968	9.5046	10.7234	9.0773	11.1618	4.529	9.4828	9.1421	9.166	11.6044	5.1419	5.1402	7.6727	9.821	4.0806	9.3837	7.2156	8.5655	4.2934	3.3122	10.2795	9.5681	9.6161	4.206	8.0953	3.3732	4.9207	6.2961	5.8441	4.1655
U133A__SHANK2	7.3481	5.9045	4.943	7.6843	6.9359	3.9882	5.1612	5.641	5.3585	5.1934	4.0531	4.7244	4.8992	5.345	6.5754	4.4562	5.1162	6.8101	3.9503	5.2678	5.5006	7.2976	3.8321	6.9453	4.2847	7.5141	6.359	7.3884	5.3379	3.9945	3.8673	4.0287	6.3054	7.4714	6.2082	6.502	6.8877	6.5888	7.1964
U133A__ATP2C2	6.3307	6.2095	5.2594	6.78	6.1865	4.7505	6.4084	5.4049	4.9367	6.2669	4.6402	5.5946	6.105	5.0725	6.7137	6.1365	4.8823	5.9041	4.6599	6.1516	5.6878	5.0964	4.7406	6.6441	4.5629	6.3763	7.4543	5.9877	6.6966	5.0115	5.5817	4.528	7.6748	7.6835	6.0596	5.6751	6.1125	7.0079	5.4811
U133A__CYB561	9.3231	8.9941	7.8642	7.9717	8.632	6.2388	8.0748	7.6969	6.9168	8.6582	8.3664	8.4426	7.8981	7.7693	7.5397	7.7448	7.7648	8.0632	6.9285	9.7372	9.1411	8.1277	7.0833	8.4517	7.3983	10.3813	8.2127	8.7824	8.5366	5.2097	7.0984	6.7225	10.2413	8.9039	9.4326	8.5092	8.6084	8.7911	9.3286
U133A__ATP2A3	5.5132	9.319	5.7472	8.7249	7.3499	5.168	6.038	6.2331	5.3263	5.7661	5.3368	5.4256	5.7565	5.5403	7.0559	5.6157	5.4054	5.0194	5.5112	7.0769	8.6257	5.5436	6.0057	8.129	5.3314	8.17	7.0926	5.6003	7.7102	5.4588	5.5272	5.605	9.8022	6.0152	5.9734	6.0096	8.4362	6.5268	7.4269
U133A__GCHFR	7.0875	7.7336	7.3299	7.4086	6.3534	5.9174	7.0334	6.0695	5.6255	6.5892	6.057	5.9386	5.6697	6.4225	7.2153	6.4454	5.5521	9.3148	5.7151	6.6593	6.6104	6.846	5.6439	8.0588	4.8651	7.7018	7.5975	8.9348	8.3753	6.5251	6.4883	5.3529	6.5813	7.5842	5.7935	6.8521	6.8993	8.7278	7.0875
U133A__MYB	7.1063	6.9468	5.5605	7.1427	8.3619	5.2382	6.1754	5.4142	6.3239	6.4602	5.2946	4.9253	6.2981	5.4064	7.3429	5.4122	4.8759	5.6105	5.5049	6.3934	7.2538	7.4732	4.4327	7.1898	5.3734	8.3463	6.7762	7.5681	6.5134	5.2487	5.4891	4.8102	5.5343	6.6125	6.4074	6.262	6.73	6.2372	7.4982
U133A__ERBB3	9.0074	7.5004	6.4014	8.3846	9.4643	4.1332	7.8718	7.0488	7.2396	8.1221	7.1116	6.5673	7.1065	5.2443	8.2884	6.1232	6.1179	7.809	3.9223	7.4837	7.907	7.5422	5.1573	7.8977	4.7362	8.49	7.7735	8.3471	7.8318	4.3134	6.0561	4.2768	8.8454	8.2685	6.8618	8.571	8.2939	8.3354	7.6055
U133A__AXL	4.5848	4.3447	4.36	4.6163	4.3957	9.7332	4.3709	7.011	4.3959	4.4975	4.5981	4.2906	4.9826	5.1863	4.2474	5.2312	9.2723	4.1729	10.475	4.5906	4.4261	4.7784	8.3136	5.0443	10.3645	4.1508	4.614	4.2537	4.0831	9.5546	7.5369	9.6852	4.2137	3.971	4.2126	4.5153	4.3396	4.2859	4.2316
U133A__BAG2	3.9484	3.6233	4.2663	3.847	3.6546	6.779	3.7302	4.687	5.112	3.9445	6.6817	8.2798	6.0631	5.3853	4.1116	5.402	5.1323	4.2779	6.4596	4.6848	4.244	4.0731	6.4698	3.909	7.9802	4.5399	3.9434	3.9206	3.9939	8.1652	7.0594	7.9745	4.0376	4.4212	3.8011	4.8384	4.0353	3.5252	3.6305
U133A__ALDH4A1	6.0591	7.4246	6.5647	8.3471	6.7169	6.082	7.9374	5.962	6.3012	7.4468	6.466	6.4855	7.1706	5.8314	7.2935	6.2652	5.8633	7.3004	6.2349	6.5478	7.738	7.2079	6.0012	7.847	5.8512	7.521	6.2685	9.9506	7.4964	5.9475	6.3586	5.7202	7.4961	6.7301	6.5002	7.6683	7.696	7.7586	7.7793
U133A__SGCB	5.8037	4.345	4.4165	4.5248	5.746	7.8458	4.0945	5.9386	7.1406	5.1858	7.0696	6.3675	4.4416	5.602	3.9234	7.0299	6.7798	4.7882	7.8291	5.4336	5.8159	8.2976	8.6534	5.0713	7.4406	4.5614	4.3851	4.0615	4.7536	6.9454	6.2714	7.184	4.3896	4.0284	5.3401	5.106	5.3055	4.3728	5.1227
U133A__VIM	5.8226	4.9592	5.965	7.7481	5.6063	11.6511	5.8908	11.3821	8.7797	5.3502	10.7222	4.9413	5.8206	9.4913	5.6946	10.5693	11.5151	8.134	12.5403	5.7703	5.8608	8.4895	12.7467	6.4138	11.4408	5.516	5.4939	5.091	5.6462	12.9893	9.5774	12.4633	5.4996	5.2009	5.4907	5.7024	7.8423	5.528	5.1392
U133A__MSN	3.841	4.5404	7.0857	3.5172	3.4371	8.5121	3.3393	9.342	8.9229	4.7864	8.964	8.5521	7.2232	8.4309	3.4629	7.7602	8.5216	9.8294	8.6483	3.9182	3.857	4.7157	8.0642	3.6968	8.6962	3.3597	4.1423	3.5368	3.4264	8.8511	9.046	8.7758	3.5774	5.7481	3.4357	3.3212	3.8634	3.5565	6.796
U133A__TOB1	8.8416	8.1199	7.4176	9.54	10.0412	5.6991	8.2963	8.2331	6.9626	9.9774	7.4185	7.3983	7.7978	6.7211	8.3342	7.3782	8.2944	7.4541	4.4955	8.4614	8.9689	8.6463	7.562	8.9663	5.935	10.6432	8.5555	9.5297	8.6703	5.2081	4.7449	5.9356	8.5847	8.2344	8.8228	9.8445	9.2366	9.6404	9.1081
U133A__TTC39A	6.7363	7.9537	4.4192	6.888	8.6528	3.8361	6.2428	4.6311	5.2211	9.349	4.463	4.6581	5.3975	4.1091	6.965	5.4051	4.311	6.2015	3.7661	4.5869	7.2805	6.8676	3.4222	5.9355	4.2968	7.8908	7.3398	7.8998	7.1437	4.1734	3.6019	4.3341	7.0522	7.0384	6.696	7.1654	8.5979	6.5769	7.4901
U133A__PRODH	7.029	8.2633	5.8233	8.8993	6.2647	5.8303	8.8246	7.1422	6.0662	6.391	6.1094	5.6095	6.9142	6.0079	8.4251	6.3012	6.0604	5.6111	6.144	6.283	6.6374	6.2947	5.8934	8.895	5.9198	9.8687	8.7783	9.8905	7.0932	6.1111	6.2748	5.5846	7.0003	9.5521	8.7129	7.005	6.463	8.3004	8.9385
U133A__TRIB3	9.0028	9.4839	8.2244	9.3851	8.2841	8.1789	9.2784	7.8627	8.1408	7.3561	7.9885	8.0431	8.3225	8.1897	9.1229	7.2537	7.8749	8.5921	7.3169	7.7317	7.7524	6.9773	7.7019	9.4918	7.0513	9.2248	9.1973	9.2415	9.2335	6.7173	8.1263	7.6057	10.2862	10.4969	10.5917	8.0399	8.4322	8.2995	8.6039
U133A__OPTN	6.6894	6.7093	6.5911	5.5393	6.345	8.1659	6.364	7.7235	9.3179	7.3846	7.9131	7.5348	7.1387	6.3321	6.655	7.9647	8.647	8.9296	7.0793	4.8093	6.1075	7.0115	8.782	5.5732	6.5546	5.5827	6.3509	5.1888	6.4005	8.6671	7.8784	6.3001	6.4963	6.6209	5.9897	6.853	7.3481	5.5903	6.235
U133A__PTPLA	5.6938	4.6823	8.4154	5.182	6.3219	10.3468	6.3568	6.7459	5.8693	5.5657	8.0611	5.5909	5.7785	6.5564	4.9583	7.3047	7.8945	6.0142	6.1322	5.8509	6.5989	6.5047	9.4651	5.5866	7.4552	6.2385	5.0439	5.0779	4.2583	7.0215	6.8608	6.9817	6.4239	5.1713	5.2383	6.5071	7.8667	4.9885	5.9094
U133A__FOXA1	9.1328	7.7572	6.523	9.0263	9.4147	4.7595	8.7472	5.2283	5.7444	8.14	5.0961	5.822	6.5694	7.5076	8.8813	6.9658	5.4233	5.6401	5.6268	8.3942	8.6803	9.0814	4.7116	8.5308	5.3926	8.8057	8.3218	9.2428	7.9736	5.241	5.689	5.6432	8.73	9.3117	8.6746	8.6077	7.9866	8.9553	8.3695
U133A__PRR15L	8.4675	7.591	6.1531	9.0722	8.1647	5.2518	7.9719	9.937	7.0928	8.2127	5.8732	5.7062	7.6331	6.1713	8.9961	7.8532	6.768	8.1892	5.6078	7.6569	8.1452	7.1584	5.3097	9.0232	5.9224	9.8647	7.949	8.5299	7.4547	5.3048	6.2798	4.9068	8.3583	8.9671	9.4867	7.4828	8.8995	9.7675	8.9323
U133A__NDC80	5.5522	5.0453	7.3704	6.0641	4.7678	7.5886	4.8913	6.2093	8.2113	4.6458	5.6359	6.8255	7.5058	5.4579	4.7843	6.5212	6.879	6.771	7.0702	5.4314	5.1758	5.1286	6.8271	4.2246	7.4584	5.221	4.9644	4.8313	4.8279	6.9992	6.9676	6.0043	3.5759	5.4467	3.7379	5.2985	5.7214	5.8115	6.0871
U133A__SLC2A10	8.4741	7.3822	4.5362	8.9337	8.6382	4.1894	8.3078	6.2444	3.2902	4.9809	6.8955	4.0514	4.8122	3.63	9.3639	3.6682	6.9324	6.8581	3.9723	5.009	5.5946	4.8866	6.6611	8.9731	3.8427	9.2903	9.274	7.8178	5.031	6.0298	4.0902	3.4864	10.4275	8.106	8.7642	4.3359	9.0343	9.2699	8.1564
U133A__MB	7.4236	8.8244	7.795	8.3925	7.7501	6.4009	7.7355	8.32	6.2043	7.2	6.8466	6.6614	7.0329	7.5746	9.3254	8.8972	6.5353	7.1009	6.1489	7.3687	7.2662	6.8012	5.9791	8.9188	5.6782	8.6018	8.4996	7.5244	9.1745	6.167	6.6543	6.5481	7.8482	8.0214	7.9644	7.1885	8.5176	9.4389	8.2806
U133A__FASN	10.7788	11.1828	8.2497	11.2606	9.3724	9.1052	8.5659	7.7698	10.3198	11.0689	8.5587	9.2366	8.003	8.7145	9.0543	8.8339	8.8259	9.3731	8.0922	10.2977	10.5056	8.8362	9.0354	11.1126	9.0868	10.2173	9.2182	10.1033	11.7652	8.8803	9.9972	8.5825	11.0307	10.3351	9.0381	9.5315	10.6165	10.1347	11.2674
U133A__PLAUR	7.2636	7.0817	7.6566	6.3774	6.0661	7.9196	6.3478	8.6018	7.3217	6.6571	6.7499	6.7768	7.13	8.4113	6.8516	8.1211	7.2534	7.3607	8.1234	6.4877	6.4579	6.6082	6.9693	6.7436	8.9904	6.1449	6.6998	6.2084	6.715	7.4222	9.277	7.1697	6.0395	6.8223	6.7814	6.3108	6.3435	6.3425	6.7746
U133A__FSTL1	6.755	6.2572	6.8274	5.936	6.4877	11.5266	6.0422	6.8735	6.4112	6.7142	7.1585	8.8436	9.9158	7.9294	8.8284	9.2432	9.4494	8.6058	10.846	5.9821	5.6398	5.7112	9.7716	6.2036	8.6291	5.7009	5.857	5.6561	5.9557	9.5334	9.6656	8.1824	5.4895	8.1404	5.6432	6.6733	5.5658	5.9264	5.6587
