Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__GPRC5C	7.6101	5.5189	6.1655	7.332	7.6822	5.3112	7.1347	4.7799	5.2041	4.9386	8.4073	6.3584	5.7559	5.6562	5.7216	6.4168	8.2749	6.6969	5.5993	6.833	6.1201	5.8081	6.4901	6.5073	8.4925	9.035	8.354	5.7161	8.8446	6.6127	7.499	5.8373	5.3311	6.0201	5.2279	6.8033	7.0565	6.8851	7.9923	7.874	7.6601	6.7807
EA_G__ETS2	7.6868	8.1544	7.7695	5.9882	6.7044	7.6179	5.7312	9.8797	4.4996	6.946	4.4589	6.0857	8.0416	9.1314	8.521	9.0216	4.9514	7.524	7.3306	7.2601	7.5177	8.7817	7.6743	7.6445	5.9571	7.8418	7.4479	7.4919	6.9607	4.9855	6.1512	7.8091	9.6944	8.9333	9.2659	6.9815	7.7872	8.1139	5.8419	7.1329	6.2789	6.8801
EA_G__SLC12A2	11.0489	7.7784	8.1504	10.349	9.1326	7.0937	7.5373	8.0808	8.0458	6.9817	10.8473	7.569	7.6518	7.232	7.8916	8.4272	8.3111	9.589	7.6019	7.7225	8.0086	8.9947	8.7156	8.6511	8.4487	7.1474	9.8399	7.7202	11.102	10.3887	8.4168	7.7307	7.6855	6.7804	7.0958	9.8354	8.7048	8.3015	7.5585	8.6366	7.4819	7.7776
EA_G__AKR1B1	4.6938	6.0548	11.1521	4.8622	4.4778	8.2157	4.4619	4.565	6.3662	10.5992	4.6497	6.9879	7.0157	8.1308	9.1844	5.175	5.4781	4.7671	8.4129	9.049	9.0045	9.0431	5.1215	5.0227	4.6497	8.4728	6.866	8.1635	4.946	6.5897	5.4319	5.2901	8.4605	9.627	10.232	4.7564	4.8857	5.1681	5.0863	4.8373	4.9029	5.9326
EA_G__PLS3	8.5024	8.5034	10.6252	5.8148	7.2577	10.2417	6.775	10.178	8.0677	8.6415	8.9161	8.5303	8.6841	9.4534	9.3802	9.6655	3.6126	9.0918	10.7811	10.4548	9.9395	9.3095	7.2571	2.9423	2.9913	8.6509	6.9315	9.6195	7.9502	9.2696	7.3506	8.6755	9.637	8.4954	9.0071	6.3094	7.9355	8.0676	7.7958	3.0837	7.5616	8.325
EA_G__ATAD4	8.9675	6.5076	5.3802	8.0263	8.0542	4.5523	7.5399	8.0394	5.9508	4.8296	10.7967	7.4212	4.1336	4.5672	4.7596	5.2565	8.1361	8.0676	5.5651	4.2357	7.043	4.1056	7.2902	7.5689	6.5886	3.7982	8.0822	4.8914	9.0888	8.2291	7.5073	7.1289	4.5322	5.1374	4.3119	7.2446	7.4827	9.1193	7.2602	7.8865	8.9783	8.279
EA_G__CAV2	6.8437	4.5018	8.4908	3.7097	5.5046	9.6475	3.2968	9.8419	4.7699	9.5411	3.41	6.384	6.665	9.7361	10.2366	8.8897	6.038	6.3564	9.7925	9.8782	9.1849	9.3055	6.8317	4.985	4.251	9.9149	5.9759	8.7015	5.0696	5.7687	3.9831	6.1201	9.4274	10.0236	8.9668	6.5462	7.0424	6.8936	3.7499	5.2992	4.0191	4.5273
EA_G__SACS	4.5844	5.5065	5.7151	4.387	4.7922	8.2338	5.5884	6.3576	7.2455	7.5184	5.6008	4.9033	5.9435	6.2962	5.4477	5.9335	3.4612	3.5737	6.839	6.8542	4.146	8.3747	5.1792	4.7755	3.6428	6.9225	3.9677	7.6452	4.2029	3.5922	4.7532	5.8038	8.5415	5.6956	7.7867	4.8587	4.2936	4.3439	4.6223	5.3828	4.3278	6.2313
EA_G__LY6K	4.7598	4.7912	5.9445	5.0371	4.4493	6.2608	4.5636	7.6438	5.4813	7.4329	5.0743	4.619	4.7229	6.0532	5.3105	6.539	4.8457	4.6299	5.1488	6.6308	5.6369	8.7196	5.0864	5.319	4.4846	6.7941	5.142	6.5263	4.8837	5.1368	5.6165	5.3571	6.0195	6.9862	7.0719	4.7227	7.4067	5.2135	5.0951	5.0453	4.7443	4.7605
EA_G__TSKU	12.5261	10.4098	10.2759	10.0709	10.5018	8.0717	8.4689	7.1433	10.1	8.2356	10.138	9.9115	8.9901	9.4814	8.8597	10.2607	7.4604	9.0707	9.5202	8.8872	7.3872	7.2081	10.0431	9.9799	10.943	7.8837	11.0263	7.442	10.6057	9.2151	10.5632	9.4929	6.7049	9.298	8.0439	10.2988	10.1936	11.6453	7.6531	9.7677	5.5515	7.3182
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.5657	5.8659	8.1435	5.706	5.736	8.5431	8.8082	7.6081	6.3498	6.3264	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	5.9015	11.3453	6.2475	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	5.9988	6.2438	5.8257
EA_G__IDH2	9.4084	9.0203	8.5981	10.3873	10.7588	8.0667	9.7965	8.2773	9.6941	9.8823	9.9588	7.8733	9.0831	6.1131	8.6125	8.1028	10.0996	9.1842	8.4942	8.9461	10.4002	6.776	9.5467	9.9548	9.1699	8.3399	10.0707	6.7409	10.4101	8.7147	7.8956	9.5364	8.6078	8.1004	7.7049	8.7028	9.0819	9.8275	10.3343	9.4696	10.5446	9.3732
EA_G__CA12	10.374	7.2275	4.013	8.3578	10.6613	4.4665	10.0681	3.8395	4.2274	6.9445	8.9946	11.4745	4.5173	5.784	5.8456	4.7064	9.3657	5.8182	4.881	5.4007	5.0197	7.2481	9.8496	8.5533	10.4266	4.9112	10.2303	6.35	8.8736	9.9468	9.5013	9.0564	7.9017	6.3439	8.7456	9.0545	4.6293	9.4214	10.2797	9.0996	8.3877	8.6511
EA_G__COTL1	5.9198	7.0348	10.274	6.6603	7.9471	8.8765	6.1352	8.5549	7.4247	8.4905	6.565	7.2202	7.2821	9.2408	9.7896	9.7695	6.152	6.8316	9.2709	9.1656	9.3668	8.8264	7.2009	7.0144	6.3387	7.8644	6.9472	8.3797	6.4174	5.9237	7.2764	7.4072	7.7958	7.976	9.0746	6.9195	7.4659	7.2679	7.4007	7.0112	6.5166	6.9788
EA_G__ABCC11	4.9799	5.0771	4.4868	8.9135	5.5246	4.3409	6.068	4.3488	4.5022	4.3945	9.0536	6.4968	4.3846	4.531	5.3781	4.6172	7.1058	5.5215	4.3978	4.2837	4.7067	4.5984	4.5406	4.9815	5.9853	4.152	8.7674	4.4954	7.3019	6.4495	9.0235	6.726	4.427	4.9806	4.4854	9.756	7.5508	8.4576	9.3681	8.0366	9.5692	4.8818
EA_G__WWP1	8.0302	8.9967	7.7907	8.8018	9.7101	8.1978	8.8679	8.3785	7.5529	7.4231	11.3334	8.4612	8.6495	7.1267	8.5063	7.861	8.4297	8.3236	7.9304	8.7833	8.4192	7.9482	9.4423	9.7243	9.689	7.8338	9.6395	7.7268	9.4123	8.1499	8.3365	9.3644	7.2959	8.2918	7.7756	9.3304	9.3449	8.0658	7.9781	8.6656	8.7748	8.939
EA_G__RAB31	6.2049	8.207	8.5769	5.1319	7.9678	8.6318	4.3346	8.3939	5.9684	8.6436	7.7198	5.0101	5.8852	7.9053	7.1351	8.5096	7.6748	5.9347	8.1378	9.1231	7.3167	8.2348	7.1382	6.757	5.0177	9.0757	5.5734	8.3771	6.9554	8.1439	5.658	8.7785	10.5171	8.111	8.5574	4.3963	6.72	4.3758	6.537	7.7962	5.6415	6.0797
EA_G__TC2N	8.5979	9.0717	6.9775	9.3938	7.3508	3.3223	8.2578	6.9443	9.7443	3.7734	8.8806	7.6394	5.7542	7.1173	6.7638	7.7872	8.326	8.4157	6.5571	2.5474	7.8365	3.1031	7.5099	7.5506	7.6286	3.4834	8.7449	4.5382	8.6498	8.2854	8.3271	8.4929	3.1594	6.1981	2.9353	9.1398	8.8122	7.8362	8.1402	8.2774	9.4791	8.1944
EA_G__C17orf28	9.3617	9.729	7.4386	9.6197	10.0389	5.5952	9.5722	6.3666	6.9129	5.2734	10.3721	9.0304	5.4402	6.5831	7.025	7.3859	10.3392	8.2773	7.1557	5.8027	7.1023	5.3634	9.1167	9.277	9.1052	5.3589	9.2435	6.1912	11.1353	8.8997	11.0475	9.6716	5.6045	6.3796	5.9321	9.479	9.5063	9.3071	9.6105	9.9773	10.4072	10.4021
EA_G__ITGA5	6.3772	6.5342	7.6128	5.4102	7.6442	7.8303	4.9929	6.7368	7.765	9.1896	7.0523	5.2835	7.3501	8.4005	6.6512	8.1923	5.8672	7.09	7.8664	9.0643	8.8209	11.1238	6.6621	6.3823	6.1907	8.059	6.6655	7.7972	6.2126	7.0346	5.9778	6.1176	8.4345	7.5599	10.4308	5.1878	6.8545	7.1407	6.7302	6.2623	5.62	7.8886
EA_G__ANXA9	8.5276	6.7661	8.291	6.2682	9.5791	4.8888	9.4956	5.0476	5.9137	4.926	8.2202	8.4838	6.7228	5.7918	5.6264	7.0057	8.458	6.7506	5.056	4.9114	7.3041	4.9863	9.2851	9.9914	8.5984	5.2292	8.5816	5.3425	8.1028	9.0798	8.036	7.942	5.0301	6.1862	5.2573	7.8449	6.669	8.2312	8.9961	8.5833	6.7036	6.1409
EA_G__FSTL3	6.2606	6.7712	7.4701	6.6243	7.9925	8.29	6.6981	7.3862	6.3513	6.9988	6.7904	6.481	7.0656	7.7062	6.8675	6.8262	7.524	6.3215	7.57	7.4797	6.2131	8.9828	7.7468	7.4046	6.4834	9.5208	6.8041	7.4653	6.6931	5.9216	7.1502	7.1409	7.4427	8.0244	8.7911	6.6813	7.3778	6.5094	6.7341	6.7612	6.8778	7.3586
EA_G__CTGF	7.8838	7.0133	5.9156	5.884	6.0218	9.3777	5.681	7.7782	6.5942	7.1026	5.7885	5.882	8.7018	6.664	6.8898	6.9109	5.8146	7.1419	8.6485	7.6684	6.5018	10.62	6.0448	6.3716	5.976	7.6168	6.9053	8.8141	5.7406	6.065	6.5061	6.6274	9.1454	7.3645	8.134	6.5749	6.6338	6.6145	6.0636	6.0606	5.9837	6.0465
EA_G__FJX1	8.3967	5.5806	6.0986	4.9649	6.9083	9.0274	6.719	9.9085	6.8217	6.0156	5.9123	6.1875	9.0239	10.8651	7.8271	8.5625	6.4561	7.6401	8.2594	7.1323	6.3296	8.4796	7.4508	5.7965	7.8509	8.9907	7.6792	8.713	6.5637	7.2206	7.9145	6.3355	8.3063	8.4438	8.6121	7.8131	7.6374	7.4963	7.972	7.0963	6.8239	7.4267
EA_G__MEGF9	7.0461	6.094	6.6923	8.7061	7.4811	5.822	7.6443	5.9558	7.2222	6.1581	6.9122	9.1405	6.0661	6.5113	6.1046	6.7453	7.5722	6.5073	5.9738	6.1278	6.3046	6.2887	7.6627	7.5047	7.6915	5.9312	8.2692	6.1493	9.7645	8.6638	7.6239	6.2421	5.741	5.513	6.3937	7.5167	7.3731	7.5806	8.0296	7.315	8.3711	7.4477
EA_G__HBEGF	5.9666	5.7872	5.8554	4.9068	5.1174	9.3836	5.6136	5.5354	5.6776	5.656	4.9952	5.2972	5.4996	8.232	7.5528	5.0328	5.0985	5.4704	6.2009	5.3934	5.9594	7.3717	5.279	5.3204	5.4978	6.9636	5.6472	9.1191	4.8683	5.0741	5.512	5.1797	6.7088	5.5459	7.5776	5.4672	6.9455	5.2866	5.6012	5.0115	5.3434	4.9792
EA_G__TBC1D9	7.4411	8.3535	7.1464	7.6125	9.4084	6.2048	8.2922	5.6316	6.1005	6.2244	8.751	9.4283	6.6935	4.8845	6.4304	6.9985	7.2152	7.8677	6.602	6.7832	7.9176	7.5388	8.4629	10.3338	8.8604	7.3339	8.5367	7.0702	9.0012	8.2913	6.6536	7.897	7.062	6.6687	7.2625	9.282	7.6497	7.818	7.18	7.4421	7.7944	8.5484
EA_G__SPDEF	9.8828	10.1908	7.4018	10.7931	10.5658	5.6685	11.013	5.9359	6.1425	5.7703	10.7443	9.8237	6.0475	6.0136	6.4407	7.5494	10.9979	10.0929	6.9762	5.6718	6.3194	5.7139	10.0469	10.246	9.7584	5.6466	10.4039	7.0764	10.5661	10.3098	10.5877	10.0553	6.1331	6.4231	5.9152	10.0886	9.922	10.6581	9.6624	10.226	11.1169	10.8329
EA_G__STS-1	5.2033	5.2244	9.0503	4.6973	4.8157	5.8729	4.6605	8.0688	5.1083	7.3136	4.7549	4.4609	7.6737	8.3529	8.4559	8.6415	4.9514	5.1812	8.8066	7.7323	7.8819	8.4816	5.1073	5.0474	4.5253	5.032	5.6294	7.8078	5.5263	4.3696	5.545	5.6356	5.6818	6.8601	7.5785	7.1292	6.3024	5.5028	5.2742	4.7396	5.0443	5.2837
EA_G__LLGL2	9.3921	8.6915	7.7394	9.2172	8.9636	6.2317	8.8119	8.2638	8.0503	6.7246	8.8674	9.3444	7.2747	7.7949	7.7966	7.8608	9.2732	8.3801	7.9179	6.2965	8.1822	6.0368	9.5561	9.9449	8.5159	6.5672	8.6457	6.5173	10.4167	8.8447	9.2616	9.2767	6.1906	7.5902	6.2778	8.6172	8.4538	8.1435	8.5877	8.313	9.276	9.4724
EA_G__FZD4	5.7889	5.5317	4.9638	6.8595	6.2736	5.6885	6.4988	5.8109	5.3941	5.7167	7.1435	6.711	6.2492	4.9652	5.1574	5.9502	6.668	7.0618	5.2136	5.9353	5.5518	5.8336	6.0994	6.4704	6.0318	6.509	6.4918	5.6264	7.4599	7.0075	7.1602	5.3609	5.5266	6.1938	4.6597	8.953	6.7156	7.3894	6.5705	7.5894	6.2159	5.0788
EA_G__FAS	5.2964	4.3814	4.7546	5.5666	4.5598	6.8075	4.351	3.9808	4.755	7.461	3.7128	4.5233	5.2159	7.0657	6.6827	6.6267	4.4217	3.9523	6.3324	7.5096	6.4286	6.8271	5.7738	5.2312	4.1912	6.2432	5.2975	5.7043	5.0033	4.0033	4.6971	4.0116	7.1214	6.6558	6.8109	4.5431	6.5784	6.22	7.0896	4.4007	6.1656	6.8306
EA_G__SLC4A8	6.1742	5.1797	5.22	5.3497	7.4196	5.5149	7.0729	4.7902	4.6576	4.9181	7.7206	6.37	4.0643	4.2266	4.0046	4.6154	4.2819	6.0253	4.535	5.4474	4.6531	5.2518	6.505	6.7182	8.218	5.5374	7.7695	3.9907	5.7194	7.9154	6.8865	5.8841	5.7113	4.5121	4.2936	7.778	6.5599	8.222	6.0153	9.3627	6.9785	6.2058
EA_G__C1orf181	6.0922	6.8042	6.9163	6.2983	6.4502	7.5148	6.2355	7.2417	6.3709	8.0289	6.8713	6.4078	7.3561	7.3965	8.3549	7.1615	6.2919	6.9633	7.1618	9.3678	7.1704	8.0049	6.3537	5.9378	7.2237	6.9216	6.434	9.0789	6.4776	7.2327	5.7429	7.3017	8.0185	7.5216	7.3962	6.9983	7.1642	6.34	6.8331	6.3512	6.2779	6.1141
EA_G__XBP1	11.283	10.9214	8.6686	11.4285	11.4319	8.6723	11.3432	8.5408	9.0517	9.4895	11.6752	10.8517	8.688	9.1233	8.734	9.1933	10.7393	11.2423	8.6586	8.207	9.7409	8.5637	10.908	11.5332	11.3709	8.4505	11.6948	8.6487	11.8604	11.6993	11.4718	10.6695	8.502	8.3625	9.0461	11.0474	11.1889	11.1636	10.9799	11.4501	11.6409	11.6006
EA_G__ABCA3	7.4898	6.1001	5.9275	6.9381	8.2598	6.5877	8.6685	6.65	6.4291	6.0702	7.5984	7.7157	6.836	5.8417	5.8612	6.15	7.1337	7.2382	6.8044	5.8351	6.2413	5.5762	8.3807	7.7083	7.8356	5.9727	7.5575	6.7002	7.2912	7.0449	8.915	7.0031	6.1109	6.1814	5.8895	7.1448	6.7524	7.366	7.6447	8.529	8.656	8.3675
EA_G__GPR160	6.7527	6.9782	5.0229	8.0657	6.759	3.3556	7.1076	4.229	4.4657	2.9609	9.3959	7.726	4.058	3.7191	5.921	4.7387	7.6326	6.9804	4.7694	3.446	5.8982	3.5785	7.7744	7.445	7.3926	2.9737	8.141	4.3088	7.3759	8.3753	7.7969	7.1789	2.9307	3.3042	3.8572	7.0867	5.9659	8.1528	7.8124	7.3001	7.6953	7.3985
EA_G__ATP7B	6.2045	5.8567	5.7373	8.4859	7.6758	5.5861	8.0376	6.1909	6.562	5.3359	7.9776	9.3079	6.3782	5.2183	4.7565	5.8059	7.0642	5.7551	5.9086	5.888	5.2875	4.8425	6.5883	6.4678	5.873	6.1273	7.1474	5.1534	9.4854	8.2401	5.8082	6.645	6.3643	5.7143	5.6434	6.7281	6.2771	6.1749	6.2514	9.3683	7.6427	6.5602
EA_G__RGNEF	6.9163	5.1707	6.6724	5.1212	5.9837	7.0069	4.4255	7.2348	4.4193	5.3951	5.1416	5.8542	4.6841	5.83	6.7003	6.3058	4.5828	6.5711	7.0896	5.7102	6.5727	7.1543	5.4774	5.2531	5.5288	5.9654	4.809	8.1703	6.927	8.3318	4.6278	5.009	6.7815	5.8973	7.0404	4.5557	6.4503	4.7937	6.0358	5.403	4.7764	5.6277
EA_G__SIDT1	5.7225	7.4447	5.3904	8.8752	8.5645	4.6729	8.5319	4.3608	4.6682	4.3873	8.7279	8.8931	4.4944	4.8537	4.7245	7.2688	7.7584	7.114	4.5267	4.2934	6.0595	4.3148	8.2739	8.5397	8.675	4.4179	8.167	4.9182	8.5383	9.0785	8.1899	7.1021	4.6199	4.8109	4.4668	7.8236	7.9261	7.9518	8.588	7.5637	7.6898	6.1964
EA_G__BAG2	3.8525	4.3299	5.1524	3.8546	3.7077	7.7073	3.4446	6.687	6.4005	6.3219	6.2911	4.5582	8.1386	7.9545	7.1173	6.8822	6.5667	4.381	6.3286	7.4399	6.2299	7.9982	5.0232	5.4682	4.334	7.5584	3.3871	8.1211	5.4731	4.2242	4.7056	4.5241	8.2828	6.9224	8.5168	5.2833	6.1298	3.6269	5.8246	5.7192	3.7646	3.4296
EA_G__GBE1	6.8244	7.5239	8.155	6.3966	6.5794	8.5971	6.6869	7.4889	4.9943	8.6312	7.5394	6.471	7.5278	7.1057	7.6762	7.967	6.3813	5.8657	7.6057	8.2961	6.5153	9.4952	6.8885	7.5212	7.8519	7.2937	6.8441	8.7027	6.8781	5.6533	7.102	7.1436	8.6559	8.4116	9.5431	6.0081	6.5628	6.1145	7.2027	7.5811	7.0531	6.4247
EA_G__PERLD1	7.9981	10.4494	7.2334	11.5309	8.5186	7.0395	8.0143	6.7798	7.5363	7.5751	11.7835	7.7075	6.0197	6.9121	6.5128	11.3772	10.5844	8.5531	7.9337	8.1056	7.9547	6.9567	7.2717	7.3187	7.6108	6.8706	8.1096	6.7476	10.1259	7.7315	8.2906	10.1853	7.6784	7.1932	6.6914	7.5985	12.8771	7.0808	7.6174	10.9271	8.078	7.8159
EA_G__PHF8	7.432	7.4992	7.1941	8.277	7.5931	7.2066	7.3436	7.0351	8.1385	6.6316	8.829	8.0481	7.5933	7.2677	6.7328	7.239	10.0678	7.7279	6.3823	7.1054	6.4405	5.9305	7.6451	7.324	7.7133	7.3858	7.8437	6.9463	8.6278	7.5576	7.5714	7.3043	6.3657	7.0032	6.7677	7.1694	6.4064	7.9412	7.6525	7.6297	8.6022	7.9915
EA_G__POP4	6.4803	6.6788	7.411	6.6816	6.9569	7.7712	7.3211	7.6491	6.848	7.1331	7.0684	8.0056	9.9441	8.7022	7.0002	7.1696	7.0652	6.8093	7.0532	7.1648	7.1037	6.9117	6.9608	6.8777	6.5974	8.3278	6.5059	6.7758	6.7085	6.9417	6.7721	7.2435	7.8658	7.2947	7.7843	6.562	7.2743	6.2605	7.2599	7.7461	7.1184	7.4755
EA_G__GNG12	7.9257	8.0554	9.1125	6.9215	6.2823	9.5214	5.0723	8.6155	6.8475	8.645	7.8236	7.2029	8.1673	7.6447	8.9862	8.8599	7.5179	7.3246	8.9495	9.2848	9.2523	10.1455	5.2669	6.6554	6.6615	8.7552	6.672	9.0735	6.6523	8.8439	7.2152	7.7602	9.7441	7.9395	9.8269	7.4973	8.4644	7.8464	7.0967	6.8414	6.0561	6.6101
EA_G__RND1	7.3143	8.2366	5.1518	5.5848	8.1345	5.2959	7.5678	4.9253	6.6945	4.833	6.5432	5.3653	4.8394	5.688	5.355	5.6049	8.3402	6.4109	5.1296	5.0251	5.5654	4.655	7.389	6.8855	7.5082	4.321	9.0383	5.229	6.9107	7.667	7.8736	8.9453	5.08	5.2271	5.1002	6.2484	6.2849	5.9817	7.1618	8.9243	7.8627	6.9375
EA_G__MAP4K4	6.8339	4.283	7.8822	6.9846	6.6211	7.6195	6.5829	6.9551	7.9128	9.6361	4.6415	6.9167	7.5113	7.577	8.575	7.535	4.2391	5.8437	7.5774	7.9209	6.8842	8.4149	6.9634	6.292	7.0002	8.0307	6.2858	7.2345	6.2708	6.4071	4.8013	4.4212	9.5851	6.9638	7.773	6.0739	7.3778	6.2682	6.226	6.4416	6.0425	6.3334
EA_G__DEPDC6	7.4503	6.6941	5.2717	9.1632	7.448	4.9752	7.5121	6.4015	6.416	7.052	8.3884	8.0948	6.8441	4.7516	5.8902	5.8436	7.74	8.5968	6.2251	6.0457	7.4547	9.2139	6.8396	7.695	8.225	7.3615	8.3302	5.541	9.0918	9.6198	7.432	8.03	6.4449	6.1382	5.6161	7.127	9.8221	6.946	8.0294	8.5831	6.7683	7.0533
EA_G__GPD1L	7.1581	8.4613	5.3985	8.9161	7.7328	6.4188	7.7827	6.2488	5.9624	6.2165	8.38	7.4073	6.0314	6.2961	6.7928	7.0246	7.647	9.6036	7.1174	6.939	6.6889	6.1596	8.6801	8.5606	7.1846	6.3214	7.8672	6.7807	8.9259	7.8841	8.5556	8.1451	6.377	7.0466	7.118	8.1813	7.3485	8.142	7.77	7.872	8.385	7.5835
EA_G__CYR61	8.1331	7.5718	8.3996	6.2582	7.0497	10.1687	6.6562	8.8232	5.6125	7.8517	6.3522	6.707	7.4924	7.1965	9.2169	9.0015	6.8394	7.3317	9.6694	10.232	7.091	10.623	6.3553	5.982	5.9694	8.6434	7.9536	11.0584	6.8937	6.6652	6.7454	8.1061	10.084	8.4031	9.4395	6.6971	7.8889	6.4717	6.9073	7.0874	6.1877	6.0361
EA_G__ZNF652	7.5137	6.6796	7.1304	9.1134	7.658	5.4265	8.0263	7.5657	6.1455	6.1679	10.4217	8.3293	6.9403	6.4695	6.4805	6.6269	8.7194	7.371	6.6141	7.0294	6.8064	6.2259	7.3028	7.8102	7.151	6.7251	7.2562	6.172	9.0124	7.6468	7.4323	6.5588	6.6853	6.6539	6.3657	7.335	8.4527	7.8613	7.2296	8.3435	8.7495	7.6069
EA_G__TM7SF2	7.362	8.6146	7.5175	10.6738	8.9356	7.777	7.8977	7.2251	9.5359	6.8147	9.1668	7.9039	6.7241	7.7442	7.9366	7.4522	10.2226	8.5326	7.6531	7.0171	7.4679	6.3437	9.5635	10.0085	8.6953	6.465	9.4025	6.9611	9.7289	8.2619	9.9341	8.013	7.0973	7.8511	5.806	9.5896	6.8613	8.2324	10.641	9.5627	9.7151	9.4245
EA_G__KIAA1324	9.1151	8.7391	5.5267	9.9689	9.3165	4.7668	10.7206	4.988	4.7104	4.92	9.8157	9.2718	5.0802	4.8433	5.3249	5.2066	8.5814	8.9328	5.2349	4.8067	6.1461	4.7633	8.0162	10.4682	9.8777	4.8393	8.4161	5.5117	10.5581	11.1607	8.8761	8.3421	5.2686	5.0444	5.1043	8.8778	10.1644	9.1857	8.7249	9.1258	9.4421	8.6387
EA_G__OSMR	7.3804	4.082	9.4472	5.802	6.8804	9.497	7.2103	7.7341	7.646	9.3854	7.0832	7.2204	9.4997	8.1243	8.2112	9.4281	4.1859	3.9004	8.415	7.5476	9.8494	9.3473	5.7608	5.667	3.9652	9.6437	5.9028	8.3514	6.6129	4.4232	5.7495	3.6578	7.5476	8.4167	9.3045	6.6755	6.9844	7.2652	7.6885	7.1203	6.7778	4.7162
EA_G__ALDH3B2	7.8751	9.1519	7.5805	11.3608	8.8077	5.8866	9.7334	6.4255	8.223	6.1384	9.5823	7.6199	7.7955	6.3071	6.4469	7.0901	10.0377	10.2674	6.2786	6.047	6.1466	5.7429	8.5602	9.6127	10.4301	5.6515	9.014	5.9874	10.8628	9.2617	9.5867	8.9624	6.0873	8.4091	5.947	8.3315	10.3339	9.1412	9.1133	9.2081	9.9559	8.9847
