Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__PWCR1	8.9888	5.3227	2.5284	10.4187	8.1334	3.0837	9.3336	8.4868	2.947	3.1295	3.0359	2.8125	2.8025	8.2323	8.2084	3.26	10.2307	8.6462	9.3808	3.2082	6.4405	2.8341	3.1931	7.4359	9.7707	8.8283	2.8326	9.0792	9.374	8.6979	4.3452	10.521	8.6516	8.8029	3.2803	7.2789	3.4601	7.9272	8.077	6.948	8.2631
EA_G__FKBP5	6.4834	6.8716	6.9568	3.8841	6.7133	3.8884	8.7708	7.259	7.6642	7.9288	7.0193	7.8872	6.9262	6.8425	7.6901	6.9147	6.3683	7.662	6.8303	7.6612	5.6101	7.2054	7.1163	7.2278	6.0459	4.81	7.8443	7.3161	8.0223	7.5574	6.583	7.9119	9.7287	9.705	8.5209	6.8287	9.278	8.2444	8.2987	7.3037	6.7475
EA_G__EDG7	3.5288	4.4323	3.7776	4.833	3.6421	4.0994	4.4359	8.0901	4.7853	4.2587	7.5858	4.5372	8.7229	8.8385	6.2848	7.9491	7.1886	5.8772	8.0065	6.7514	4.7734	4.8484	4.6227	3.7346	7.5279	4.6986	4.394	7.0688	7.3179	5.3051	4.66	7.3759	8.3309	7.7085	4.3828	8.0393	3.5566	4.0586	4.1638	5.9133	5.8987
EA_G__A4GALT	5.7224	5.8089	6.1913	5.7502	7.6522	6.7222	5.4072	8.7285	5.9331	7.7788	6.5144	9.8981	6.3584	6.7694	6.1284	5.7258	6.3435	5.7712	5.9156	6.088	6.0808	6.8302	7.4518	5.9053	6.4745	6.4087	6.5983	7.1119	6.1523	6.0566	5.8012	6.3533	6.6638	7.4512	5.9948	6.5881	6.8593	6.5861	7.9469	5.4932	6.1123
EA_G__SULF2	5.3616	5.4193	8.725	7.0811	8.8036	5.4425	5.5604	9.4019	5.0992	9.8476	7.1048	7.5228	5.8056	6.1078	8.5899	8.4503	6.7196	7.1836	8.0557	8.8791	4.9672	10.108	9.9574	8.4334	9.2032	8.2053	5.1993	6.8745	6.811	5.8584	5.4766	5.0596	6.4834	5.3034	7.4592	6.6309	6.1569	5.4137	8.8395	5.2181	6.5123
EA_G__INTS2	7.2151	6.7012	6.7113	7.2601	7.4253	6.4691	7.3178	7.4116	6.4775	7.149	7.3245	8.1638	7.1226	7.5024	6.9457	7.2394	6.5345	7.4087	7.8691	6.0655	7.1747	8.414	8.9319	6.9755	7.7431	6.6139	7.7411	8.5325	6.2997	7.3884	6.2112	7.546	7.0627	7.3497	7.3037	6.3364	7.8161	7.6856	7.5579	7.8745	7.6142
EA_G__SGCB	6.7863	3.9197	3.4677	4.8878	5.9552	7.0929	3.3793	6.6802	6.2512	7.1509	3.04	5.2005	6.2462	5.4632	4.7161	5.1028	3.212	6.5926	6.4121	3.5149	6.8	4.5618	4.753	7.5645	7.3587	5.2387	7.1684	4.7077	3.4655	3.4017	4.3251	7.1462	5.8862	6.8411	4.8611	3.9321	5.3476	4.7311	6.1989	3.9669	4.9488
EA_G__GDF15	8.7068	7.1724	5.6526	5.962	9.4267	8.161	5.4139	4.8212	5.2088	5.2556	9.4947	5.5548	5.304	6.6795	5.3912	8.6846	5.6073	6.0021	4.7668	5.3299	5.2659	9.3891	9.0769	6.3475	4.9128	10.0786	5.4678	6.8564	5.8438	6.2679	5.9322	5.7552	5.5337	5.7553	6.3737	9.3912	6.9215	6.5323	8.1624	6.3288	8.3241
EA_G__SELENBP1	9.3821	11.1376	7.9104	9.1265	9.3341	5.4145	10.1056	5.6859	8.0894	8.1306	9.097	8.0519	8.1768	5.6338	7.0976	7.4304	10.3951	5.9801	5.5176	9.058	5.8776	8.4871	10.0174	9.0404	5.6347	8.8152	7.434	9.528	10.4363	10.1032	10.6142	5.3724	6.0275	6.422	9.7696	9.591	9.8577	8.6891	10.0604	10.8426	9.9875
EA_G__RNF144B	9.5968	8.8565	8.5396	8.5994	7.3314	7.2063	7.5237	7.2487	6.0847	4.4629	8.5962	6.7525	6.8837	8.0438	8.72	7.472	9.8002	8.1066	4.8095	8.2938	5.6642	7.5151	7.3345	6.7088	4.7564	8.5415	7.7318	7.8801	10.3339	7.7682	8.6396	4.9335	7.5354	6.8467	8.6604	9.7307	8.7595	8.4892	7.1498	8.2499	7.2098
EA_G__AMOTL1	5.3846	8.9291	8.4073	8.4638	8.3864	8.2184	7.2701	7.7881	9.0885	6.0515	7.3759	7.055	7.1137	9.9243	9.2471	9.5068	9.6941	8.7671	7.7894	6.9338	8.7655	7.648	7.6654	4.9529	8.1489	7.5978	7.7963	8.8857	8.2845	7.5834	8.9106	6.3885	7.8643	7.7426	7.3278	7.1644	5.6842	7.5747	6.5864	7.6241	5.6927
EA_G__KIAA1946	7.2936	6.1062	5.3732	5.2898	5.1786	6.22	4.6328	6.9174	5.4172	6.5005	6.836	6.3511	6.5407	5.817	5.4837	6.0086	5.8719	6.5697	7.1112	8.0989	6.004	7.0154	7.2267	7.4904	9.252	6.9588	6.2385	6.0172	7.6802	4.8968	5.9099	7.0091	5.3608	6.1977	5.8471	5.8831	5.577	5.1043	6.4023	4.3291	4.553
EA_G__TMEM45A	3.4262	5.435	6.4061	3.6833	3.8514	7.4132	3.5319	7.2249	4.0808	6.8617	7.5313	3.9416	3.8688	6.2257	8.9489	7.9683	6.9746	6.5289	6.6702	7.6299	7.5793	2.931	3.9082	4.449	8.7799	5.8345	6.7967	3.7988	7.9835	4.2971	5.4476	8.3158	10.5267	8.06	7.0406	6.3913	8.6417	3.2231	4.2422	2.72	3.9655
EA_G__KRT23	9.6844	6.71	4.0332	4.1386	8.425	3.63	3.6053	6.9669	3.8549	3.5091	3.9312	4.4876	9.4953	4.3026	8.6489	8.5774	7.5157	6.7166	3.6214	9.4504	3.4724	4.0244	4.2074	4.4201	3.2977	6.7056	3.5147	3.6071	4.4773	5.3331	5.8319	3.6117	5.6051	3.61	8.5478	7.6456	7.5049	9.525	7.3896	3.9554	3.8349
EA_G__ERBB3	9.6684	9.5479	7.8567	9.4394	10.4453	4.3498	9.8292	7.4364	7.8742	4.4095	10.05	9.2441	9.4138	7.239	7.3572	7.9625	9.7082	7.3935	4.2979	8.8706	4.0683	9.4649	9.439	9.5575	3.9776	9.4408	4.5784	9.6653	10.1482	9.5168	9.1277	4.1238	6.8843	4.2234	9.5831	8.8726	9.2288	9.7254	9.7608	9.5803	9.1455
EA_G__TSPYL5	3.1904	4.3419	7.0765	3.7764	8.6452	4.0421	3.1216	8.3297	7.7204	7.0529	3.2935	9.9841	7.0746	8.5164	7.3845	3.6896	3.9966	8.3422	9.2708	6.0835	3.5881	8.4968	7.9214	4.3788	6.4104	7.9753	3.7943	3.3949	5.3206	4.5743	5.5119	8.416	6.5647	3.8879	7.8119	3.8616	4.2789	4.0419	8.3447	3.7204	3.9793
EA_G__C1orf106	9.1783	7.6581	6.8747	6.0784	5.6646	5.4879	5.6203	6.0007	8.2173	5.3896	6.9857	6.0968	7.9856	7.0319	7.718	7.5064	8.2185	7.3373	5.8561	8.145	5.1319	6.0339	5.5105	5.2071	5.0412	7.9015	6.0522	6.4293	7.5807	6.6293	8.2673	5.2901	7.0118	5.4937	7.2321	5.8293	8.3952	7.1907	6.4185	7.3009	6.7258
EA_G__TC2N	8.5979	9.0717	6.9775	9.3938	7.3508	3.3223	8.2578	6.9443	9.7443	3.7734	8.8806	7.6394	5.7542	7.1173	6.7638	7.7872	8.4157	6.5571	2.5474	7.8365	3.1031	7.5099	7.5506	7.6286	3.4834	8.7449	4.5382	8.6498	8.2854	8.3271	8.4929	3.1594	6.1981	2.9353	9.1398	8.8122	7.8362	8.1402	8.2774	9.4791	8.1944
EA_G__ATP6V0A4	6.396	9.4584	6.0439	9.5886	6.8897	4.4126	4.4522	5.3603	4.3424	4.3231	8.3304	6.5654	4.3641	4.4015	4.6533	5.1789	7.8356	5.7837	3.8844	5.4336	4.8527	6.9256	6.3269	4.261	4.1126	6.8669	6.246	8.7945	6.5413	4.8429	9.4857	3.9129	4.2576	4.3833	7.4254	4.3647	5.9346	4.4506	7.5065	7.4908	4.2475
EA_G__P2RY6	5.8658	8.7646	8.1342	6.6875	7.0986	5.3199	6.1138	5.4422	6.5098	5.6812	8.2888	7.7752	5.6175	6.0433	5.9451	8.1152	8.6796	8.0907	5.2767	7.7315	5.7837	7.7124	7.6371	7.2822	5.2904	7.1436	5.8952	8.1293	8.0841	8.0435	9.1671	5.4074	6.0452	5.7602	8.617	7.9559	7.8561	8.0817	6.8568	6.9486	6.7097
EA_G__EDG3	7.4502	6.934	8.1139	10.4128	9.7139	6.3952	9.5367	8.0358	6.8443	8.9643	9.1369	8.9153	7.8993	5.3846	7.8087	9.1444	7.1815	7.2726	8.8852	8.5981	8.5947	8.383	8.9758	8.7868	9.7428	8.7596	7.7877	9.4427	8.5052	8.8173	8.0215	7.9986	8.4006	7.2288	9.8528	7.4755	8.3141	6.9779	7.5722	8.9381	8.2089
EA_G__SLC41A2	8.1421	8.4848	6.7907	4.3917	6.1309	6.1846	5.6932	5.3879	6.9565	5.411	6.6603	6.7003	4.9392	4.8678	6.0899	6.8641	8.5509	6.8164	6.1753	6.5638	4.728	6.3841	6.1709	5.5837	6.1195	5.3723	6.7179	7.4743	6.5936	4.2531	8.2518	7.09	4.9964	6.0132	7.1428	7.3483	7.4376	7.289	6.9438	7.9059	5.9091
