Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__WIPF2	7.8898	9.6083	7.3695	7.5985	8.5238	6.9901	7.5467	7.046	7.4943	7.0421	7.2034	7.7741	7.5312	7.0628	7.8499	7.4139	8.121	8.031	6.801	6.8968	7.2167	7.3216	6.9982	7.2732	7.0631	6.9269	7.0783	6.7501	9.2517	6.8638	6.9429	6.4372	7.6318	7.3093	8.1352	11.4709	7.2703	8.1868
U133A__ST14	6.2778	7.5491	6.1897	6.5451	6.0697	3.9898	6.2206	6.3367	7.2561	6.6181	4.9063	6.9803	7.7047	7.101	7.1576	7.4406	4.7531	6.3258	3.7092	6.126	6.1322	5.9004	4.5615	6.1623	3.929	6.3002	6.4807	6.4503	7.2871	4.9825	6.7263	4.1953	6.6592	5.1746	8.3697	7.4472	5.7941	6.2579
U133A__KRT15	4.6753	6.8146	5.2145	5.9967	7.5863	3.4215	3.485	10.4967	4.7698	5.9132	8.3286	5.8881	11.2728	11.1419	6.0745	10.3961	8.8581	5.6067	4.1525	4.9932	4.6388	4.2261	3.6355	8.703	3.5272	5.5726	4.5513	3.7484	5.5479	3.0722	4.6297	3.9253	5.1545	4.0707	5.0639	7.5535	4.407	4.2825
U133A__GAL	5.5668	5.0145	6.3931	5.1247	5.5186	4.3321	5.1451	5.9986	7.9881	4.8284	8.7914	9.0261	6.4929	5.9047	5.3813	8.2046	6.7009	4.1139	4.7831	6.4596	6.1713	4.3119	4.8966	4.9348	4.4756	5.308	4.7313	4.5764	4.8875	4.9972	7.4613	5.5538	4.4203	4.6807	4.7853	4.9327	4.9922	8.7476
U133A__UAP1	9.1598	8.4831	7.1609	8.1046	8.3803	10.5221	7.3076	7.5494	7.5247	7.4176	8.5975	8.0611	7.6904	6.9409	7.8611	7.7855	8.3676	8.4675	8.864	6.5547	6.1229	7.6336	8.1057	8.1617	8.5606	7.148	8.1879	8.1683	7.9066	9.5836	8.0031	8.7819	8.4541	8.9146	7.0147	8.1841	7.9779	7.8894
U133A__CNN3	6.5662	5.928	7.2837	6.2459	5.2624	7.9772	7.5358	7.333	7.2978	5.852	8.5066	5.2216	8.3566	7.6308	5.711	7.0815	8.6543	9.1609	8.1059	3.6902	3.6053	8.2442	7.3666	6.0036	9.026	7.1398	7.5905	8.7984	6.3226	7.2367	6.9493	5.7464	9.1542	7.5337	7.6915	8.1608	6.8602	3.467
U133A__GUCY1A3	5.4652	5.9062	5.838	7.1808	5.9138	5.8476	5.8015	7.6401	8.4253	5.8467	6.0758	6.0679	6.2103	6.7409	5.4549	5.8616	5.9645	9.6817	5.9331	5.8029	5.7648	5.9583	7.0617	8.6966	5.7511	7.6344	5.8884	7.9841	5.6766	5.9908	6.2184	5.8468	6.5455	5.6473	5.7236	5.8095	6.3131	6.0079
U133A__ALDH1A3	6.3501	8.1049	10.7086	5.7829	5.558	5.0371	5.7541	10.4029	6.9131	5.5586	5.9053	9.253	9.3821	11.1356	7.2073	9.6541	7.0172	8.7778	6.3367	7.9258	5.9722	5.3213	6.7306	7.3828	5.8164	5.5605	7.0272	5.6679	7.2823	5.5688	9.2197	5.8794	9.9387	4.9809	5.821	6.1372	6.0094	5.9709
U133A__S100P	12.2566	12.327	10.5147	11.0487	5.7447	5.0735	7.5039	10.9637	4.7325	5.2795	10.1086	6.5254	11.5796	9.9017	12.2557	12.0478	7.712	8.9893	5.1897	9.773	9.2327	5.5205	4.7583	11.337	4.7626	9.1549	10.5134	5.0912	11.2303	5.2787	11.5415	5.0971	10.8632	12.7788	7.1557	10.2222	9.7332	10.0476
U133A__KLK6	5.4123	4.917	9.4507	4.8753	4.8251	4.9481	5.1348	9.2735	8.0249	4.9307	5.5788	5.2118	9.1099	11.2762	4.9339	8.6374	5.5375	4.5087	5.3166	5.1605	6.1085	4.7658	4.9606	5.3853	4.769	4.9731	5.1898	5.2134	5.3923	4.8629	4.7454	4.6814	8.6083	6.9941	5.0235	5.6345	5.0571	4.6177
U133A__TACSTD2	11.0258	10.6889	9.1111	6.5786	10.5429	3.5317	8.5163	11.5262	8.1433	9.3346	3.8656	9.9896	11.7522	10.6345	10.1157	5.5914	10.1821	11.7611	3.6796	8.6657	9.6662	4.0564	3.2548	10.3043	6.8942	9.3361	10.2608	9.4397	9.9208	3.588	10.6414	3.7998	11.4549	10.2252	10.5847	10.7636	9.2704	8.0096
U133A__SH3BGRL	7.4869	4.6113	4.7646	5.8632	5.4477	8.0508	7.0227	8.4397	6.191	5.0492	7.7682	6.3993	7.1617	4.1861	7.3999	7.0674	8.602	8.7112	6.2221	7.1278	9.0712	8.1008	6.4344	7.9902	7.7241	8.3698	10.8309	7.3119	4.7015	7.6736	6.7121	6.1391	7.5931	8.0482	7.011	8.5292	8.5364	7.3923
U133A__PSPH	3.0836	2.8068	6.7289	8.8397	6.7999	6.9781	3.9571	3.5236	4.0114	2.8876	4.9507	5.6603	5.337	4.8724	3.2991	8.5676	4.3599	6.2269	3.3834	3.9784	3.957	3.1641	7.7069	8.0686	6.9336	3.8532	6.5213	3.6251	3.3861	7.1978	6.3427	3.5548	7.1996	3.3091	3.816	3.4727	2.8167	3.3359
U133A__VEGFC	4.7486	4.8359	4.6119	5.143	4.9123	6.447	5.4106	4.5639	4.5225	4.6426	4.6833	8.0047	4.7197	7.4878	4.728	4.5083	4.5668	4.7086	7.9566	5.0759	4.9522	4.8807	6.9223	5.207	6.3583	5.5923	5.7777	6.2535	5.2711	9.0667	9.0267	6.5974	5.4211	4.5863	4.7451	4.9287	6.3003	5.0252
U133A__HMGCR	6.0331	6.4326	6.3363	7.321	6.5609	7.8885	6.984	5.8695	8.4586	7.2356	7.0394	7.1813	6.4928	6.9416	6.5252	6.7469	6.5062	7.7537	6.9313	6.2219	7.1617	7.3516	6.3985	6.6085	7.4748	7.067	7.7083	7.7555	6.2658	6.6407	6.9814	6.8028	9.7292	6.1367	6.9266	8.4925	7.1185	8.0725
U133A__KRT81	11.938	11.7362	6.076	5.7523	6.3613	6.2318	6.3563	9.5941	5.9887	6.4382	11.5769	5.8215	9.4778	12.3672	9.0579	12.2114	8.9762	6.0823	6.4617	12.3512	6.732	5.9285	6.3727	12.6895	6.72	7.5076	11.152	5.9101	10.4556	5.9877	12.3689	6.5077	12.1746	12.8064	5.8807	6.8635	6.1844	6.9041
U133A__LCN2	9.7527	10.3037	9.8816	5.6982	5.2882	4.8064	5.6482	8.7478	6.1202	5.1708	10.8632	9.7416	11.5584	9.2947	9.9002	9.4564	6.1647	10.2981	5.6309	5.6594	5.8038	5.3961	4.6992	7.3423	5.1681	5.168	5.1847	5.507	7.1916	5.5594	11.2868	5.3011	8.7235	5.5349	5.5872	5.4738	5.6419	5.511
U133A__RBPMS	8.4422	7.9156	6.0086	7.3213	7.5491	4.6263	6.6453	6.3405	4.8493	6.4751	6.9032	4.9182	7.4236	7.5177	8.9011	8.4347	5.1093	6.4882	7.4314	6.3886	7.9839	6.0911	6.3852	9.3425	5.4828	6.0819	7.1503	5.089	6.5809	4.624	5.5321	7.1047	6.6405	6.643	6.4984	9.0655	6.277	5.9793
U133A__TSPYL5	3.6622	4.0244	6.8694	3.6776	9.022	3.6848	3.8648	8.5831	7.8475	10.848	6.2106	7.8231	7.0585	3.8296	3.6174	8.1839	8.8496	5.7356	3.7217	9.129	8.4795	3.8889	5.8008	8.0107	3.5589	3.5408	4.4057	3.6938	4.7196	8.2136	6.338	3.9169	3.6322	3.9345	3.9492	8.9721	3.3756	3.5561
U133A__FKBP4	7.8938	7.2314	7.3501	7.8308	8.6332	6.4693	7.5977	6.4888	7.6079	10.106	8.0188	7.4516	7.9534	8.2485	6.7073	8.3906	6.7943	7.4821	6.6219	7.3035	8.5173	9.1486	6.0714	8.2269	7.0025	8.2281	5.9213	7.3097	8.068	6.4055	8.0056	7.8416	7.3206	7.2406	8.8391	7.4746	8.1696	8.6481
U133A__PIR	4.6997	6.0985	5.6555	5.1577	4.6415	5.9744	4.6417	4.5998	5.8591	5.8861	6.3592	6.5985	7.4658	4.0181	4.9194	7.3016	5.6805	6.7355	4.7965	5.0436	4.9141	4.1856	5.7721	4.0657	5.3994	7.2433	8.1638	5.4722	4.2441	6.8605	4.6306	6.0726	7.0525	7.6523	5.3672	5.9331	6.0265	7.9715
U133A__SNX3	7.4822	8.0248	8.9435	8.0462	7.0702	8.3886	7.6091	7.4899	7.8493	7.3454	8.4501	8.0451	8.4314	7.936	11.1678	8.4686	7.962	8.1692	7.7878	7.7229	7.6676	8.7653	8.4924	8.0632	8.2593	8.4013	8.1024	8.0647	7.9791	8.03	7.2657	8.0497	7.9844	8.681	7.3744	8.4575	7.824	7.949
U133A__CREB3	6.9815	7.295	7.4987	6.6385	7.5188	7.8333	7.8931	7.2634	6.8872	7.2219	7.4311	7.737	7.0628	7.0688	10.674	7.9901	6.7089	7.9428	7.7562	6.858	7.126	7.5448	7.9442	7.7396	7.5443	7.9957	8.3155	8.1355	6.7483	7.733	6.7167	7.73	7.7211	8.7709	7.5401	7.6055	7.6952	7.717
U133A__CAPG	5.5436	6.09	6.0747	5.3709	7.3148	8.3836	5.7225	7.9746	5.6088	5.5312	7.3005	6.7155	9.1021	6.3692	7.1039	6.072	8.3187	9.6081	9.0181	6.5195	6.2756	5.7657	9.0276	6.0225	8.7818	6.1538	8.8725	7.2494	7.4471	10.9442	8.9883	6.6338	7.3477	5.5005	7.4246	7.8751	6.1978	5.8745
U133A__RHOD	7.8747	5.2958	7.9209	6.4675	7.5568	5.1077	7.9489	5.7556	6.6789	8.1395	6.8909	8.2529	7.7422	7.4409	7.285	6.8871	6.6721	6.7316	5.5286	7.3222	8.2642	6.9058	5.7004	7.3765	6.1846	7.1356	10.2792	7.6147	5.486	5.0982	7.0881	5.0527	7.3789	8.2248	8.4567	7.6569	6.3975	7.906
U133A__CDK19	5.3304	5.8767	7.3963	6.7732	5.9929	6.3736	5.4995	7.5978	7.2361	5.3764	6.264	4.9381	6.5455	5.2812	6.3578	5.7137	5.5056	7.5181	5.0315	5.9824	6.1391	7.2497	6.6508	6.0127	5.577	6.7105	5.9518	5.812	5.4341	5.7714	5.663	4.4614	6.2092	5.8676	4.777	8.6431	6.62	5.6184
U133A__OXCT1	6.6631	4.7613	7.2969	7.0793	6.9259	7.4812	5.4562	6.2693	7.2918	5.6784	7.8659	7.0056	8.1555	6.5847	7.3689	8.0283	6.8556	8.6449	6.7992	5.6591	6.2862	7.7316	7.7485	6.5278	5.8589	6.9388	7.5486	6.9538	4.8926	7.0168	6.2843	8.3718	7.1209	4.9142	4.9097	6.5453	6.2448	6.7417
U133A__GALNT6	8.8821	7.3905	8.324	6.7568	9.7521	5.1143	8.8841	6.8554	6.1052	8.3463	5.6143	6.7577	6.284	8.1603	8.2228	6.9834	5.9045	7.5279	5.4304	8.8602	7.768	8.6096	5.6215	8.65	5.8084	8.4236	9.1485	9.1731	8.7939	5.665	7.8211	5.8236	8.3165	9.245	7.746	9.7446	7.8728	9.2057
U133A__SLC11A2	6.2765	8.4125	6.444	6.1866	7.0199	5.4309	5.2961	7.6168	5.6974	5.8892	6.523	6.1864	6.8168	5.5577	7.3601	7.0242	6.3274	6.5256	5.6932	6.0948	6.3836	5.8358	5.5979	6.536	5.81	6.6095	6.3764	5.7265	6.8441	5.4316	6.4573	6.2816	7.8275	7.3783	7.1257	6.0897	6.0705	6.4142
U133A__KDELR3	7.7574	6.0177	6.3733	7.3768	7.0073	8.4164	5.4499	8.6357	6.8337	6.2748	7.8566	7.4485	7.0864	5.1006	6.8283	8.3566	7.4494	7.6389	8.6264	6.6977	5.9754	6.0059	7.9155	7.6533	7.7169	7.0497	8.1051	5.3789	5.5027	7.7253	6.8508	6.7554	7.3828	7.6741	5.9734	7.0554	7.138	9.1425
U133A__AKR1C1	7.1431	7.4936	9.7287	6.9009	6.8428	6.9592	6.8648	8.8214	9.5937	6.993	6.9124	13.1661	9.4036	9.5204	6.7947	9.3672	10.5533	8.2823	10.5717	6.8776	7.8026	10.3287	9.2501	8.2671	6.5743	7.7902	8.1125	7.0886	6.9583	7.1779	9.3422	9.1273	11.7895	7.2018	7.2829	6.5776	6.7722	6.5749
U133A__P4HA1	5.7618	8.9855	6.1237	8.818	8.1603	9.0919	7.1902	6.5065	8.2364	6.6997	6.2185	7.4434	5.8957	7.3668	6.2182	6.7204	7.365	7.7865	7.4218	6.5969	7.6202	7.498	7.5294	7.6432	7.5739	7.4626	7.2203	7.9305	9.3707	8.5351	7.5698	7.0624	7.9661	6.1585	6.9841	9.5099	10.0873	8.6853
U133A__CLIC3	4.5666	8.3548	7.3076	6.491	6.4612	3.6425	6.6116	6.5625	4.1162	9.4396	3.2494	4.1193	7.3005	3.2852	7.8558	3.5136	3.8325	4.8032	3.4001	4.7747	7.6637	4.0788	3.6152	7.5984	3.714	6.3844	4.7366	7.8342	6.9665	3.6517	3.9377	4.0323	8.2999	4.2879	9.4402	9.412	5.9785	6.9891
U133A__FADS2	5.0818	5.4816	5.1322	9.6465	5.6504	8.0394	6.7684	6.6788	9.8575	5.5179	6.906	6.5907	5.6059	5.1901	5.744	5.9413	6.749	8.3327	5.5382	5.4518	6.5012	8.1996	5.9069	7.7532	6.8656	6.9474	8.2342	5.3166	5.3886	6.9133	8.1528	4.4817	10.0084	7.0889	5.6521	6.3014	5.7343	8.0881
U133A__MGLL	8.2469	9.04	9.2583	8.5543	7.9714	5.7801	8.5358	7.5087	6.1704	7.0151	7.2816	6.3151	7.9814	8.197	8.2177	7.6209	6.0812	6.3137	9.439	6.4863	6.6796	8.7077	6.984	8.0526	7.4364	7.414	8.6103	5.7225	8.2169	6.1597	8.0148	7.7377	7.3774	8.2178	6.3348	8.0407	6.7549	7.0911
U133A__TMEM30B	7.5328	6.8901	7.6466	7.4005	7.841	4.5145	7.2183	6.9133	4.3056	6.7918	4.8118	6.6057	6.9381	7.4909	8.128	5.2438	6.5212	6.4775	4.5702	8.4178	7.6244	7.2188	4.4832	7.1355	3.5723	7.4901	7.0626	7.6142	6.6801	4.1736	7.2792	3.6516	8.0335	3.6461	7.2677	8.2243	6.7906	6.8931
U133A__IER5	7.3983	8.4834	8.2593	5.6405	7.5553	5.9635	6.4142	7.3217	7.8547	5.634	7.5246	8.7751	8.6291	8.5956	9.4112	7.7493	7.0389	9.4247	6.8806	7.7217	7.0547	7.6119	7.9844	7.7677	7.9227	6.8566	6.0609	6.9052	7.4431	4.9517	7.9731	8.0814	7.5876	8.2302	8.1897	7.8434	7.3929	7.6796
U133A__MT1F	8.8457	8.4682	11.449	9.0415	8.2996	9.723	8.3702	9.3606	7.3736	10.1497	8.895	9.2237	8.6485	10.1593	8.1514	9.0099	10.0446	9.6652	10.7	7.8613	8.0034	8.7306	9.3064	8.6793	10.6159	9.1573	10.5503	8.8884	8.8961	10.4918	11.0993	11.1161	9.5437	9.1751	8.0095	8.3509	9.2106	8.4788
U133A__CAT	9.2728	8.6882	8.9651	8.6094	8.1768	7.6458	7.9778	7.1926	8.5442	9.183	8.3309	11.1759	8.5523	9.9741	8.1137	9.9591	7.7908	8.3007	7.9061	7.4298	7.812	9.1065	7.2563	8.7414	8.3873	9.0302	7.4691	8.3149	8.1271	8.2005	8.7364	8.0446	10.075	8.6121	9.4779	9.0364	7.6033	7.5928
U133A__SORL1	5.7086	8.3488	6.9424	6.2947	7.7962	3.6815	5.7057	7.3847	5.8328	7.1687	4.6981	6.6514	5.1493	4.9174	7.6933	5.6486	4.043	5.3373	4.3902	5.4828	4.6985	6.2511	4.3243	7.3687	3.9044	7.8562	7.1221	6.9027	7.7997	4.4591	4.9864	4.7273	8.2421	7.5793	7.4088	8.5574	6.4981	5.8997
U133A__CRAT	6.1327	7.0301	4.5222	8.5392	5.3326	6.6085	4.9208	5.0816	7.4136	5.5972	6.259	4.5969	4.802	4.7328	6.135	5.24	6.8102	4.6552	5.6507	4.7699	4.963	5.0092	6.6468	6.8732	4.6449	6.5012	7.3414	9.0429	5.5132	6.5242	6.0194	4.8625	5.362	6.3673	6.9289	7.6199	7.4963	7.0787
U133A__RAB11FIP1	7.0112	6.3265	6.0089	6.3952	10.1852	4.1652	7.5606	6.1832	5.5435	7.7345	6.5955	5.6248	6.6226	5.2897	7.879	5.1828	6.1834	5.6434	4.4743	5.1289	5.3596	9.2312	5.4449	6.7784	5.3435	6.8999	5.2841	5.1493	6.3631	3.4957	5.5237	5.5979	10.4161	7.5511	7.0406	7.0536	8.8087	8.0265
U133A__KIF14	6.6803	6.4582	6.7575	5.5932	5.6142	7.1136	4.9453	5.6646	8.1398	5.3265	6.9909	7.2605	6.414	5.3583	5.431	6.481	6.2668	7.5613	5.9016	5.7401	6.9772	5.3392	6.6024	5.8901	7.6284	5.4955	6.6597	5.9754	6.0151	5.7495	5.9024	6.1868	5.8014	5.3477	5.6868	5.8779	6.7918	7.0268
U133A__CDK14	8.6483	5.1017	5.5914	6.7216	6.7512	4.9859	5.9636	6.0433	7.151	5.5382	5.5826	6.0146	6.2902	5.8351	5.5811	6.4406	6.7865	5.4488	6.9009	5.2891	5.3301	6.5698	5.5064	5.8304	6.4005	5.6448	6.3828	5.0626	5.0038	5.8604	7.3179	6.1089	7.2559	8.4385	5.6363	6.2927	5.5939	5.8693
U133A__CCNG2	6.4336	6.4736	4.9784	8.8661	7.9676	6.148	7.2863	6.6605	7.9378	6.2712	7.1643	6.5364	5.9897	4.6778	6.7081	6.0424	7.5071	6.8682	5.8272	4.8462	6.6988	7.5543	6.4808	7.4897	5.8436	8.5074	7.0697	8.2579	6.3197	6.1248	5.9026	3.8867	7.0928	4.4897	6.7813	7.3914	8.2052	6.0948
U133A__ALG8	9.4128	8.4278	7.6914	6.5356	8.3549	7.9405	6.6033	6.2182	7.6456	7.6652	7.8702	8.7761	7.8004	8.0008	7.6089	7.3049	7.2125	7.3278	7.5191	7.5858	7.9871	10.7193	7.7998	8.8685	8.7431	7.2719	7.4657	8.1124	8.2403	6.5926	8.0269	7.7542	7.8622	9.2336	8.4518	8.2776	7.1673	8.0229
U133A__SIK1	5.5407	6.6616	6.0677	4.9096	5.4238	6.6913	5.4221	7.7282	8.163	5.4636	5.4409	6.6593	5.7017	6.0411	5.3807	7.5037	6.582	5.9786	5.4702	6.3386	6.4975	5.7459	5.7844	5.5274	5.4881	5.517	5.6329	4.9697	5.7079	6.6356	7.7926	6.1986	5.94	6.413	5.5653	6.0509	5.3543	5.5297
U133A__PRKACB	5.7668	7.3425	6.974	7.9085	6.873	7.128	5.6635	7.0985	7.116	6.5155	6.3986	6.8435	7.7829	7.5556	7.4713	6.6439	7.7662	9.3369	7.1608	5.2971	6.3838	5.8828	7.191	6.1262	8.461	8.0549	5.4461	7.2026	6.4	7.3061	5.9619	6.8006	8.839	7.2857	6.1098	7.754	6.9566	6.3993
U133A__EFHD1	9.5837	9.9173	6.1706	9.7862	10.4842	6.3996	10.6224	8.6955	9.7906	10.8012	8.6042	5.8168	7.3487	6.7717	10.3268	8.7539	6.6386	5.7835	6.4648	6.0895	7.4306	9.3281	6.4413	9.8417	6.5019	8.6508	9.4486	9.002	9.7556	6.3446	5.8119	6.6156	10.3552	9.4809	9.9842	9.4813	9.006	8.7483
U133A__TNFAIP2	6.5795	8.2231	7.6824	6.3738	6.1237	5.8589	6.542	7.4465	8.7141	6.2884	5.9616	8.3867	8.5324	7.833	6.4399	7.8688	8.5522	9.3888	6.3682	6.3993	6.5616	6.4062	8.2471	6.4737	6.5829	5.7377	6.762	6.0875	7.0839	6.245	8.1	6.9614	6.0305	6.7441	6.7504	6.8502	5.7957	6.5668
U133A__PAAF1	6.4925	6.8776	6.9956	8.5266	7.4744	6.9061	5.8019	5.5987	6.799	6.4435	6.249	7.4576	6.6983	6.1051	7.2198	7.226	7.1454	6.7515	6.9166	7.0072	7.4152	9.6753	6.8147	6.3476	6.2475	6.5071	6.2601	6.8968	6.0961	6.0779	7.5041	7.0036	7.2328	7.0041	7.5951	7.2575	6.633	6.6272
U133A__PDGFC	5.5151	4.7072	6.4241	5.306	4.2114	8.5446	4.2682	7.5679	8.1244	3.5487	4.7294	7.0604	5.2036	7.8858	6.5847	5.6004	6.6393	7.1701	6.9926	4.1352	3.636	4.0802	7.2686	4.8705	9.2966	6.5591	5.3401	5.7983	4.7499	8.8223	6.3115	7.8914	8.5844	5.1023	5.7918	4.4004	5.4727	5.9931
U133A__CDS1	6.9342	8.169	7.1014	6.1529	6.9943	4.6661	6.6883	5.7098	6.1086	5.7983	6.1974	6.6959	6.7502	7.3118	6.8258	6.321	5.7782	6.6791	5.005	6.6497	6.3397	7.0044	4.9123	6.9792	5.0018	7.4359	6.9108	6.7669	7.3771	4.7441	6.4201	5.4182	7.0352	6.8814	6.4939	6.8096	7.0282	7.4944
U133A__CCND1	9.1764	8.4714	8.2977	8.1237	9.1256	5.4377	8.8941	10.0998	7.9929	9.1837	4.3292	8.6063	8.813	10.9904	8.1578	6.4037	8.1008	9.0473	8.209	8.2177	9.1804	11.883	6.9939	9.3043	8.8488	8.5351	10.1566	6.4129	7.9009	6.6177	8.3147	8.4694	8.6652	8.5885	7.1643	7.8528	8.5427	9.2077
U133A__ZNF544	6.9864	6.6867	8.7357	6.9637	7.6542	7.1156	7.4338	7.4326	7.681	7.4451	6.6237	9.6213	8.1072	6.7879	7.0077	6.8549	7.3676	6.9216	7.1203	7.0009	6.9974	7.2612	6.3988	6.4939	7.2039	7.0974	7.1081	6.2996	6.724	7.0081	6.8126	6.8659	7.3685	6.3543	6.967	6.629	6.3383	6.9272
U133A__SCNN1A	10.6798	10.2873	7.6271	9.5174	6.3736	5.1269	5.7522	7.855	7.1514	7.5591	5.0831	7.5561	9.5579	6.8491	10.2154	8.2008	8.0919	8.4828	5.1176	7.4845	8.3324	6.7783	5.031	9.9974	4.9415	10.249	9.0519	5.2967	8.9389	5.0404	10.1973	6.488	9.4423	10.4939	7.683	8.8468	7.9238	7.3972
U133A__ASS1	8.9965	10.6204	10.1405	6.9859	9.3596	5.5255	9.906	11.4385	11.12	10.6679	9.6001	8.4924	10.0439	9.7497	8.4519	9.9007	8.7957	10.7883	4.8566	7.9373	8.0875	7.5611	9.8209	6.1858	6.6999	8.4122	6.5167	8.0832	9.8523	5.3248	8.1294	7.8138	10.3206	10.7413	8.3081	9.2923	9.8953	8.8249
U133A__F3	5.6359	5.7878	9.0272	4.8426	4.8308	4.8733	5.2295	7.2696	6.3878	5.6992	5.0961	9.3964	8.9468	10.1006	5.3307	6.0537	5.7376	5.6586	7.8855	4.9005	4.6238	4.8423	5.4199	4.9281	10.2136	4.9116	5.5278	4.8716	5.9576	4.987	10.2594	8.114	5.6991	5.6275	5.1655	4.9829	4.8419	4.8161
U133A__CDKN1A	8.2831	7.2923	7.3268	7.7668	9.5202	6.794	7.442	8.4726	7.4215	6.9593	8.0665	7.8881	9.2323	8.3044	6.6142	10.089	7.0906	7.2666	8.4832	8.0984	8.6455	9.5528	7.835	8.8575	6.9282	9.465	7.5943	7.1964	7.4332	7.7385	9.0587	7.7207	8.4722	6.635	8.1709	8.8133	8.4019	9.8192
U133A__FAM46A	5.9224	7.9312	6.9012	6.4989	6.5939	10.377	6.3097	7.2304	7.6133	5.9835	7.5642	6.5371	6.9581	7.4695	6.0447	7.5333	7.0531	7.658	7.6747	7.1067	7.8607	9.2415	8.8317	7.2835	6.583	7.8299	6.9538	7.1539	6.7306	7.5647	6.494	6.2832	7.3458	5.9477	6.1602	7.6666	7.0118	6.554
U133A__ATAD2	6.8306	9.7425	6.8257	7.2074	7.7682	7.5005	8.1133	7.5445	7.4831	9.109	7.4683	8.4138	8.6117	9.0584	9.6902	7.8008	7.7841	8.4046	7.5952	7.8972	8.2899	8.0551	7.8695	7.1376	7.9276	7.1281	6.9105	8.5164	9.6147	6.7236	7.8568	7.4166	7.7748	6.8203	7.7042	7.4249	6.7952	7.5119
U133A__MALL	5.9594	9.6574	8.4122	5.7996	5.7681	5.5609	5.355	7.6983	5.6344	5.9818	6.1853	8.6162	9.3676	10.0543	8.4348	6.8244	7.0931	9.9715	5.675	8.3023	6.3252	5.9264	5.4322	6.7314	5.8379	5.7292	6.607	5.6076	6.8833	7.6292	6.4668	5.7006	8.1516	5.6005	6.0371	5.9517	5.5443	5.7131
U133A__SORD	6.8487	7.5338	5.0809	7.4334	7.7908	7.6924	10.2448	6.5448	6.994	6.3619	8.3127	8.8706	6.6022	6.8983	5.5765	7.2783	6.9989	6.9431	5.7191	6.3213	7.0173	8.0913	6.2285	7.1018	8.2329	8.0685	7.9099	9.6373	6.7424	6.6238	7.842	8.0155	5.8317	7.1819	7.3664	7.0094	8.6978	9.2856
U133A__SERPINE2	4.1494	4.4242	7.97	4.9022	4.2554	9.6075	4.4355	6.6807	6.0426	3.9813	8.4672	7.9594	4.2132	7.2359	4.2348	6.9187	8.2237	4.4336	10.6755	4.6808	4.5754	4.2682	9.6812	3.944	6.4409	6.9121	5.0607	4.343	4.6083	5.8042	7.156	4.8219	4.3567	4.627	3.9897	4.2821	4.3236	4.6368
U133A__NR2F2	3.8546	3.9071	7.786	6.5484	6.9842	7.5445	3.0831	5.2905	3.3799	5.4746	7.2639	6.7675	4.2238	6.2959	7.5495	7.0903	6.3474	6.6617	5.8807	6.2814	8.5361	7.1223	5.9595	8.1206	7.9019	7.1992	6.5105	7.5131	3.6811	6.3605	5.5146	5.5978	7.0002	5.6772	7.5591	6.7163	6.4496	7.0572
U133A__APOBEC3B	5.6539	4.2711	7.2004	6.5459	6.1597	7.1609	5.2836	8.8535	7.4971	5.6452	7.898	6.4634	8.5401	6.9878	6.3674	7.4904	3.9548	4.6104	8.1097	4.2584	5.2772	6.7787	7.0989	5.8155	8.1658	6.4705	7.6752	7.7664	4.3131	6.0569	7.041	6.4845	8.5005	3.7522	6.726	5.4782	6.346	6.0347
U133A__NRIP1	5.5528	7.2417	7.4096	7.0521	7.9732	4.3597	5.9207	6.3574	6.5283	8.4802	5.5339	7.3417	7.1886	7.2016	7.5251	6.4286	8.3895	7.2883	5.6035	6.477	8.2701	9.7614	7.0626	7.0664	5.2151	8.0484	6.1913	8.4174	5.9009	3.7583	6.4733	5.6841	7.1235	6.9367	7.2135	7.6569	6.1168	6.4789
U133A__C5orf13	7.5479	5.1369	4.8195	6.7214	7.2221	10.5831	8.7053	6.8127	10.1445	5.6449	7.1065	5.0964	5.3783	7.077	6.914	5.561	7.2038	5.9763	8.7252	5.4808	5.8234	8.3707	9.2578	5.8943	5.5724	6.9229	7.5753	8.2068	4.9232	7.1556	5.2497	9.5255	6.3485	5.4205	6.0864	7.4534	6.3202	6.9258
U133A__PAPSS2	7.0707	5.8816	3.9695	5.3602	5.2108	6.6711	3.8394	4.8937	4.6984	3.9281	5.1435	5.5366	3.971	6.3733	4.9065	3.897	5.6995	8.2559	6.008	6.3637	6.5578	3.9412	7.408	6.6677	8.8003	6.8324	5.2034	4.2712	5.4182	4.7146	5.0383	4.0733	7.0197	7.4545	6.4273	9.8404	8.3648	5.2131
U133A__UQCRFS1	10.0269	10.6652	10.6758	9.9943	10.0223	10.9053	10.2782	10.0791	10.9378	10.9334	13.007	10.5304	10.5051	10.2465	10.8613	10.4987	10.4377	10.6239	10.3676	10.6056	10.4159	10.2653	11.9652	10.0527	10.5271	10.1782	10.8522	10.6767	10.6897	10.4716	10.5062	10.0575	10.3779	9.5102	10.0002	10.14	10.4875	10.7572
