Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	-1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	-1	-1	1
EA_G__PSMD6	7.9501	7.7603	8.6325	7.5752	7.5897	8.1262	7.502	7.4861	7.8203	7.6362	9.278	7.638	7.8165	7.4017	8.5692	8.0698	7.4448	8.0692	7.7174	7.6386	8.4171	10.3431	10.7381	8.6986	7.6745	7.9224	8.4514	8.2692	7.0524	7.6056	7.5832	7.9681	8.0584	8.5595	7.9224	7.5789	7.6847	8.1159	8.3103	7.9965	7.9197
EA_G__GBE1	6.8244	7.5239	8.155	6.3966	6.5794	8.5971	6.6869	7.4889	4.9943	8.6312	7.5394	6.471	7.5278	7.1057	7.6762	7.967	5.8657	7.6057	8.2961	6.5153	9.4952	6.8885	7.5212	7.8519	7.2937	6.8441	8.7027	6.8781	5.6533	7.102	7.1436	8.6559	8.4116	9.5431	6.0081	6.5628	6.1145	7.2027	7.5811	7.0531	6.4247
EA_G__LIF	8.4753	5.5574	9.0906	4.1308	5.6326	7.9653	4.2594	7.0714	6.2875	5.4033	4.3282	4.7354	5.1654	5.7753	6.312	7.6076	5.0649	8.8301	8.1927	5.7529	7.6527	5.5646	5.0286	4.1323	4.527	6.9474	8.8432	4.5779	4.9192	4.8537	5.3688	5.5197	6.3948	4.6722	4.8785	6.0052	4.5813	4.5721	6.6062	4.9532	5.9404
EA_G__RAB11FIP1	7.7489	7.29	6.7556	7.2374	10.9487	6.0996	8.0487	7.7821	6.9453	5.8301	8.3145	8.4506	7.1372	6.5495	6.7129	6.7962	8.1631	6.6448	7.058	7.0896	5.8517	6.8206	6.8315	9.8938	7.2036	7.6101	6.2077	7.9194	6.8136	6.9053	7.6757	6.0579	6.4956	6.959	7.013	10.2659	8.072	7.7446	7.0056	8.1997	8.3727
EA_G__ADD3	6.6458	6.7936	5.9838	6.1357	6.08	3.6675	7.3762	6.6549	7.1568	6.6177	4.7737	7.6154	6.6105	7.5674	6.5917	6.7963	6.6152	4.7335	7.1144	7.6169	7.7425	6.0556	5.1911	5.7301	7.2875	4.417	5.7074	8.3368	10.0224	4.4241	6.2413	7.1567	7.9093	4.0687	5.2859	7.9608	8.622	6.3595	5.9504	5.6145	7.1749
EA_G__KIF1A	5.441	5.8699	5.6009	9.6423	8.2468	5.5019	5.5673	8.863	9.3245	5.5078	5.1426	6.0836	5.5474	6.3807	5.3728	5.6188	5.6387	6.2192	5.5329	5.7274	5.357	6.2477	6.7221	6.5349	6.5204	5.709	5.5465	8.3424	5.3544	6.1882	5.839	6.2375	5.9585	5.7378	9.1116	6.7563	5.7625	5.6265	5.5712	6.7046	7.7672
EA_G__RNF38	6.9148	7.2954	7.5098	7.1471	7.7674	7.0463	7.9632	8.3826	7.965	7.1016	6.9801	7.7336	7.6545	7.4289	7.1738	7.2114	10.3338	7.5205	7.1693	8.0718	6.9495	6.8272	7.2114	7.4734	7.2771	7.1678	7.3289	8.5698	7.3942	7.1435	7.1538	6.9445	6.2471	7.2272	9.2181	7.6777	7.5218	6.8799	6.8963	7.6115	7.2292
EA_G__NBL1	5.6874	6.1693	6.0302	6.5123	7.91	7.2287	8.8627	7.4446	6.4894	6.4088	7.8477	8.9876	7.7277	7.8409	7.989	6.262	7.4926	6.8964	7.0244	9.3898	7.4014	6.5167	6.2728	8.6259	7.7704	5.8527	7.2223	7.4465	9.3873	8.9764	6.4183	6.2493	7.4905	7.3304	6.0452	7.0402	6.3728	7.4907	7.1949	6.2454	6.7302
EA_G__UNC5B	6.5753	7.0232	6.5577	6.8685	6.5582	6.2771	6.5899	6.6071	8.8068	7.1329	6.5515	6.58	6.441	7.6947	6.8806	6.5015	6.7795	6.7281	6.6108	6.6756	6.5481	6.8162	6.8258	6.9634	7.994	7.028	6.2731	6.7714	8.7105	8.2232	6.883	6.7858	6.9938	6.8899	8.958	9.5806	7.9586	6.9592	7.1746	7.125	7.263
EA_G__METTL7A	6.6212	6.9604	6.7362	7.0326	6.869	4.438	7.0951	4.6015	6.7344	4.7987	6.5581	7.3135	5.4968	4.9351	6.486	5.4707	7.305	6.3376	5.6256	7.1115	4.6054	5.9996	5.7336	7.5801	4.9239	7.1558	4.5007	8.7566	8.0203	6.7689	7.6197	4.517	6.9958	6.3483	5.7368	6.5321	8.0299	7.8142	6.044	7.2418	6.1952
EA_G__BRF2	6.6475	6.2276	6.4428	7.0071	9.4145	7.2164	7.8488	7.1488	6.7196	6.3591	8.1825	7.3209	8.0953	7.5814	6.3615	6.3304	7.0131	6.7187	8.2402	6.0198	6.7729	6.6952	6.6157	9.5028	7.437	6.6202	6.5626	8.153	6.7856	6.8661	6.5485	6.3313	5.8399	6.6518	7.0016	8.8859	8.022	7.1646	6.5129	7.7892	8.2845
EA_G__SLC40A1	6.8502	8.0701	4.2189	8.1892	8.6575	3.7959	8.0269	4.4506	4.0922	4.2159	7.8833	10.106	6.5779	5.4936	4.2927	5.1166	8.1015	4.3603	6.1059	5.223	4.0297	4.289	4.0528	4.0146	5.7339	8.6986	4.346	9.6424	8.3737	9.2989	7.1985	4.2552	4.3975	4.2056	8.3935	7.4368	7.0743	10.0715	6.5471	8.6955	7.2722
EA_G__PRODH	7.1166	8.5848	5.3758	9.6968	6.5807	5.2856	9.8394	7.3753	6.3146	5.293	9.9249	7.0011	5.3203	5.7339	6.3419	5.347	9.6035	5.5817	5.3378	5.6238	5.3479	6.1188	5.8214	6.8612	5.7096	10.3624	5.3603	10.5759	10.8014	10.6464	6.5433	5.7008	5.7056	5.2411	7.8362	10.5858	9.7075	7.7263	6.2829	10.3923	9.6963
EA_G__USP18	6.4502	7.6312	5.9496	8.1228	8.707	5.4966	7.592	7.7863	6.7528	5.3511	7.15	7.4145	6.6359	6.7563	7.453	6.9205	7.4281	7.1989	7.1833	9.0351	6.2376	6.6512	6.2841	7.3545	4.9911	7.97	6.2885	7.7328	7.5471	7.9046	6.6632	5.592	6.0274	5.9321	6.1311	8.9507	6.5481	6.5261	5.8324	7.3981	7.0068
EA_G__THRA	7.6633	8.9597	6.4384	8.027	7.7901	7.1068	8.7645	6.8579	8.0306	7.0542	6.2938	7.2483	7.7367	6.9753	6.3581	6.7029	7.0508	7.1104	7.967	8.2489	6.9226	7.4362	7.3108	8.392	7.9166	7.2986	6.6786	7.2192	7.9817	7.2929	8.3527	6.7823	7.784	7.8335	7.1	7.7586	7.5549	7.6964	9.9698	8.0602	8.0673
EA_G__TTC19	8.6527	8.2419	9.1502	8.8749	8.2278	8.7502	8.0066	8.9872	8.1973	8.8045	11.2654	7.9345	8.8368	8.701	8.9498	8.4536	8.3788	8.8937	8.1428	7.8048	8.3982	8.0098	8.7224	8.0369	8.7694	7.8061	8.8368	8.2474	8.4269	8.5385	8.4692	8.3053	8.2343	7.9473	8.2896	8.1058	8.6106	8.0567	8.1428	8.3585	8.3437
EA_G__RERG	6.304	5.7883	5.1813	7.0617	8.9341	6.9909	7.1023	5.2465	9.1777	6.389	7.4429	6.875	3.3728	3.7	7.0141	4.2244	8.5667	3.7031	3.7498	8.8424	4.2458	5.4949	7.6464	9.2628	4.9248	6.5258	3.7492	8.2545	7.997	5.7481	4.6398	3.8895	7.7126	3.8277	7.7315	6.8926	4.3393	7.2201	6.6304	6.0999	6.942
EA_G__TGM2	8.291	6.0616	7.0423	5.7179	5.6685	5.8302	5.5872	5.6804	6.1347	6.0938	5.4613	5.7582	5.7239	6.3815	8.1771	9.5003	6.2242	7.0675	6.8345	6.4743	7.0627	6.2897	5.9839	5.9406	5.63	6.9053	7.5554	5.7424	5.7822	6.6473	6.1463	6.5515	7.7965	7.8061	5.8887	5.8529	6.5328	5.9166	9.2223	5.812	5.7594
EA_G__TESK1	7.8959	8.3032	8.1661	8.4928	8.928	7.993	8.7249	8.4959	8.4588	7.8626	8.4984	8.442	8.6059	8.527	8.1811	8.2056	11.6165	8.5538	7.971	8.7505	8.1073	8.3541	8.3853	8.6143	8.4285	8.7537	7.8268	9.5718	8.7004	9.3688	8.2201	7.8973	7.1274	7.8586	9.2457	8.4639	8.6664	8.1986	8.1951	9.1038	8.8505
EA_G__DCBLD2	8.5471	4.4849	10.0473	7.708	6.5121	9.4737	3.6511	8.2451	7.0105	8.7746	8.1518	3.6162	7.8489	10.0058	9.1965	9.857	8.0481	9.6844	9.6487	8.7991	10.7754	7.3132	6.7617	6.081	10.5443	7.7964	9.4729	7.8692	3.5968	6.9997	6.6151	9.3028	7.7366	9.0471	7.064	7.7637	7.4904	8.1841	8.5023	7.8199	7.5897
EA_G__PPARG	4.6215	6.5305	7.934	4.6426	4.1049	6.3852	4.0556	4.1574	6.1708	6.2069	6.668	4.9985	6.4105	6.7801	7.6333	6.6165	4.4049	4.647	4.4036	5.7946	5.4278	6.021	4.7007	4.4181	6.6332	7.7312	7.4767	4.882	4.7691	5.0838	6.0922	6.8835	6.719	7.2242	4.5426	5.4842	5.4998	4.629	4.8316	4.8671	5.0955
EA_G__NRARP	6.2112	6.8668	7.4791	7.5116	8.0783	5.7388	8.8482	9.6105	8.0133	6.816	7.1517	7.5848	6.127	7.5263	7.3856	6.555	7.9415	7.3128	8.7656	9.0996	5.8181	7.9483	8.0612	6.8949	7.7913	7.5107	6.6337	7.59	6.1351	8.1237	6.9068	6.3695	6.8421	6.4552	6.6508	5.4912	7.0922	7.4726	6.2086	7.9159	8.21
EA_G__GLT8D4	5.4162	4.7151	6.1753	4.6364	5.56	8.5909	4.5511	6.4599	6.9925	7.8917	5.3506	5.6089	8.3612	4.909	5.3307	6.439	4.642	6.4971	7.7787	4.8082	7.0644	6.5883	5.5457	5.5823	6.3558	5.8193	6.3478	4.9884	4.4178	5.2385	5.3691	7.1987	7.6105	7.5528	5.0621	4.7053	5.652	5.7258	6.6445	4.8007	5.769
EA_G__CTSH	9.1657	7.8295	9.6938	8.0322	8.7116	8.5869	5.5315	8.4511	8.0863	6.4945	9.7603	8.0625	9.3242	8.5953	8.9432	9.5252	8.341	8.4416	7.2664	9.9204	5.6387	8.4003	8.9769	7.4055	7.5765	8.5307	7.2789	6.8818	8.5445	6.6818	8.1243	8.5227	8.5039	5.5465	5.5571	7.9805	8.151	8.5519	8.9272	8.1753	7.6677
EA_G__SLC7A8	8.5421	7.6746	4.869	8.8236	8.1028	5.042	10.6962	5.0441	6.3737	6.0296	9.5636	7.2944	4.7488	8.4816	5.2606	5.1604	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	10.8003	4.7921	10.2389	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	7.0086	8.4994	8.5397	9.0232	10.533	6.8407	5.1734
EA_G__OBFC2A	8.663	7.6101	9.2122	5.7752	5.5617	8.0921	4.5264	8.1177	5.6774	8.5995	6.3325	5.6037	7.6901	9.0276	8.7656	8.7563	6.3893	8.8214	9.7788	7.8827	9.2412	6.4123	6.7442	5.6996	8.2834	6.6746	9.4543	5.5142	6.1973	6.3699	6.996	8.5565	8.4307	9.0169	7.7607	7.9834	6.1808	5.7689	6.4453	5.6546	6.4721
EA_G__FNBP1L	8.5219	8.5289	7.6478	8.4539	8.351	7.0591	9.6076	6.7787	8.6686	8.0961	8.2637	8.7931	7.2188	5.7429	7.8353	7.8897	8.3303	8.2916	8.1014	7.8392	6.9948	7.4318	6.9272	9.038	7.6996	5.3207	7.3964	7.8818	8.683	7.6256	8.5993	7.5481	7.6881	4.6379	8.162	8.6585	8.0922	7.9175	7.273	7.8445	8.0693
EA_G__PRLR	4.5995	7.9719	3.7946	9.1863	9.9247	4.9871	9.5426	6.8392	7.9902	5.3778	9.5253	9.6628	4.8155	3.4702	5.1603	5.2633	8.3946	6.1661	3.8892	6.4743	3.5713	6.7331	8.7018	9.5475	6.0702	7.3558	3.9288	10.1469	8.5814	7.4217	7.8099	3.7377	4.6704	4.4364	9.0648	6.4511	8.0691	11.1837	7.9121	8.9712	5.9926
EA_G__TNFSF10	7.2591	5.7198	3.5621	6.1808	6.6762	3.9131	4.191	3.5048	7.7882	3.4474	7.5689	6.5684	3.5722	4.645	6.3477	6.4558	8.1757	5.2783	3.5772	9.709	3.725	3.7304	4.1417	6.1581	6.8426	5.5207	4.6852	7.0454	8.5212	6.1688	4.2662	3.6572	4.2944	3.437	7.5867	9.1214	7.7597	6.7804	6.5223	5.9878	4.0143
EA_G__CXADR	8.1242	8.319	6.2655	8.1395	7.1178	7.7775	6.8156	8.8884	8.8088	4.5049	9.7127	4.296	6.9281	7.6426	7.2309	9.0671	8.571	7.8728	7.7685	9.1079	5.8523	5.5015	4.419	8.243	5.97	7.772	5.7844	8.1596	8.4086	8.1508	7.4478	6.0175	7.8805	6.1286	8.7646	8.0084	8.2033	7.7026	6.4509	6.9211	7.1124
EA_G__KIAA0258	7.5539	8.1496	8.0279	7.9098	8.3539	7.7622	8.6785	8.1152	8.2046	7.4495	7.9908	8.078	8.3061	8.3243	8.2706	7.7579	10.9617	8.2897	7.981	9.1788	8.1073	7.6603	8.0685	8.4831	7.5373	7.5261	8.0547	8.7406	8.2172	8.7381	7.8566	7.6932	7.4298	7.7927	8.3623	8.023	7.8995	7.6542	7.6521	7.9678	7.9041
EA_G__RBP1	4.8403	5.9552	5.457	6.6656	6.0731	5.2736	5.9034	9.2259	7.7798	5.7334	5.6325	8.3341	5.4096	6.5517	8.8984	7.9803	5.797	6.2743	7.3786	7.6065	5.3195	5.4454	6.0751	10.828	7.1653	6.181	5.6685	5.5169	8.7108	5.8746	5.5847	5.6237	8.4724	5.6264	5.294	10.3371	5.7197	5.646	7.4831	5.5608	5.3198
EA_G__EFS	5.6312	5.8379	7.5074	6.6899	7.0576	5.2477	6.1714	6.8069	7.6687	5.6171	7.7741	6.2187	6.8659	5.846	5.8344	5.5482	8.1291	5.4385	7.0219	6.6711	5.7584	5.7557	5.8945	5.6491	5.2271	6.3876	5.5316	8.757	5.6034	7.8905	6.128	5.5567	5.6693	5.8229	8.2628	7.5521	6.116	7.2822	5.9159	7.2416	6.0806
EA_G__ETV5	6.2865	4.3272	9.1423	7.3578	5.0088	6.9009	4.2365	5.8917	6.4816	7.5422	7.6289	4.0637	6.2938	6.6339	8.6748	8.1477	4.5278	8.0022	8.106	6.3993	8.4113	5.8307	5.215	4.6177	7.0525	6.8419	7.8838	4.0658	6.391	5.5641	4.6071	8.3688	6.1142	7.3205	7.1489	8.6807	7.6779	4.437	7.0861	4.0131	3.8071
EA_G__BCAS2	6.2279	6.7805	7.8709	6.1467	6.0379	6.8632	6.5338	6.1219	5.7785	6.0715	7.0184	6.4264	6.8239	6.7915	7.7819	6.0808	6.0397	7.0405	7.6989	6.5601	6.6001	8.5313	9.044	6.7778	6.5099	5.9668	7.5764	5.8857	6.3185	6.3712	6.487	6.8064	6.7067	6.5679	5.8583	6.4755	6.0276	6.5575	5.9642	6.1783	5.9334
EA_G__PWCR1	8.9888	5.3227	2.5284	10.4187	8.1334	3.0837	9.3336	8.4868	2.947	3.1295	3.0359	2.8125	2.8025	8.2323	8.2084	3.26	10.2307	8.6462	9.3808	3.2082	6.4405	2.8341	3.1931	7.4359	9.7707	8.8283	2.8326	9.0792	9.374	8.6979	4.3452	10.521	8.6516	8.8029	3.2803	7.2789	3.4601	7.9272	8.077	6.948	8.2631
EA_G__ANKRD43	6.611	6.8985	6.8855	7.2732	7.891	6.5285	9.5979	6.4434	6.8133	6.7494	6.9246	7.5739	7.0532	6.8187	6.6032	6.7646	7.0515	6.7147	6.3477	7.0361	6.6071	6.8687	6.9376	7.4046	6.6548	6.5654	6.5435	7.2164	7.2604	7.2567	6.8754	6.8865	7.0308	6.9637	6.5943	6.7568	7.1226	8.5722	8.3917	7.0905	6.8103
EA_G__MAFB	5.7342	5.3906	6.6703	7.3827	6.9851	5.7129	7.8404	6.6004	6.6936	7.097	5.5364	6.4347	5.5098	5.5565	6.3613	6.3785	6.7016	5.7772	8.3503	6.5847	6.896	6.0837	6.9178	7.459	5.8583	6.7448	5.1738	6.3921	6.1406	7.377	5.9378	5.7124	8.595	5.6891	7.012	7.3939	7.0224	5.7475	6.1	5.865	5.9192
EA_G__NT5E	5.9068	7.0846	5.1501	3.9196	3.2264	9.0413	3.3792	7.2634	3.8917	3.5081	3.4181	3.341	3.6388	6.864	8.5101	8.8687	3.5929	6.896	5.2742	5.9823	10.1163	3.8698	5.5831	3.7838	8.137	4.099	10.8683	3.268	4.7321	4.3347	7.0175	10.6481	5.3531	8.4554	3.5999	3.747	3.7861	3.4798	3.9113	3.6276	3.2018
EA_G__GHR	3.6065	3.4555	3.1078	7.0331	4.4249	3.2946	8.2991	3.6146	7.3657	3.4598	6.2015	6.8667	4.7513	3.453	3.1757	3.2235	4.0767	2.9606	3.0266	4.2527	5.2987	4.6304	7.0062	5.5601	7.6029	6.6707	3.0519	5.8397	7.612	7.7942	3.5592	3.7344	3.2773	3.4318	6.1368	3.7827	5.217	7.7204	4.3278	5.4494	4.6905
EA_G__FOS	5.509	6.0591	6.0949	5.4464	5.5712	5.2216	5.1465	5.4398	5.2783	6.6916	6.3583	5.3261	6.21	6.067	6.0873	5.7134	5.531	5.8097	5.9899	6.8436	5.9948	6.7556	7.1229	5.7307	5.0806	5.8505	6.436	5.0131	4.9592	5.291	5.6176	5.4484	6.6349	5.0261	5.4311	6.9402	6.1498	4.7933	5.3253	5.2214	5.1603
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.5657	5.8659	8.1435	5.706	5.736	8.5431	8.8082	7.6081	6.3498	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	5.9015	11.3453	6.2475	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	5.9988	6.2438	5.8257
EA_G__C10orf116	8.5275	7.8628	6.5106	9.234	8.6953	6.0445	8.8934	8.0972	6.6043	6.3444	10.0804	8.4497	6.3077	9.3566	5.5352	6.2731	8.2283	6.4519	6.6204	6.9088	6.4827	7.4401	6.8984	8.7283	6.5491	10.0568	6.4931	9.9144	9.1916	6.8429	8.3492	6.279	7.7809	6.2948	6.332	7.8405	9.3617	7.999	8.5228	8.537	9.5151
EA_G__CKB	6.7564	8.415	7.1876	6.7638	7.8151	8.6024	8.9011	9.0014	7.0709	7.8112	8.0904	8.7487	6.6814	9.422	8.2067	7.4356	8.1285	6.9951	7.7235	8.1848	6.6182	7.6509	7.745	9.1138	9.5121	7.14	6.9366	8.7548	8.6406	10.6523	7.7758	10.0349	7.2008	6.8383	9.4566	8.4882	7.3678	7.6543	7.9767	9.4666	10.1107
EA_G__ZNF552	7.4897	6.2846	5.0135	6.6113	8.7231	5.7557	7.2646	5.9294	6.3298	5.1079	7.3401	8.9754	5.1354	5.9876	6.8188	6.4273	6.7368	5.6621	6.2769	5.7796	5.5615	5.8853	5.7611	6.1936	4.8218	5.5589	5.4258	7.2799	7.4622	5.5762	6.7348	5.4915	6.2575	5.7401	8.0396	6.6779	6.4069	7.702	7.8214	5.5955	6.8744
EA_G__NLRP2	8.1576	8.9785	3.5682	8.9691	7.9713	3.6741	3.5258	3.3124	7.512	7.108	9.2522	8.966	3.49	9.3799	3.4433	7.4231	9.2504	3.5501	7.8246	7.7908	4.7481	3.3894	3.8341	8.0258	7.8593	8.1266	3.6189	7.8887	5.3161	3.7842	6.6445	3.5206	6.8015	3.8452	3.7499	3.8335	7.528	8.4914	7.8778	3.8702	3.7279
EA_G__MAP7D3	5.3052	6.181	7.0881	3.7726	5.4351	8.0335	4.1145	8.2134	6.6816	7.4399	3.8649	5.2828	6.9662	6.369	7.7975	7.3791	3.9768	7.9146	7.4129	6.0423	7.4841	5.9373	6.1096	3.8188	6.9765	4.3266	8.4972	3.8711	3.6075	4.4657	5.4472	6.6247	7.5826	7.2635	4.9255	4.3312	5.013	4.094	6.2554	3.8949	6.3251
EA_G__PIP	5.4517	6.0194	4.2726	9.8248	5.6362	4.5378	4.3694	4.1597	6.2646	4.891	7.1082	5.4811	4.2352	4.3455	3.9187	5.0015	5.4016	3.98	4.2767	4.7902	4.8801	4.254	4.5241	5.7092	3.9924	9.9719	3.8229	6.6374	5.211	8.0533	5.4421	3.9923	5.1924	4.433	11.7168	8.0814	5.4705	12.3875	5.4503	9.2289	5.9032
