Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__SLC1A3	5.9579	6.6111	6.2239	4.1502	3.9597	5.561	4.1358	7.4102	5.9275	7.3403	4.0183	4.0396	5.7351	5.5781	8.6946	9.2695	4.5557	6.6053	4.058	6.8828	5.3296	4.5643	4.2625	4.0624	8.6562	4.4019	4.9309	3.99	3.5104	5.37	5.4099	6.7133	5.7299	8.3903	4.1191	5.2441	4.6502	4.7893	4.0327	4.5597	4.0849
EA_G__NFE2L3	7.216	7.1859	6.1925	5.0087	5.7393	6.0546	6.7734	8.0525	7.5903	5.6889	4.3799	5.0312	7.7891	7.5392	8.5166	6.7764	4.2388	6.5821	6.1267	7.1423	5.8479	5.9113	6.1872	5.3371	6.4403	4.211	7.4235	4.9752	5.0225	4.8484	5.4498	5.8102	5.9805	5.5091	5.0457	6.1705	4.4628	5.0203	4.308	6.3431	6.4551
EA_G__TMEM62	7.949	8.9841	7.4582	8.7357	7.7995	6.6914	8.7591	6.6112	6.9449	5.0083	9.6191	7.04	6.0806	7.8635	6.9773	6.5984	6.7557	7.3482	5.8364	7.4666	6.7297	6.3817	6.9338	7.9144	6.3979	7.9144	7.0368	8.9357	9.5611	8.2279	7.9178	5.5354	6.7559	7.2789	7.9863	7.4412	7.5937	7.7068	7.1573	9.6225	8.3443
EA_G__ALDH3B2	7.8751	9.1519	7.5805	11.3608	8.8077	5.8866	9.7334	6.4255	8.223	6.1384	9.5823	7.6199	7.7955	6.3071	6.4469	7.0901	10.2674	6.2786	6.047	6.1466	5.7429	8.5602	9.6127	10.4301	5.6515	9.014	5.9874	10.8628	9.2617	9.5867	8.9624	6.0873	8.4091	5.947	8.3315	10.3339	9.1412	9.1133	9.2081	9.9559	8.9847
EA_G__ERBB3	9.6684	9.5479	7.8567	9.4394	10.4453	4.3498	9.8292	7.4364	7.8742	4.4095	10.05	9.2441	9.4138	7.239	7.3572	7.9625	9.7082	7.3935	4.2979	8.8706	4.0683	9.4649	9.439	9.5575	3.9776	9.4408	4.5784	9.6653	10.1482	9.5168	9.1277	4.1238	6.8843	4.2234	9.5831	8.8726	9.2288	9.7254	9.7608	9.5803	9.1455
EA_G__MEGF9	7.0461	6.094	6.6923	8.7061	7.4811	5.822	7.6443	5.9558	7.2222	6.1581	6.9122	9.1405	6.0661	6.5113	6.1046	6.7453	6.5073	5.9738	6.1278	6.3046	6.2887	7.6627	7.5047	7.6915	5.9312	8.2692	6.1493	9.7645	8.6638	7.6239	6.2421	5.741	5.513	6.3937	7.5167	7.3731	7.5806	8.0296	7.315	8.3711	7.4477
EA_G__ITGA6	6.7446	3.5983	8.8761	6.6671	6.3461	7.6542	5.1661	9.2656	5.7846	8.5126	7.5573	5.6742	7.6857	10.5288	10.3204	8.9874	3.6557	8.6883	6.2079	7.0879	7.2968	4.2723	3.9472	7.6904	6.793	5.9178	8.1442	6.6046	8.5089	7.7496	4.1794	7.3789	8.221	8.2275	6.6701	9.4133	7.5001	6.7193	7.6797	6.882	4.358
EA_G__CMTM7	7.8658	5.9188	6.2141	7.1049	5.3678	7.6197	5.935	8.8032	7.0911	8.1796	5.1804	5.5291	8.2411	8.1877	7.9604	5.5399	5.849	8.9538	7.5776	8.2734	7.6982	6.3971	5.7649	5.2491	7.7657	6.7889	8.3036	5.4139	6.5478	6.1254	6.2854	8.5469	7.8743	7.6306	7.0904	5.7507	6.2845	7.1193	7.5985	5.557	5.7201
EA_G__GBE1	6.8244	7.5239	8.155	6.3966	6.5794	8.5971	6.6869	7.4889	4.9943	8.6312	7.5394	6.471	7.5278	7.1057	7.6762	7.967	5.8657	7.6057	8.2961	6.5153	9.4952	6.8885	7.5212	7.8519	7.2937	6.8441	8.7027	6.8781	5.6533	7.102	7.1436	8.6559	8.4116	9.5431	6.0081	6.5628	6.1145	7.2027	7.5811	7.0531	6.4247
EA_G__ARHGAP23	7.2203	6.0053	6.2233	5.8044	6.1833	7.0529	5.4752	6.3843	6.9114	6.3489	5.4214	5.2812	6.1932	8.4672	9.3409	6.2881	6.4165	6.8485	7.6738	6.8463	7.8115	5.9048	5.7858	5.5407	7.3588	5.8461	8.653	5.7958	5.8236	6.2527	5.9964	6.9923	6.3647	8.3173	6.3409	6.3077	5.9923	7.0707	6.1537	5.8307	5.6982
EA_G__CTNND2	5.4629	8.1316	5.8497	7.5316	6.6776	5.4046	7.6145	5.578	5.923	5.2439	7.9285	5.2685	7.2004	5.5369	5.2641	5.4163	7.6463	5.6685	5.1254	5.7386	8.1424	7.963	7.877	7.7465	5.4372	7.0886	5.2979	8.3406	8.2045	7.5643	7.5688	5.3627	5.7529	5.5902	6.5579	5.7347	5.943	5.4129	7.3165	6.9607	6.3814
EA_G__COTL1	5.9198	7.0348	10.274	6.6603	7.9471	8.8765	6.1352	8.5549	7.4247	8.4905	6.565	7.2202	7.2821	9.2408	9.7896	9.7695	6.8316	9.2709	9.1656	9.3668	8.8264	7.2009	7.0144	6.3387	7.8644	6.9472	8.3797	6.4174	5.9237	7.2764	7.4072	7.7958	7.976	9.0746	6.9195	7.4659	7.2679	7.4007	7.0112	6.5166	6.9788
EA_G__AR	6.9661	7.0617	5.1747	8.3549	6.7735	7.5162	9.0105	5.0413	7.5879	5.2557	8.4454	7.9054	5.3141	5.6306	5.044	7.7099	7.6659	5.4751	5.0709	5.6657	6.2381	7.3953	8.2357	6.7372	6.0964	7.7378	5.2134	8.7813	9.1804	9.5757	6.2873	7.595	5.6012	6.2466	9.2337	6.7197	5.6023	7.7766	6.883	9.3152	6.1824
EA_G__PDK2	8.2428	7.0593	7.3418	8.6813	8.1326	7.0869	8.0833	7.6765	7.668	7.2951	9.5634	8.5473	7.3267	6.8853	7.5144	5.2004	7.6	7.5001	8.071	7.2623	6.6124	7.5269	7.8726	8.1051	7.353	8.0214	6.89	9.2013	7.7035	8.4327	6.8599	5.42	7.5932	6.1561	7.9233	6.9924	7.5973	8.3188	5.2635	8.3825	8.3118
EA_G__FSCN1	6.8308	6.9952	7.5474	7.1701	7.1692	8.8985	6.7299	9.8533	9.8245	9.7445	6.454	7.0825	8.4576	11.4143	9.3293	9.3009	7.0833	8.7193	9.1685	9.4212	9.8571	7.5215	7.7422	6.5522	9.6478	6.8572	8.4388	6.817	7.4765	7.24	7.0958	7.3337	9.286	10.5846	7.0571	7.894	7.1431	7.0679	6.8991	6.8126	8.0465
EA_G__SCNN1A	11.0357	9.555	7.8103	8.6409	7.5026	4.9473	5.4678	5.4577	6.6565	4.7544	9.9819	8.3223	4.8405	6.7003	8.1132	8.4818	9.5645	6.633	4.8998	8.5155	4.5885	8.3719	6.2766	7.8867	4.3763	10.0856	5.2414	9.5227	10.347	5.8397	9.433	5.0744	10.6293	7.2214	10.5261	9.1262	10.4535	8.2861	7.8388	6.6651	8.573
EA_G__CAV2	6.8437	4.5018	8.4908	3.7097	5.5046	9.6475	3.2968	9.8419	4.7699	9.5411	3.41	6.384	6.665	9.7361	10.2366	8.8897	6.3564	9.7925	9.8782	9.1849	9.3055	6.8317	4.985	4.251	9.9149	5.9759	8.7015	5.0696	5.7687	3.9831	6.1201	9.4274	10.0236	8.9668	6.5462	7.0424	6.8936	3.7499	5.2992	4.0191	4.5273
EA_G__CA12	10.374	7.2275	4.013	8.3578	10.6613	4.4665	10.0681	3.8395	4.2274	6.9445	8.9946	11.4745	4.5173	5.784	5.8456	4.7064	5.8182	4.881	5.4007	5.0197	7.2481	9.8496	8.5533	10.4266	4.9112	10.2303	6.35	8.8736	9.9468	9.5013	9.0564	7.9017	6.3439	8.7456	9.0545	4.6293	9.4214	10.2797	9.0996	8.3877	8.6511
EA_G__SLC40A1	6.8502	8.0701	4.2189	8.1892	8.6575	3.7959	8.0269	4.4506	4.0922	4.2159	7.8833	10.106	6.5779	5.4936	4.2927	5.1166	8.1015	4.3603	6.1059	5.223	4.0297	4.289	4.0528	4.0146	5.7339	8.6986	4.346	9.6424	8.3737	9.2989	7.1985	4.2552	4.3975	4.2056	8.3935	7.4368	7.0743	10.0715	6.5471	8.6955	7.2722
