Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__C2orf54	8.3218	8.7775	6.6126	6.6129	6.4191	5.3623	6.4403	6.3795	5.4429	5.2559	7.0081	6.0254	5.6238	5.8691	6.2319	6.7258	7.7521	6.3336	5.1584	7.085	5.5817	6.7537	6.16	5.7166	5.3858	8.0504	5.5605	7.7213	5.2486	7.7989	9.4912	5.4913	5.8188	5.4747	5.8124	8.1237	8.5672	5.5588	8.1165	8.5209	5.6076
EA_G__PLA2G10	8.5249	7.4097	5.9502	6.2138	6.5712	5.9734	6.4801	5.8603	6.1584	7.2084	6.4113	7.186	6.003	7.7286	6.572	6.2121	7.2149	6.2563	5.4353	7.149	5.9167	7.1404	6.5337	6.9787	5.2459	8.2977	5.5339	7.2334	10.1074	6.4499	7.7312	6.1785	6.1912	5.9954	6.0704	5.9926	5.8723	6.6205	7.9511	6.6977	6.1379
EA_G__SESN3	4.5583	4.7487	2.8018	4.9115	4.4541	3.021	3.1262	5.8558	8.0847	8.6996	3.2049	4.5252	7.9282	4.7009	6.0989	7.462	4.0826	5.7533	4.1203	7.8565	4.078	3.8719	6.2761	6.9638	5.4794	4.7308	5.6164	6.2569	6.7313	5.2385	4.3555	6.3237	4.5309	3.2875	4.8698	7.5135	7.2797	3.0218	6.6973	6.2231	5.3527
EA_G__PITPNC1	5.9581	5.5345	5.4744	7.8044	6.3762	5.2162	6.9251	7.0212	5.1425	6.6952	6.5773	9.4228	4.747	6.4283	5.6002	7.1111	5.9105	6.5611	4.5402	6.7923	5.8769	7.7613	7.2287	7.2535	7.215	6.1345	6.034	7.8241	6.7048	7.9891	6.3138	6.8045	5.0386	6.0261	6.8894	5.8866	4.687	6.4611	6.7829	7.1502	6.6286
EA_G__FAM102B	5.6143	7.6807	5.4958	6.4889	7.0483	6.2611	8.3148	6.6228	4.541	6.1593	8.3918	8.0497	6.9206	5.5418	6.8988	5.9772	7.4748	7.1613	7.6866	7.3443	6.8907	8.9932	10.8838	8.5057	7.036	6.8071	8.478	7.9942	6.5299	5.8843	7.6278	8.7208	5.7998	5.8155	5.2574	4.5815	5.9812	6.7263	6.6192	6.9419	6.6286
EA_G__SDF2	10.0876	9.1304	8.9469	9.0822	9.4165	9.2741	9.3591	8.1063	8.9935	8.6316	10.4069	8.66	9.6218	8.7141	9.0785	9.765	8.7896	9.2227	9.7018	8.9126	8.9229	9.117	9.3493	9.585	9.6399	9.6411	9.4677	9.626	9.3285	8.2248	9.5982	8.717	8.8358	9.0203	9.184	9.948	8.4796	10.2134	10.7746	9.2296	9.1488
EA_G__AZGP1	11.8674	10.2938	5.2477	6.3166	7.9619	5.1861	7.8483	10.5743	5.8672	4.8475	9.8598	5.393	10.1989	5.1734	7.6159	8.1158	9.9126	7.6711	4.5263	11.0381	4.8353	5.798	5.7386	6.463	4.8156	8.6593	4.9316	8.3578	10.6706	10.6377	8.0518	5.702	6.1725	5.9591	6.4786	11.3448	7.3664	9.6307	9.8486	10.4682	8.0104
EA_G__PEG3	8.333	4.0029	3.9245	4.5297	5.6461	4.0271	4.8626	3.2884	4.0877	7.773	3.8743	3.6482	4.1597	3.9488	6.875	3.923	8.1593	7.9688	3.6556	4.3159	3.6734	4.3652	4.1998	8.7497	8.9885	6.2322	3.8592	3.977	3.5198	4.8486	4.8078	6.6983	4.3192	4.3046	3.7508	5.4255	10.9733	4.4931	10.1271	3.9747	3.7608
EA_G__GSTM3	8.0698	7.449	3.4929	5.7313	4.5577	6.0098	9.8597	4.8644	4.4013	3.8976	7.5289	7.5689	6.5758	6.3519	6.6997	6.1129	5.4939	7.4629	7.5308	6.716	4.9597	7.8988	9.2639	9.4711	7.7049	8.4579	7.2508	8.4069	10.4361	3.6536	8.2088	6.8352	5.3282	3.5419	4.5874	7.3592	9.5481	8.8951	4.6443	3.9974	3.6998
EA_G__ZNF506	6.8311	4.8443	7.585	7.1802	7.3429	6.4073	4.2194	3.6646	4.7562	6.8788	7.9627	8.1863	6.7128	3.9773	6.3496	3.8983	6.9906	3.5947	7.0097	6.1968	4.5215	4.4884	5.4826	7.011	7.0929	6.7332	3.2153	7.0467	6.741	5.752	5.5325	4.2806	6.8857	4.7555	6.524	6.9121	4.1693	6.3144	6.7092	3.9286	5.7982
EA_G__XPO7	8.5499	8.1521	9.1879	8.441	8.0038	9.1217	8.3196	8.2448	9.2044	8.3067	8.6677	8.1523	8.4557	7.6985	8.194	8.0059	8.5117	8.7745	8.3272	7.316	9.0734	8.2715	7.7554	10.9542	7.5707	8.2995	8.812	7.6431	7.8666	7.8212	8.0921	7.8502	8.291	8.4653	8.4306	7.0594	7.6009	8.1521	8.2975	8.6333	8.9366
EA_G__MAFB	5.7342	5.3906	6.6703	7.3827	6.9851	5.7129	7.8404	6.6004	6.6936	7.097	5.5364	6.4347	5.5098	5.5565	6.3613	6.3785	6.7016	5.7772	8.3503	6.5847	6.896	6.0837	6.9178	7.459	5.8583	6.7448	5.1738	6.3921	6.1406	7.377	5.9378	5.7124	8.595	5.6891	7.012	7.3939	7.0224	5.7475	6.1	5.865	5.9192
EA_G__LTBP1	7.3215	9.4148	7.5511	7.1877	7.9194	7.1507	9.0224	6.284	6.5966	7.881	6.9605	5.8608	8.0854	5.1592	4.9346	7.9302	8.2315	6.9216	6.8268	8.3373	10.4774	8.3129	7.2807	7.7035	8.4819	7.7213	7.6275	7.8692	6.2093	7.0011	9.2556	8.4342	5.7644	5.526	7.272	7.1967	6.9898	8.0786	7.5135	7.5491	7.3847
EA_G__ULBP1	6.155	6.749	6.2276	6.353	5.6691	5.3813	6.1171	7.7797	5.4063	6.926	5.2661	5.8286	6.1773	7.0409	6.0229	6.1545	5.3948	6.12	6.1505	5.6145	6.1382	7.7228	6.8946	5.6447	6.1512	6.7834	6.2997	6.6617	6.5483	6.7635	6.6328	8.7794	6.2801	5.9766	7.8485	7.5837	6.3074	6.6833	8.0492	5.4468	6.4238
EA_G__APBA2	4.5532	4.5272	6.364	7.8097	6.695	7.5095	4.58	5.9088	8.2103	5.1304	4.3289	5.0186	7.1108	8.0731	6.4353	4.5005	4.6544	6.5269	6.9753	4.8328	6.3827	5.5675	5.5326	4.6297	7.4866	4.9834	7.9591	5.0135	4.5746	5.3235	4.9345	6.3831	4.9759	8.2746	7.6773	5.7227	4.8344	4.8348	5.5316	6.5239	7.413
EA_G__MAG1	5.0042	4.8462	6.5185	4.46	4.6633	4.7063	5.5047	8.6994	3.8116	8.0966	5.258	4.0635	8.6953	8.0707	6.8669	7.0484	4.3276	6.6603	4.7034	4.608	6.35	4.994	5.0979	6.6825	4.3329	5.303	7.3618	5.1826	6.106	4.5695	4.4668	7.8363	4.8364	7.0045	6.1928	7.0747	5.4076	5.0039	4.6966	4.7718	6.0232
EA_G__GGT1	7.5575	8.3568	6.9163	7.1065	7.2693	5.3711	7.6542	5.7143	6.1119	5.8255	8.3686	6.7667	5.8302	6.2027	5.5974	6.1793	7.0078	6.4158	5.6441	6.8205	6.8466	6.2737	6.3007	7.403	6.0052	7.7936	6.8593	9.9959	6.1859	7.8444	7.6843	6.2313	5.996	6.5788	5.9141	7.6846	7.3051	6.8609	6.8846	9.633	5.9641
EA_G__WHSC1L1	8.2211	7.3636	8.0191	7.5646	8.6371	8.6315	9.4188	7.6437	8.5728	7.8112	8.2073	8.4367	8.4292	7.9034	7.5394	7.3496	7.92	7.4006	9.3632	6.8412	7.8864	7.3858	7.3099	10.8072	8.5908	7.6626	7.543	8.563	7.8817	7.3956	7.3029	7.3875	7.5827	7.7311	8.1722	8.6743	9.7484	7.8569	8.2919	9.1075	8.918
EA_G__LOC493869	7.5675	4.5883	6.8253	6.5814	6.1373	9.9093	3.4796	6.1974	8.7434	9.0133	2.7338	6.9972	7.0989	7.0566	6.7197	7.9293	4.9328	8.408	8.8576	8.31	8.9892	6.3644	5.0232	6.2845	9.1317	6.159	8.3857	6.483	7.7228	4.5915	3.9953	9.3612	8.0153	9.2636	9.5856	8.1735	5.9401	8.3805	5.4012	4.2873	7.5247
EA_G__ZNF649	6.3709	5.7303	7.1386	7.6582	6.8691	6.3895	6.2774	5.297	7.2554	5.962	7.0301	7.482	6.0581	6.8143	6.0947	5.2195	8.197	5.5291	7.1498	6.0276	5.5455	3.833	4.7577	7.4516	3.8241	6.7017	3.8653	7.6469	6.985	6.6308	5.9335	6.1333	5.7362	6.0239	6.0245	6.572	5.7814	5.9513	6.5329	5.3778	5.1546
EA_G__CREB3L1	9.8394	5.7003	4.9695	8.1597	6.4411	7.9758	6.5769	5.0554	5.3369	5.3828	9.6733	6.7566	5.3707	5.4155	5.177	5.3977	8.1821	5.1207	7.0109	5.3815	7.4772	5.7465	6.3243	5.6174	5.3692	8.099	5.9731	7.5816	9.0088	6.794	6.1524	7.5719	5.7424	7.9441	9.9034	8.0634	8.3592	5.4368	8.1701	7.3627	7.0549
EA_G__MFAP2	5.7826	6.4032	5.8835	5.9616	7.052	7.9288	5.6943	6.8463	8.2588	6.953	5.4328	7.2136	5.8401	8.0022	6.7847	5.8888	7.0134	5.9638	7.7595	6.3354	8.4242	6.1778	6.2912	7.792	7.3194	6.6679	5.8938	5.7406	5.6681	7.0369	7.0438	8.2636	6.6736	6.0061	8.6836	5.9257	6.235	6.3832	5.7762	5.8864	6.4897
EA_G__KIAA1946	7.2936	6.1062	5.3732	5.2898	5.1786	6.22	4.6328	6.9174	5.4172	6.5005	6.836	6.3511	6.5407	5.817	5.4837	6.0086	5.8719	6.5697	7.1112	8.0989	6.004	7.0154	7.2267	7.4904	9.252	6.9588	6.2385	6.0172	7.6802	4.8968	5.9099	7.0091	5.3608	6.1977	5.8471	5.8831	5.577	5.1043	6.4023	4.3291	4.553
EA_G__ASH2L	8.3695	7.5032	8.8317	8.7541	11.3249	9.0738	9.9881	7.9064	8.8671	8.6079	8.9691	8.9276	9.3402	7.9872	8.3893	7.9697	8.6524	8.3482	9.6057	7.7414	8.9074	8.2283	8.1755	11.392	9.0545	8.5777	8.812	9.2976	8.2044	8.7109	7.7592	7.9237	8.0788	8.1687	9.0115	8.2323	9.8576	8.6394	8.8618	9.9775	9.9512
EA_G__TNS4	10.7968	9.7714	7.8139	5.1035	5.6707	4.9406	8.7542	8.8222	4.9742	4.8131	8.2169	4.8104	5.0797	9.8753	7.1148	8.9879	5.6328	8.1433	5.1679	5.5463	4.9638	5.3947	5.5514	7.6197	5.0328	8.5011	5.5462	5.9443	8.2497	5.8093	7.4534	5.1079	9.5218	5.6571	6.1038	7.9988	8.6614	7.807	7.7563	6.6947	5.159
EA_G__AQP3	8.5634	9.4605	7.3208	5.9982	5.7402	5.9284	6.21	6.9181	8.7753	6.0722	5.6465	5.5676	5.9591	8.5193	8.8965	7.1712	7.8163	7.6078	5.6859	6.9894	5.8908	8.5796	8.3327	6.1119	5.6588	7.0604	7.3994	7.2701	6.9905	7.1901	9.9423	5.7893	6.6768	5.8468	9.0342	7.6002	5.8771	6.6367	5.7694	9.1742	5.8237
EA_G__ALDOC	6.2369	8.6388	6.0756	5.4163	8.3213	5.4514	6.5337	7.6218	6.1767	5.4101	6.7819	5.1834	9.4752	9.124	5.6227	7.5021	6.4042	8.1628	5.3074	5.6819	5.4596	8.6732	9.3677	8.7188	5.2114	7.1643	8.7962	5.2821	6.0757	5.9179	8.6731	5.6502	7.4675	6.9394	8.492	5.5922	7.5905	9.0665	10.1178	5.624	6.2716
EA_G__RASD1	7.1388	6.1676	6.394	6.5453	6.5162	6.0506	6.3027	6.267	6.6028	6.1959	10.0301	6.0734	6.4639	6.9674	6.2454	6.3766	6.7778	6.2638	6.2943	6.5352	6.2211	7.3434	8.4994	6.6702	6.4789	8.4693	6.8716	6.6444	6.5733	7.3102	6.9225	6.3977	6.5661	6.4334	6.3495	7.9752	6.8529	6.3664	6.6657	6.5584	6.284
EA_G__RECQL5	6.3866	5.9241	6.0982	6.0967	6.7977	6.1105	6.3339	6.1693	5.8448	6.5609	6.5268	6.6407	6.1679	6.2175	6.1243	6.0609	6.1575	6.5895	6.5771	6.3722	6.0161	6.9088	6.9666	6.0202	6.6794	6.3234	6.0628	7.0021	6.1281	6.3826	6.4489	6.5105	6.0787	5.9867	6.2323	6.493	6.191	6.7539	6.5892	6.812	6.8478
EA_G__HMOX1	6.6282	7.6033	7.977	6.4604	7.3781	10.3403	7.8006	7.4218	9.441	8.9858	6.3006	6.8771	7.4095	7.0947	6.6083	6.9832	7.9572	7.1287	7.5388	7.7313	8.0817	6.7644	6.9032	7.2963	7.0065	7.1569	6.823	6.9709	7.2995	6.9214	7.8251	10.9474	7.5801	9.7875	6.8201	7.075	6.622	6.6301	6.6336	7.2665	8.529
EA_G__TMC7	6.2726	6.9574	4.8435	6.2733	5.779	4.6206	8.22	6.4229	5.649	5.8895	6.7119	5.3088	5.1937	6.4038	6.2317	6.0546	5.2729	5.95	5.3489	5.78	5.1219	6.2959	5.7564	6.0466	5.728	6.5355	5.5134	6.5349	7.5751	5.507	7.2093	8.8171	4.646	6.5427	7.1667	7.1789	7.2144	5.8081	6.2184	7.7301	7.605
EA_G__SLC1A3	5.9579	6.6111	6.2239	4.1502	3.9597	5.561	4.1358	7.4102	5.9275	7.3403	4.0183	4.0396	5.7351	5.5781	8.6946	9.2695	4.5557	6.6053	4.058	6.8828	5.3296	4.5643	4.2625	4.0624	8.6562	4.4019	4.9309	3.99	3.5104	5.37	5.4099	6.7133	5.7299	8.3903	4.1191	5.2441	4.6502	4.7893	4.0327	4.5597	4.0849
EA_G__MYEOV	7.462	7.8599	8.0171	5.6292	5.9338	5.6312	7.0302	9.0368	6.1586	5.3858	5.7302	5.4216	5.649	8.6205	8.5565	11.0704	7.598	8.9945	5.5946	6.2493	5.5355	6.6353	6.097	7.2969	5.5781	9.2048	8.9754	5.7425	6.6885	6.7278	6.9856	6.8739	6.0402	7.9523	6.7497	6.1734	8.0743	6.739	6.7135	5.89	5.7398
EA_G__SLC43A3	10.2481	4.8658	4.8909	5.0821	5.3367	8.7288	5.471	9.5914	8.4759	7.4993	4.7459	5.537	8.3557	7.4571	9.5336	8.8491	5.1464	9.1949	8.6046	9.0028	4.8926	5.3934	5.3535	4.8313	7.4724	6.1355	10.2833	4.4632	4.8479	9.6573	6.1848	8.0889	10.5361	5.8144	5.3751	8.7748	5.2881	7.6478	6.5836	6.1981	5.3872
EA_G__CORO2A	8.836	8.192	6.0528	7.6983	7.9726	6.1212	5.916	7.1036	5.3988	5.5632	7.6917	5.9273	6.9104	8.3333	8.0255	7.9177	7.2362	8.2172	6.5257	6.9419	5.259	7.272	7.2688	7.7225	7.9547	8.5228	6.7366	7.9694	7.9375	7.3518	8.5669	5.6086	6.7998	5.6645	9.9395	6.1269	7.8776	7.0397	6.8073	7.5325	6.9546
EA_G__SPRY1	8.1188	6.6834	4.9398	6.5822	5.7073	5.4318	5.413	5.5559	5.6548	6.0127	8.022	5.0918	4.2774	5.0493	5.5141	7.2697	8.1014	5.4831	4.7961	5.822	5.1568	5.707	5.842	5.0568	5.8247	8.163	6.8469	6.0705	6.6836	7.4882	6.7315	5.3479	4.8691	5.332	6.7313	6.8209	6.5996	5.6949	6.1545	6.792	5.6266
EA_G__CDKN1A	7.6223	5.6813	6.1515	6.4516	8.1183	5.5956	5.843	7.4914	7.5622	5.7902	6.163	6.0874	5.8016	7.2229	7.1044	6.6212	5.4977	7.7513	5.5767	6.2617	6.6892	7.3846	7.4505	7.7351	6.1198	7.588	6.1107	7.3511	5.8232	6.166	5.8865	6.8653	5.5836	6.0481	6.6928	7.0882	5.8646	6.8521	6.7727	7.4713	7.7466
