Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
U133A__INPP1	4.5957	4.4569	4.9835	4.834	5.0794	5.1826	7.3585	5.963	4.6759	5.639	5.6827	7.4891	8.6164	5.1384	5.125	5.405	5.9736	7.2265	6.8993	6.1595	5.0695	5.2167	5.3192	7.3656	4.5652	7.1876	5.2332	5.0871	5.0822	5.2625	5.1707	4.6214	5.2558	5.5906	7.2272	4.1464	4.8667	4.4657	5.4371	4.7565	5.2376	4.867
U133A__GATA2	5.8131	6.4959	7.0628	5.9166	5.8371	6.0767	6.2741	5.5235	5.1149	6.8274	6.0557	6.199	6.531	5.905	7.2357	7.617	5.5053	6.3955	5.9139	7.2402	6.6668	6.4408	8.5363	5.4748	6.7948	6.4999	6.0874	5.9896	5.4497	7.0691	5.5843	7.9656	6.0365	5.4024	6.4666	9.1988	6.9075	6.2461	6.4558	5.9673	6.7508	6.3448
U133A__IRS2	8.2646	5.3993	6.1831	6.7845	6.2723	5.228	5.7221	9.8849	5.6423	6.4241	5.833	9.3915	7.7954	6.0032	5.6418	5.453	8.6129	6.621	5.3606	5.4758	5.921	6.2504	6.3569	6.8503	5.6481	7.0768	7.1192	5.6215	6.9995	5.0591	9.2111	5.6329	6.3412	7.299	7.7423	7.3676	5.7346	6.0545	5.8869	5.9846	5.1704	6.0265
U133A__KRT19	11.6554	11.9776	11.935	12.491	3.995	11.6489	4.3819	10.8671	10.3292	12.2228	3.8177	10.8381	4.5913	4.6342	12.1027	12.4618	11.0216	10.3341	11.7799	3.831	10.65	11.6347	12.2467	4.0939	12.0447	7.2772	11.6624	11.784	2.7874	10.9377	11.6762	12.0028	3.9802	10.1275	3.2941	11.8623	11.4468	12.1604	12.1037	11.9516	10.8513	11.561
U133A__NRAS	5.5548	6.1408	6.0264	5.2946	7.6303	6.9143	5.426	5.5279	5.2327	6.1487	4.6216	7.2599	7.2058	6.6215	4.9542	4.2955	7.6456	7.144	6.1282	7.0791	8.2575	8.4564	5.858	6.3052	4.9996	7.7325	5.1749	5.0033	6.8065	5.4207	6.9687	5.5992	7.5259	7.0119	7.2775	4.3038	5.9637	5.7282	4.6213	4.1235	5.1072	4.3905
U133A__MT1E	7.8851	7.3809	7.1994	7.283	8.052	7.2057	10.8902	8.2554	6.7525	10.3763	8.6888	9.325	7.7407	8.1952	7.4243	7.1704	8.6778	10.2166	7.6766	10.4822	6.9449	7.3634	7.9805	8.8841	8.1675	11.072	7.7895	10.3548	10.1295	7.9851	9.5845	7.853	10.6588	10.8935	10.8512	7.4854	9.3421	7.187	7.2065	8.0755	9.9936	6.722
U133A__CRIP2	8.2574	9.2634	9.209	9.9678	7.8746	8.3415	6.5901	7.7681	8.0402	9.0021	7.6044	5.5453	6.6722	6.6952	9.1442	8.8685	7.8221	7.9649	7.9883	7.3507	8.6357	8.6983	8.9642	6.3079	8.3729	5.1886	9.2302	8.0924	6.1297	7.8109	6.317	8.3547	8.1304	6.4487	5.4693	9.8773	7.1792	9.294	7.9542	9.0175	7.8351	9.4029
U133A__KDM5B	8.1465	7.4558	8.3674	9.3575	7.7621	6.8057	6.3016	6.7703	9.3637	6.7633	6.888	7.5471	7.688	6.1548	8.1849	7.2104	6.6561	7.2374	7.8139	5.2883	6.9218	8.0348	7.1544	7.1837	8.3026	6.3683	7.883	7.3634	7.3276	7.4506	7.2707	6.7803	6.9829	6.1166	5.7313	8.4742	8.648	7.9186	10.1097	9.667	8.2108	8.2752
U133A__EFHD1	9.5837	9.9173	9.7862	10.4842	6.3996	10.6224	6.1782	8.6955	9.7906	10.8012	8.6042	5.8168	7.3487	6.7717	10.3858	10.3268	8.7539	6.6386	5.7835	6.4648	6.0895	7.4306	9.3281	6.4413	9.8417	6.5019	8.6508	9.4486	6.8756	9.002	9.6148	9.7556	6.3446	5.8119	6.6156	9.3171	9.4809	9.9842	9.4813	9.006	9.2977	8.7483
U133A__IGFBP6	5.6731	5.3829	5.5177	5.4819	5.8921	6.136	9.5022	6.4634	6.072	5.3744	6.0119	8.7753	8.4806	5.5659	6.2527	5.5465	5.6679	9.4268	6.2516	8.8554	6.6417	6.2663	5.9126	7.9486	6.1228	6.8116	5.5454	5.6252	8.3815	5.7893	5.6333	6.0209	5.8285	8.1014	8.1687	5.7392	5.5176	6.0702	5.4302	5.9415	6.0548	5.281
U133A__WBP5	6.7541	3.6889	3.8423	5.822	6.6526	3.4188	8.2125	7.1545	8.993	6.1042	6.1205	7.6216	7.5367	4.0715	3.9169	3.6347	6.549	7.9524	4.1972	6.6648	3.9113	3.5138	3.6334	7.6132	3.816	8.2161	7.0278	3.947	8.8637	3.6362	3.6369	3.6496	7.7813	5.9192	5.6305	3.7521	5.4815	5.2695	3.583	6.6206	6.5312	6.4357
U133A__C9orf3	7.366	6.5794	6.6357	7.8892	6.6726	5.1043	6.2287	8.9507	5.7797	7.6312	7.4943	6.3704	7.4047	5.8919	5.6705	6.1052	8.818	8.935	5.2379	8.0265	6.0234	6.2445	6.3347	8.4646	5.741	7.1594	7.1312	5.9799	6.1224	5.7451	7.2871	6.7186	5.992	7.3108	6.71	5.6671	6.4093	7.8139	5.9673	5.5812	6.6993	5.5698
U133A__CTNNAL1	6.8072	5.2576	6.5586	5.9492	9.2333	6.7237	8.9145	8.725	5.2291	7.0447	7.3007	9.0378	6.3929	8.7139	6.2145	6.4033	6.7594	7.8544	6.5949	8.1258	6.7643	6.5967	7.0346	9.6872	6.7579	10.2032	7.1815	7.3743	9.1127	6.467	6.1202	5.4645	8.052	8.7128	8.9356	7.388	6.401	7.5563	7.1744	5.9706	6.8629	7.1552
U133A__IL8	4.0745	4.3172	4.1479	4.0587	6.6	4.1697	5.8725	5.1717	4.2146	4.2386	4.7313	7.1824	4.7397	6.9478	4.3148	4.0815	7.3904	5.6492	4.6508	8.9614	4.2436	4.1859	4.3014	5.4975	4.6944	4.452	4.2646	4.5124	8.3977	4.2893	7.6142	4.2288	4.3639	10.3657	7.7098	4.2191	3.4927	4.0444	4.273	4.2045	4.3166	4.2885
U133A__FOXA1	9.1328	7.7572	9.0263	9.4147	4.7595	8.7472	5.2356	5.2283	5.7444	8.14	5.0961	5.822	6.5694	7.5076	8.5585	8.8813	6.9658	5.4233	5.6401	5.6268	8.3942	8.6803	9.0814	4.7116	8.5308	5.3926	8.8057	8.3218	5.1007	9.2428	6.7332	7.9736	5.241	5.689	5.6432	8.73	8.6746	8.6077	7.9866	8.9553	9.0709	8.3695
U133A__COL6A1	6.9732	6.3156	6.3956	6.2876	7.7987	5.9948	7.9622	8.9878	5.7568	6.6083	8.0962	7.3804	6.3507	5.6124	6.3969	5.8936	6.4987	9.1927	5.4538	10.8531	6.5479	6.2493	5.8409	11.2448	6.8487	6.5369	6.4207	5.7732	7.6372	6.0757	5.4333	5.7873	9.5167	7.8725	6.8032	6.018	6.5026	6.3931	7.0413	5.7191	5.9481	5.9583
U133A__CHN1	6.5311	5.9812	6.8807	6.9491	7.0345	7.4646	7.5213	6.5837	6.6716	7.5815	6.5206	5.833	5.8687	6.1969	6.8903	5.689	6.1582	8.0957	6.6152	6.58	7.1704	6.9188	6.3722	9.1868	6.0755	7.0938	6.8787	6.7295	8.035	6.1745	5.9018	6.2256	6.4345	9.1519	8.3679	5.7574	6.5288	6.2308	5.9554	7.3065	6.0956	7.0723
U133A__BAG2	3.9484	3.6233	3.847	3.6546	6.779	3.7302	6.7389	4.687	5.112	3.9445	6.6817	8.2798	6.0631	5.3853	4.0193	4.1116	5.402	5.1323	4.2779	6.4596	4.6848	4.244	4.0731	6.4698	3.909	7.9802	4.5399	3.9434	6.3208	3.9206	5.8701	3.9939	8.1652	7.0594	7.9745	4.0376	3.8011	4.8384	4.0353	3.5252	4.6713	3.6305
U133A__CDS1	6.9342	8.169	6.1529	6.9943	4.6661	6.6883	4.9304	5.7098	6.1086	5.7983	6.1974	6.6959	6.7502	7.3118	5.9499	6.8258	6.321	5.7782	6.6791	5.005	6.6497	6.3397	7.0044	4.9123	6.9792	5.0018	7.4359	6.9108	5.352	6.7669	6.738	7.3771	4.7441	6.4201	5.4182	9.0847	6.8814	6.4939	6.8096	7.0282	7.287	7.4944
U133A__ADORA2B	6.2311	6.1615	5.3114	5.5734	8.4773	5.51	7.5576	7.9456	5.3852	6.126	7.0501	8.6464	7.6821	8.9669	7.12	7.1201	7.0246	7.5635	7.1372	8.0401	6.1847	5.779	5.1524	9.0234	6.3393	8.2953	5.5289	6.2769	7.0087	5.5188	7.702	6.1711	7.4778	6.8111	6.6939	5.2126	5.9435	5.4204	6.5418	6.1897	6.3217	6.3068
U133A__LAMB2	8.1243	6.9331	5.3368	6.0646	6.7282	5.7382	6.2908	6.9642	6.1662	5.2838	5.4219	4.8086	6.058	5.2916	6.5472	6.3258	6.2431	6.0447	7.3694	6.4274	5.1666	6.2658	7.1113	5.9146	7.8648	6.107	6.676	5.6942	6.538	6.7376	5.6879	6.1559	6.6505	6.0157	6.1049	8.712	6.7894	7.122	7.2784	6.3862	7.3197	6.0386
U133A__KIAA0100	8.8681	9.2054	8.8628	8.6047	7.4282	8.9246	7.5337	7.7525	7.5068	7.9503	8.0312	8.2047	7.8415	8.2902	9.0749	8.4022	8.2701	7.8823	7.6288	7.6848	8.8026	8.3881	7.8276	7.2512	8.327	8.6738	9.0547	7.8274	7.5392	8.4813	7.605	9.7569	7.9615	8.3141	8.6067	7.8017	8.3358	9.2605	10.2621	8.2115	10.903	8.5997
U133A__PIP	6.4355	7.3069	7.061	7.2807	6.2596	6.2897	6.2978	6.4685	6.4454	6.2459	6.3056	5.9752	6.0752	6.4284	10.9177	6.7761	6.4129	6.1173	5.7083	6.2892	6.0998	6.2914	6.1608	6.1202	10.0061	5.8344	7.7157	6.8376	6.0985	7.9615	6.1975	7.0196	6.1485	6.3994	6.1424	11.8405	6.0735	11.2874	8.8185	7.5776	7.7769	6.1976
U133A__CYFIP2	6.119	7.2214	7.2856	7.9177	5.0692	8.2878	5.1518	5.5729	5.7304	7.8867	5.7349	5.1345	5.1257	5.5263	5.2595	7.4708	6.2103	5.5828	4.7354	5.6666	5.6376	6.6199	6.1386	5.2283	7.4	5.4525	6.2671	5.9559	5.7349	6.8642	5.1087	6.9614	5.7687	5.5363	5.436	8.0359	8.5498	7.3658	8.2599	5.8194	5.5973	7.1325
U133A__PLS3	7.4402	8.1478	6.684	6.6342	10.0973	5.9543	9.0506	9.6656	8.887	8.3576	8.6835	9.5501	9.8794	9.4261	3.407	9.6483	11.1688	10.1743	10.073	9.1672	7.7474	5.0117	3.273	8.691	5.8468	9.2106	7.8484	9.2009	9.4815	7.8326	9.7297	8.6187	9.3368	8.8304	8.2318	4.6121	7.5828	7.7544	2.9017	8.1646	8.7256	8.5997
U133A__MSL1	8.4973	11.0616	7.6567	8.9254	7.246	7.5161	6.9702	6.2351	7.9444	6.4312	7.5699	7.3185	7.0968	7.4843	7.1746	7.6938	6.777	7.3462	7.9972	7.5341	7.7231	7.2066	8.0309	7.4204	7.6825	7.3756	7.8424	7.0973	7.4219	7.0433	7.2279	11.0407	7.3822	7.534	8.238	7.4681	7.1078	8.3011	11.0363	8.2656	6.6441	8.1269
U133A__PPFIBP2	6.7549	6.3345	7.4348	6.1149	4.4968	6.0418	5.0472	6.4455	5.3026	5.1869	5.4586	4.7554	5.4037	4.6165	6.349	7.4999	5.2311	4.6232	5.0742	4.2075	5.4242	4.8287	5.6702	4.5175	7.6244	4.6322	6.4314	7.3432	4.962	7.8022	5.152	6.3835	5.0991	4.7511	4.6531	7.8773	6.8047	4.696	7.4245	6.0795	6.9192	4.9504
U133A__LIMCH1	6.0867	7.0559	5.9547	4.5506	3.4312	4.4364	6.1294	6.6193	6.9381	3.4256	6.7857	4.222	6.9595	5.566	6.6578	8.4483	5.7588	5.1467	7.6226	5.4328	4.0459	3.9423	6.553	4.4139	6.8992	6.5312	5.033	5.5271	4.3894	6.2939	6.7973	6.1873	3.4676	5.11	6.8599	8.4582	7.9542	4.2224	6.6392	7.7023	7.1453	3.813
U133A__SMAD1	6.1768	8.0307	7.0053	6.9269	4.9053	6.5586	6.3497	6.5566	9.9596	6.5567	6.8041	7.2639	7.3547	6.1045	6.815	8.6213	6.2115	6.5284	8.183	5.8833	5.9847	5.9323	7.9384	4.5864	6.6644	5.352	7.1573	6.8609	7.2431	6.1689	8.2154	6.9091	6.698	5.7876	6.9541	8.3608	6.0181	6.3538	6.7073	7.2564	7.3161	7.3093
U133A__SMURF2	5.3079	5.6089	5.405	5.7355	6.9838	3.5189	6.6816	7.3907	5.6463	5.7139	5.1517	7.2388	5.353	6.3549	4.6842	5.0893	5.7892	6.8505	5.6735	6.5155	6.906	6.1958	4.5026	6.9682	4.4935	8.3902	7.8146	4.9734	6.5385	6.1146	6.1733	4.805	7.3581	6.5988	5.5586	5.2551	5.0942	4.8824	5.9768	5.5258	8.0841	5.7758
U133A__GRB7	8.3996	10.2608	10.6507	7.1976	6.3286	7.053	6.2482	8.3948	6.9301	7.1531	9.4888	6.7622	7.2019	11.2984	9.5524	7.5151	8.0687	6.7119	7.5479	6.7995	6.1629	7.5126	6.6554	6.355	7.4331	6.1061	8.6563	6.8747	6.2324	7.812	6.9745	9.662	6.2945	6.9855	6.7471	7.4331	7.0393	7.1024	10.4791	7.1442	10.6534	6.9964
U133A__TTC39A	6.7363	7.9537	6.888	8.6528	3.8361	6.2428	4.2693	4.6311	5.2211	9.349	4.463	4.6581	5.3975	4.1091	5.2844	6.965	5.4051	4.311	6.2015	3.7661	4.5869	7.2805	6.8676	3.4222	5.9355	4.2968	7.8908	7.3398	5.0521	7.8998	5.7429	7.1437	4.1734	3.6019	4.3341	7.0522	6.696	7.1654	8.5979	6.5769	7.6768	7.4901
U133A__GALNT6	8.8821	7.3905	6.7568	9.7521	5.1143	8.8841	5.7714	6.8554	6.1052	8.3463	5.6143	6.7577	6.284	8.1603	7.455	8.2228	6.9834	5.9045	7.5279	5.4304	8.8602	7.768	8.6096	5.6215	8.65	5.8084	8.4236	9.1485	5.9203	9.1731	6.4012	8.7939	5.665	7.8211	5.8236	10.0613	9.245	7.746	9.7446	7.8728	8.6079	9.2057
U133A__UPP1	5.0584	5.6322	4.9845	5.0589	6.9232	5.299	6.6679	5.9974	4.9958	5.0688	5.6954	7.8197	6.1613	9.6091	5.2682	5.0163	6.3642	8.1216	6.4785	7.3965	6.2153	5.1453	5.9254	8.1145	5.4148	6.9723	4.8951	5.5995	8.0609	4.8817	8.3517	4.624	6.9538	8.4167	7.2426	5.2043	5.3043	5.2285	5.6796	5.0327	5.0486	5.1655
U133A__MT1P2	10.1084	9.8881	9.719	9.2436	10.5395	9.2019	11.5542	10.3683	8.2837	10.6617	9.531	10.1679	9.6322	10.9101	9.1045	9.0536	10.1399	10.8309	10.1722	11.5302	9.2927	9.0609	9.141	10.3507	9.5369	11.052	9.9655	11.5305	11.07	9.8421	10.8688	10.038	11.0822	11.8502	11.6559	9.2834	10.1061	8.6721	8.6118	9.5654	11.309	8.5364
U133A__MXRA7	7.3883	4.9898	6.1786	7.3459	8.8708	7.5332	9.6161	7.994	7.5735	8.5232	8.4778	9.4836	7.0129	5.6822	5.7562	5.2279	10.1797	9.496	8.2414	9.2301	5.9779	6.369	8.1878	10.6844	7.7324	9.4217	6.698	5.4442	8.4748	5.2076	6.249	5.147	8.9371	8.2772	8.9797	5.5672	5.2859	7.7395	8.9281	5.6894	8.0299	7.6177
U133A__PRSS8	8.8288	8.984	8.4017	8.4845	5.5972	7.5995	6.1579	7.1231	8.7157	7.8521	7.897	6.8913	7.7276	7.1033	9.1171	9.0244	7.8961	6.167	9.0988	5.8126	6.6594	7.696	7.6602	5.2863	8.842	5.6892	8.4368	7.7911	5.3989	7.8115	7.4117	8.3283	5.4722	7.4115	4.5504	10.1071	6.0866	7.2982	9.366	8.0536	7.5094	7.1875
U133A__CAMK2N1	7.984	9.1459	8.3458	8.7947	5.1483	8.6556	6.5119	6.3505	6.2577	8.6715	6.6419	7.179	7.922	9.9631	8.7955	8.3152	6.6618	7.3195	10.0484	8.0878	9.553	7.2483	11.0058	7.6561	10.238	6.867	9.2583	9.8342	6.2862	9.6245	9.273	9.5868	5.7111	9.1636	7.9183	9.6719	9.8937	8.0816	9.4807	8.5041	9.041	6.3299
U133A__ERBB3	9.0074	7.5004	8.3846	9.4643	4.1332	7.8718	3.9425	7.0488	7.2396	8.1221	7.1116	6.5673	7.1065	5.2443	8.1957	8.2884	6.1232	6.1179	7.809	3.9223	7.4837	7.907	7.5422	5.1573	7.8977	4.7362	8.49	7.7735	4.4635	8.3471	6.2743	7.8318	4.3134	6.0561	4.2768	8.8454	6.8618	8.571	8.2939	8.3354	8.1268	7.6055
U133A__RAB31	6.2413	8.0673	5.1431	7.7963	8.3412	5.7159	8.009	8.1732	6.3882	5.2803	6.3372	7.6547	6.0256	7.7825	6.0134	5.7421	7.6507	9.5565	6.5396	8.4846	8.4498	8.1669	5.4419	9.649	4.7638	8.3981	8.3539	8.6618	8.0149	5.3344	8.4926	8.156	9.8536	8.2197	8.2362	5.2265	5.4669	6.4993	7.2702	5.4727	5.523	8.7646
U133A__TSC22D3	8.6296	7.6905	8.0938	8.2768	6.8298	8.046	6.6455	6.3736	7.4189	7.9939	6.8413	6.5075	8.4426	6.8274	8.6658	9.6233	7.1738	7.9296	9.0921	5.9813	7.7376	8.113	8.7906	6.4745	9.6575	5.5423	7.798	9.5332	6.1585	8.5134	9.1427	8.297	7.2593	7.1095	8.0444	7.5857	10.701	6.4267	10.173	9.4171	9.2635	7.5559
U133A__PMP22	5.2565	4.7053	5.1319	5.4801	8.5525	5.7927	6.8597	10.0992	5.4421	5.429	9.3067	5.4072	5.1737	5.345	5.2663	5.9816	6.3296	6.8562	5.0425	8.2183	6.5357	9.0143	7.1606	8.7543	9.7452	8.7851	6.3452	8.5414	7.0211	4.8371	5.5181	5.3986	8.7837	6.0432	7.9716	4.706	5.7261	4.7756	6.5781	5.5308	7.1613	5.6785
U133A__DKK1	4.4374	5.0117	9.4756	4.5936	6.5014	4.5847	9.7796	3.8903	4.6547	9.8575	5.5531	9.7499	6.6482	8.9757	5.8126	4.3313	6.5983	7.3948	4.6587	8.431	9.3303	8.505	4.4631	8.7426	6.0065	10.0983	6.1811	9.4083	9.3932	4.3075	8.2598	5.0502	5.9542	8.2824	10.4274	5.6311	9.043	4.323	4.5639	4.4719	5.8789	4.6765
U133A__GLS	4.4195	5.7518	4.0759	4.3543	6.6791	3.7784	5.6804	7.3472	5.1229	5.2186	7.3126	7.012	5.7987	5.3433	3.5858	5.3827	5.5398	7.1731	7.3676	5.5516	5.2015	5.0259	4.7226	6.4009	4.2736	7.034	4.1183	4.9112	6.675	3.4156	6.1462	4.8237	7.9906	6.7428	6.0561	4.4919	4.4406	4.5268	4.8293	4.3555	4.6226	4.9851
U133A__CTSL2	6.6891	6.6544	6.1776	5.8575	7.9594	6.6191	7.1295	10.2184	5.7305	6.0333	7.4727	7.4576	7.8409	7.0974	6.5739	6.0122	8.0945	7.7367	8.1816	5.7412	7.1939	6.6615	6.6808	8.3407	7.0612	5.8619	6.3803	7.5018	7.1926	5.5789	6.3476	6.5624	6.5317	6.8619	5.7468	7.4294	5.8074	7.2087	6.9109	6.678	6.5078	7.0021
U133A__MYB	7.1063	6.9468	7.1427	8.3619	5.2382	6.1754	5.2894	5.4142	6.3239	6.4602	5.2946	4.9253	6.2981	5.4064	5.8573	7.3429	5.4122	4.8759	5.6105	5.5049	6.3934	7.2538	7.4732	4.4327	7.1898	5.3734	8.3463	6.7762	4.8808	7.5681	6.1527	6.5134	5.2487	5.4891	4.8102	5.5343	6.4074	6.262	6.73	6.2372	6.1827	7.4982
U133A__HK2	7.7927	8.267	9.3905	8.5865	7.1092	7.2637	6.5737	6.3978	6.9276	5.9444	7.0521	6.4244	7.008	7.3448	7.9834	7.8368	6.4973	5.5445	7.3185	6.4854	8.2568	7.2834	7.5312	7.3908	7.8934	7.3739	8.0615	7.0305	8.7597	8.3238	7.3081	8.5453	6.3299	6.9952	7.351	8.6042	7.3711	5.651	8.9271	9.8284	7.3916	7.313
U133A__MED24	6.9285	9.2036	9.9268	7.0736	6.0922	6.891	6.5397	5.784	8.2819	5.4771	6.6253	6.4028	6.381	6.6928	6.5315	6.5348	7.3363	7.2212	6.7101	6.2124	5.7215	6.6214	7.3983	6.8359	6.0875	6.6819	6.1646	5.9338	5.963	7.5758	6.1313	8.7567	6.3423	5.967	6.9219	5.7808	5.8922	6.9161	9.9358	6.1301	5.8114	7.3933
U133A__DENND1B	6.3564	7.0433	6.7197	7.3619	5.4436	5.5455	5.2652	6.0512	6.8209	6.9892	5.5922	7.1538	5.8176	6.1389	6.1945	7.6322	6.0845	6.1378	8.7131	4.9544	5.3848	5.9119	5.8	5.6715	6.3586	6.0179	6.6521	6.3554	5.4668	9.1288	7.9616	6.1495	4.6695	5.3525	5.3775	7.1013	6.5288	4.5367	7.9641	7.925	7.4448	10.3512
U133A__C17orf81	6.0932	6.0039	6.305	6.9719	9.3034	6.3511	8.2392	6.528	6.1772	6.1791	7.2188	7.2754	8.6325	7.7116	8.0863	6.1739	6.8238	7.0527	6.0851	6.985	7.2643	7.5321	6.0424	7.7869	6.1349	7.3204	7.7804	7.7558	9.3014	5.8973	6.1552	5.7549	7.1647	6.3775	6.465	7.2237	6.835	6.6208	7.2873	5.8677	7.3918	5.7307
U133A__SH3BP5	4.5669	6.8751	6.3726	7.6208	5.3896	6.2074	6.9909	5.7432	8.4108	7.7287	6.5201	5.893	6.0643	6.2105	6.1593	6.5372	4.3785	6.5156	7.5147	5.231	8.6417	8.4431	6.9531	6.5498	6.6958	5.8189	7.3821	6.1776	6.072	6.3141	5.8103	6.571	7.6624	5.2193	4.8949	6.9699	6.8418	6.3893	7.6927	5.6068	6.5363	6.8504
U133A__GPX1	8.9739	4.0916	9.13	4.1978	9.7074	8.7943	8.0487	8.6375	3.8954	7.8047	3.5472	8.4418	9.4091	9.7496	9.301	3.7548	10.5188	9.1911	8.6679	9.1332	5.2514	5.269	9.851	7.3749	3.9513	9.7794	9.7769	8.2842	10.3552	9.6262	9.4756	4.1969	8.82	10.2252	9.2677	3.2767	3.978	3.5145	4.9552	3.7776	3.3897	4.1642
U133A__TRIB3	9.0028	9.4839	9.3851	8.2841	8.1789	9.2784	7.2441	7.8627	8.1408	7.3561	7.9885	8.0431	8.3225	8.1897	8.7604	9.1229	7.2537	7.8749	8.5921	7.3169	7.7317	7.7524	6.9773	7.7019	9.4918	7.0513	9.2248	9.1973	7.9912	9.2415	9.8454	9.2335	6.7173	8.1263	7.6057	10.2862	10.5917	8.0399	8.4322	8.2995	9.0522	8.6039
U133A__P4HA1	5.7618	8.9855	8.818	8.1603	9.0919	7.1902	7.6475	6.5065	8.2364	6.6997	6.2185	7.4434	5.8957	7.3668	7.9664	6.2182	6.7204	7.365	7.7865	7.4218	6.5969	7.6202	7.498	7.5294	7.6432	7.5739	7.4626	7.2203	9.1006	7.9305	5.9222	9.3707	8.5351	7.5698	7.0624	8.8927	6.1585	6.9841	9.5099	10.0873	7.4844	8.6853
U133A__PBX1	10.6681	9.5764	9.4725	9.8965	7.1982	8.9231	6.5424	8.3278	6.6554	8.7516	7.3662	6.3245	8.2703	4.0816	6.8856	9.1327	6.7302	7.2431	8.0011	5.482	7.1916	8.0443	8.9407	5.4143	8.5418	4.6607	8.253	8.9907	5.5921	9.1773	7.7912	9.2953	7.468	4.6159	4.8149	9.5481	7.913	8.3759	9.2425	9.5066	9.3962	9.2392
U133A__TPM2	2.9737	3.2967	2.7023	3.0083	9.2246	3.0307	8.8236	6.6508	2.7736	3.2918	9.0163	7.0455	3.3028	3.2698	3.2636	3.8763	6.7663	7.9299	8.1468	9.5375	3.3478	3.2518	3.2009	4.4389	3.1689	3.4678	2.8649	3.6268	5.1117	3.157	6.4564	3.4752	8.5825	7.37	8.2812	2.8239	5.6483	3.0476	3.3862	3.4566	3.5368	2.9659
U133A__ALDH3B2	6.5658	8.7068	9.5624	8.1606	5.2722	7.965	4.8835	6.0893	7.5457	8.0414	6.9725	4.847	7.2269	5.3528	8.9681	10.1542	6.3245	4.9788	4.7615	5.3712	6.066	6.2633	10.8627	5.4095	7.7902	4.5362	10.3719	7.7701	4.6051	8.9937	8.7803	7.1355	4.5919	5.4648	4.9338	7.1044	8.5803	7.4248	8.7639	9.0773	8.5878	8.4681
U133A__AXL	4.5848	4.3447	4.6163	4.3957	9.7332	4.3709	9.0689	7.011	4.3959	4.4975	4.5981	4.2906	4.9826	5.1863	4.9555	4.2474	5.2312	9.2723	4.1729	10.475	4.5906	4.4261	4.7784	8.3136	5.0443	10.3645	4.1508	4.614	7.5333	4.2537	4.6935	4.0831	9.5546	7.5369	9.6852	4.2137	4.2126	4.5153	4.3396	4.2859	4.6527	4.2316
U133A__MAP4K4	6.0673	5.1091	6.3952	5.9184	7.3226	5.7528	7.3885	6.1253	7.425	6.5388	7.2464	7.61	6.8356	7.0288	5.4933	5.4528	6.7248	7.8366	6.6207	7.9799	6.3307	6.1541	6.5299	8.1798	5.703	6.5193	5.9015	5.0642	7.3707	4.9385	6.5018	5.1327	8.1638	8.3236	7.7847	5.9041	6.1144	6.0063	5.6747	5.3321	5.0344	6.2691
U133A__BCAM	10.151	8.1702	8.9493	8.1994	6.1925	7.2428	7.4964	8.1735	7.7114	8.0871	7.3462	6.5328	7.6031	6.7278	8.1161	7.4603	7.2592	7.7261	6.6556	7.1254	7.5406	7.3836	8.8748	6.9566	8.1709	6.6431	9.5823	7.5033	6.4178	7.9197	7.0762	9.1546	6.9064	6.5732	6.4991	9.2367	9.1207	8.013	8.2831	7.997	9.1362	7.2864
U133A__INHBB	8.9319	9.0488	9.0222	7.2062	4.1472	9.3761	5.0339	9.6701	5.4203	7.5198	6.4504	6.9645	5.8516	8.5289	9.0537	9.8052	7.5508	5.3406	7.9114	6.0214	9.2939	8.3263	6.5851	5.2305	8.5668	6.0086	6.9465	8.4557	4.3769	9.7103	8.3352	9.4064	5.8637	4.8836	5.3548	8.8214	9.0283	8.3476	7.9003	8.528	8.2419	7.9564
U133A__FSTL1	6.755	6.2572	5.936	6.4877	11.5266	6.0422	9.2564	6.8735	6.4112	6.7142	7.1585	8.8436	9.9158	7.9294	6.0962	8.8284	9.2432	9.4494	8.6058	10.846	5.9821	5.6398	5.7112	9.7716	6.2036	8.6291	5.7009	5.857	10.7336	5.6561	5.3421	5.9557	9.5334	9.6656	8.1824	5.4895	5.6432	6.6733	5.5658	5.9264	6.0053	5.6587
U133A__GRB10	4.7959	5.4919	8.5374	8.2707	5.3595	7.4569	4.8131	5.402	10.2075	6.5732	6.3604	4.9465	4.8583	6.6414	6.6836	6.2955	4.6338	6.1154	7.6347	7.8401	5.8101	5.4498	9.6632	7.1144	5.4158	6.6734	6.0157	7.1687	8.0491	5.4992	6.6179	4.9824	5.3711	4.4084	7.763	6.053	5.8099	6.8667	7.2711	4.8448	7.2124	6.1565
