Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__GPR81	4.9668	6.0516	3.5022	7.939	8.2233	3.5141	6.9006	2.868	3.5631	3.7151	8.6916	6.629	4.3242	6.9887	7.1222	5.8908	8.5484	7.3637	3.5687	5.2175	4.6384	2.9743	7.6206	7.1395	6.8412	3.373	8.2863	4.1802	8.6643	7.4676	6.8526	6.064	3.7546	3.8905	2.7273	7.8144	4.8618	5.8669	6.462	5.8118	6.8539	6.1376
EA_G__GNG12	7.9257	8.0554	9.1125	6.9215	6.2823	9.5214	5.0723	8.6155	6.8475	8.645	7.8236	7.2029	8.1673	7.6447	8.9862	8.8599	7.5179	7.3246	8.9495	9.2848	9.2523	10.1455	5.2669	6.6554	6.6615	8.7552	6.672	9.0735	6.6523	8.8439	7.2152	7.7602	9.7441	7.9395	9.8269	7.4973	8.4644	7.8464	7.0967	6.8414	6.0561	6.6101
EA_G__LTBP1	7.3215	9.4148	7.5511	7.1877	7.9194	7.1507	9.0224	6.284	6.5966	7.881	6.9605	5.8608	8.0854	5.1592	4.9346	7.9302	9.3598	8.2315	6.9216	6.8268	8.3373	10.4774	8.3129	7.2807	7.7035	8.4819	7.7213	7.6275	7.8692	6.2093	7.0011	9.2556	8.4342	5.7644	5.526	7.272	7.1967	6.9898	8.0786	7.5135	7.5491	7.3847
EA_G__B4GALNT3	7.1092	6.9649	5.6312	6.0981	8.3395	5.8707	5.7563	6.8101	7.5583	6.3181	7.2793	9.0251	6.5173	7.1681	7.1566	7.3057	6.2612	6.8762	7.7833	5.8952	8.2248	5.6841	5.8718	6.0511	6.8191	6.0185	5.9964	6.8599	6.3605	6.1138	6.6364	6.1034	5.842	7.6391	5.9322	5.8952	8.1763	6.2917	6.4298	7.3841	6.1195	6.4727
EA_G__TM4SF1	10.5837	9.103	8.6444	7.0223	10.4072	10.5797	6.7515	10.7816	9.0133	9.5101	4.7912	8.7278	11.0193	8.0929	10.0698	9.8907	7.6939	10.7058	8.5726	9.7746	11.0964	10.8372	6.659	6.9126	9.4039	8.5816	5.4335	10.4572	4.2343	10.6986	10.1197	8.2184	11.0903	9.3613	9.8035	4.5973	10.3292	8.9507	6.8106	7.9421	9.8794	5.3992
EA_G__MFGE8	7.6741	6.2973	7.9092	5.5622	6.729	7.8529	5.5358	8.7195	9.3836	9.1562	5.2872	6.4602	8.088	6.5464	6.5045	7.0548	5.4891	5.6676	7.9345	7.665	8.5882	8.5229	6.1542	6.729	6.9641	9.626	6.8217	8.7395	6.6203	6.5256	6.2627	6.3128	7.3457	8.2244	8.164	5.8954	6.711	7.0257	6.2964	8.3133	5.7129	6.0856
EA_G__LYN	6.7091	5.0314	7.5883	4.8348	5.1853	5.1028	5.0591	6.6688	6.1794	6.2336	4.7252	4.705	8.3103	7.6061	8.3886	8.7529	4.7194	5.1541	7.3798	6.2885	9.3436	5.5146	5.3756	5.2372	4.5418	7.4913	5.1404	7.6488	4.7925	6.2007	5.3564	5.3096	7.3032	7.3173	7.4683	5.287	6.1842	6.0271	6.1764	5.6508	5.0276	5.7183
EA_G__KITLG	7.1314	7.4053	4.8541	6.063	7.5518	5.6232	9.1403	6.3987	3.5706	7.2129	7.3691	8.3875	3.0446	7.41	6.8032	7.3717	6.0961	8.0787	4.6936	5.1107	5.5358	6.4225	5.7927	7.4415	6.1378	6.5814	6.0469	5.186	7.9143	6.8566	5.2791	7.6387	4.3973	4.8235	6.3978	5.5019	4.811	7.0466	5.9125	6.1408	8.1845	6.0224
EA_G__CASKIN2	7.6011	7.3359	7.6148	7.5427	8.1321	7.0714	7.8006	7.509	7.4029	7.4591	7.2616	8.3236	7.3482	7.4533	6.8615	7.0004	8.2032	7.2135	7.2855	7.1834	7.3138	6.7536	8.5084	8.6303	7.0034	7.2135	7.6133	7.2308	8.7965	7.2082	8.7073	7.608	7.3409	7.3259	7.1055	7.4963	7.711	7.4028	7.4153	7.9668	7.9551	7.8924
EA_G__MOSC1	7.2047	7.7244	5.0453	7.4006	7.5815	5.2325	8.0611	5.6455	6.4694	5.3303	7.5824	5.2939	7.148	8.4058	7.6881	6.5205	7.7703	7.7554	5.052	5.7615	5.5529	4.618	8.3247	7.9413	6.8259	5.0039	8.2946	7.9699	7.5204	7.4566	7.7944	7.1235	5.1006	9.8581	5.3711	7.2209	7.0558	6.8277	7.5493	8.2886	7.739	7.165
EA_G__TFAP2B	8.0274	4.8111	4.091	4.1293	3.9244	4.1931	4.2074	3.9424	4.4717	4.0272	4.0813	4.006	4.1887	4.5853	3.9807	4.2193	10.1895	10.6765	4.307	3.9181	4.5139	4.147	4.5441	4.4439	9.6793	3.9839	9.4045	4.2918	10.0043	8.8956	9.6539	4.9563	4.7782	4.521	4.3189	4.2268	9.5562	7.865	5.0072	4.0677	10.6626	4.7639
EA_G__GPC4	5.1104	3.5621	5.2864	6.2868	5.1995	3.7073	3.8111	8.8753	5.5451	7.9676	6.8208	3.8903	5.23	3.9947	5.3175	5.8796	4.2999	5.083	7.0786	4.5048	6.9533	4.8186	4.7221	6.6727	8.2116	3.5094	6.5707	3.6208	4.4385	4.4442	5.4234	3.7719	6.4853	4.2966	3.9069	7.6735	4.597	5.5025	4.9544	6.9826	4.2425	4.573
EA_G__AQP3	8.5634	9.4605	7.3208	5.9982	5.7402	5.9284	6.21	6.9181	8.7753	6.0722	5.6465	5.5676	5.9591	8.5193	8.8965	7.1712	7.7883	7.8163	7.6078	5.6859	6.9894	5.8908	8.5796	8.3327	6.1119	5.6588	7.0604	7.3994	7.2701	6.9905	7.1901	9.9423	5.7893	6.6768	5.8468	9.0342	7.6002	5.8771	6.6367	5.7694	9.1742	5.8237
EA_G__HLA-C	8.1948	7.0379	7.4655	9.3222	9.7658	9.1193	8.0343	8.5693	10.3684	10.0251	8.0582	9.8213	8.6382	8.2471	9.9243	8.4606	7.0463	7.3347	9.6674	8.6105	9.6861	7.4422	7.2764	7.3082	8.3373	9.5616	8.6802	7.5842	9.789	8.9824	8.7418	6.7131	7.8177	7.9329	8.0271	8.2549	10.8568	9.1101	8.358	8.1519	7.0686	7.2261
EA_G__ST6GALNAC5	5.9522	5.516	5.6332	5.5457	5.3218	7.7685	5.2248	8.5429	5.7012	5.7852	7.0975	5.2275	8.0197	5.6697	8.2565	6.8828	5.5193	6.238	9.2436	9.2887	9.1363	6.0635	5.6634	5.8365	6.786	5.8298	5.8212	6.8403	5.3974	7.3398	6.0806	5.9393	5.5472	7.7935	6.4576	5.5097	5.4934	5.7869	4.7809	5.1216	5.1008	5.7477
EA_G__MEGF9	7.0461	6.094	6.6923	8.7061	7.4811	5.822	7.6443	5.9558	7.2222	6.1581	6.9122	9.1405	6.0661	6.5113	6.1046	6.7453	7.5722	6.5073	5.9738	6.1278	6.3046	6.2887	7.6627	7.5047	7.6915	5.9312	8.2692	6.1493	9.7645	8.6638	7.6239	6.2421	5.741	5.513	6.3937	7.5167	7.3731	7.5806	8.0296	7.315	8.3711	7.4477
EA_G__ETV5	6.2865	4.3272	9.1423	7.3578	5.0088	6.9009	4.2365	5.8917	6.4816	7.5422	7.6289	4.0637	6.2938	6.6339	8.6748	8.1477	3.9975	4.5278	8.0022	8.106	6.3993	8.4113	5.8307	5.215	4.6177	7.0525	6.8419	7.8838	4.0658	6.391	5.5641	4.6071	8.3688	6.1142	7.3205	7.1489	8.6807	7.6779	4.437	7.0861	4.0131	3.8071
EA_G__KIRREL	7.5887	5.9225	6.9042	5.6081	5.7258	10.3544	5.5244	9.7389	9.3978	9.7405	5.3224	5.3906	10.1946	8.1	9.2642	8.6382	5.5212	5.5174	9.3051	9.8443	7.0456	9.2853	5.8194	5.7806	5.2632	10.0757	6.4854	8.5703	5.2519	5.8751	6.4035	5.6421	10.2171	8.5799	9.3106	5.6723	5.8787	5.7361	6.8062	6.3514	5.7109	6.6927
EA_G__TRIM2	7.2597	7.137	9.7699	4.7722	6.2387	6.1651	4.1329	6.8984	4.7266	4.0395	7.2581	7.8881	10.0237	5.7033	7.2513	7.1482	5.4603	7.8224	6.3703	8.1367	7.9034	5.5586	5.3959	4.7806	5.6146	5.1671	5.8051	6.2862	5.6734	4.4196	4.8522	7.0445	5.4075	6.4668	5.7009	6.3436	7.9216	6.7716	6.2338	5.5356	4.0568	4.1308
EA_G__DAPK1	8.9532	4.6543	4.198	4.9839	5.432	4.4592	4.2831	8.6502	8.8307	5.3304	7.8309	4.8701	4.8078	5.0352	9.0553	7.5061	4.3889	5.5257	6.0966	7.5478	8.9386	4.2903	4.5903	4.4422	5.4142	7.3737	7.8863	4.1997	4.5624	8.8908	5.1879	6.1992	5.0654	8.4505	4.3745	6.9328	6.3755	6.2194	4.7905	5.8225	4.6603	5.1694
EA_G__XRRA1	5.7765	7.1913	5.7442	6.8953	7.0019	6.751	9.0243	6.2267	6.1716	6.0347	6.7577	7.4104	6.3959	6.8068	6.1913	6.7148	6.9976	6.6006	6.1169	6.3403	5.6784	6.9339	6.3593	6.4787	8.9478	5.6325	7.292	5.8769	6.7333	6.2248	6.2942	6.7648	6.319	6.0596	7.3182	6.4957	6.4856	7.0542	6.8012	6.902	6.1429	6.3133
EA_G__AMOT	7.4757	6.3747	6.7421	5.7743	5.5562	6.6864	5.1458	7.2264	6.3119	6.6321	4.9711	6.104	6.3481	5.0213	5.5256	6.1404	5.429	7.617	6.0115	7.2629	7.7889	4.9164	5.2089	6.1396	7.022	6.908	7.2307	4.8627	6.3627	6.935	5.8527	5.2869	5.6474	5.7734	4.8001	5.5353	5.9797	7.0603	5.2387	6.6051	6.1945	6.9362
EA_G__PXMP4	8.0834	8.9046	7.882	5.2497	7.8843	7.8873	8.6164	7.7706	6.0246	7.3667	9.3589	8.5329	7.1034	7.101	7.44	6.2103	8.5107	5.7135	7.4931	7.5792	5.2531	7.1659	8.1338	8.2939	8.034	7.0092	9.098	6.47	8.0163	8.7127	8.6084	8.904	7.1319	7.7288	6.6909	8.0563	8.6365	8.1254	9.6272	4.7825	9.4987	7.5512
EA_G__KLRG2	6.9239	8.089	6.5067	8.4057	7.5283	6.4	9.6446	7.8073	7.8405	6.0509	7.7071	6.9473	6.3701	7.4151	7.5596	6.6501	7.6893	8.4247	7.0207	6.3157	7.1726	6.2275	7.2573	7.355	8.1612	6.4254	8.7608	6.1478	7.9256	9.0586	8.2741	8.7105	6.5291	6.5715	6.701	8.0547	7.249	6.6918	7.2045	7.9626	8.9974	8.1477
EA_G__LOC124220	8.934	7.4736	6.5045	8.0215	8.0349	5.4055	8.8675	5.9469	5.7857	5.9124	7.9883	7.6471	5.8141	6.6156	6.0411	5.8713	8.307	7.8574	5.7468	5.5707	7.5995	6.7221	8.0322	7.9345	8.4762	5.7493	7.8782	7.1355	9.1801	8.6759	7.6816	7.9156	6.0924	6.2257	6.4568	6.7771	7.0487	8.2349	8.0054	8.3906	7.3629	7.7702
EA_G__RBP1	4.8403	5.9552	5.457	6.6656	6.0731	5.2736	5.9034	9.2259	7.7798	5.7334	5.6325	8.3341	5.4096	6.5517	8.8984	7.9803	5.6123	5.797	6.2743	7.3786	7.6065	5.3195	5.4454	6.0751	10.828	7.1653	6.181	5.6685	5.5169	8.7108	5.8746	5.5847	5.6237	8.4724	5.6264	5.294	10.3371	5.7197	5.646	7.4831	5.5608	5.3198
EA_G__ABCD3	8.0706	8.5544	8.1513	7.6145	8.5018	7.8171	8.6562	7.2693	7.5809	8.6903	8.75	8.8656	8.5035	6.866	8.9051	8.1507	8.3039	7.9655	8.0947	8.2058	8.9356	8.0793	6.8327	7.1561	9.1548	7.6698	7.2648	8.7925	7.6617	9.0646	7.2414	7.932	7.7466	8.6189	7.6636	8.5949	8.3414	8.0512	7.576	7.7226	7.1523	7.1825
EA_G__PLA2G10	8.5249	7.4097	5.9502	6.2138	6.5712	5.9734	6.4801	5.8603	6.1584	7.2084	6.4113	7.186	6.003	7.7286	6.572	6.2121	6.3304	7.2149	6.2563	5.4353	7.149	5.9167	7.1404	6.5337	6.9787	5.2459	8.2977	5.5339	7.2334	10.1074	6.4499	7.7312	6.1785	6.1912	5.9954	6.0704	5.9926	5.8723	6.6205	7.9511	6.6977	6.1379
EA_G__ARHGAP26	8.5421	6.0343	6.7683	5.2012	5.6362	5.4373	5.9076	5.9907	6.8852	6.9546	5.9095	7.4606	6.1525	5.4581	7.3444	6.7838	5.2654	4.8999	6.3635	5.1735	6.7521	5.8445	6.1472	5.5005	4.5885	7.2821	6.2599	7.1542	5.8499	9.2324	6.3331	5.6871	5.7467	5.8442	5.9975	6.3155	7.561	6.3191	5.9047	6.4902	5.7331	5.1441
EA_G__NAT9	8.1593	7.8306	8.3091	8.0459	8.4237	7.7876	8.4994	8.6647	7.5253	8.564	8.8338	9.219	8.2806	9.0493	8.0557	7.8334	9.6384	7.8629	9.0283	8.7203	7.8613	8.7642	7.84	8.1418	7.8169	8.8001	8.483	8.7994	9.7072	7.8432	9.3691	8.6332	9.1259	7.9788	8.2836	7.7963	8.21	7.5803	8.9098	8.3649	8.733	8.8322
EA_G__EPN3	8.6199	8.2278	8.0466	9.6436	8.7561	6.3758	8.069	7.4293	7.116	6.3802	8.672	8.7373	8.1351	7.9438	6.843	7.7746	10.1126	7.7472	7.1172	6.3093	7.9575	6.3471	8.673	8.446	7.6968	6.1877	8.7465	6.2349	9.6115	8.2606	8.6589	8.2641	6.6755	7.3269	6.6283	8.2206	7.2364	8.4764	8.7652	8.4147	8.8978	8.7596
EA_G__HIG2	7.7193	10.3182	7.6916	9.7982	8.3094	7.1806	8.8925	6.8114	9.2443	7.6533	8.9429	8.8777	8.7612	7.0476	7.034	6.886	8.9602	9.728	7.6702	6.7164	7.1713	7.7054	9.4173	8.7386	7.9982	7.3557	9.539	7.2633	9.5566	8.4201	8.6189	9.6608	7.134	7.2611	7.6784	8.9239	8.0475	8.4674	9.1108	7.9012	8.5845	8.2687
EA_G__C1orf59	4.0462	5.9214	8.1364	6.4526	6.5184	6.7074	5.058	6.5967	5.0443	5.9141	7.5373	6.9685	7.3582	6.1121	7.7627	5.9695	3.919	6.7108	7.0974	7.7783	7.4766	6.0476	7.3421	8.0059	4.5237	6.7943	4.9224	4.0653	4.851	5.4037	4.7035	5.8239	7.009	7.441	4.2542	6.674	6.6878	4.8193	3.7379	7.1683	3.7184	4.4076
EA_G__ERRFI1	8.1341	7.5702	8.7043	6.603	7.3203	8.6141	6.7365	7.8389	9.4325	7.4122	6.6906	7.5325	7.394	7.2591	8.2775	8.8433	7.5358	6.9059	7.3531	7.017	7.3158	8.0267	6.6888	6.1651	7.6397	5.1415	6.9321	8.6333	6.2681	6.6757	6.8775	6.909	8.4482	9.4221	8.6958	8.3408	8.7294	7.8365	6.4471	6.9978	5.8399	6.0896
EA_G__CFL2	5.5759	6.2396	6.251	6.3734	6.0658	8.7936	4.5717	7.1761	6.166	7.4999	7.3432	6.5647	6.9818	6.4944	6.1673	7.0448	5.8519	6.2266	7.5471	8.3928	5.6348	8.126	5.8954	4.952	5.0397	7.5996	5.2804	8.0775	5.6671	5.3072	4.1366	5.8516	7.78	6.119	7.9761	6.6884	4.9737	5.9966	6.4361	6.0929	4.1521	6.2777
EA_G__LEPREL1	5.7216	5.3689	8.7317	4.9851	4.4724	10.3012	4.557	8.9252	6.2886	8.0287	4.8272	4.6886	7.0575	7.3377	10.557	8.7823	4.979	4.9267	6.6553	7.275	10.0194	7.8041	5.1104	5.2716	4.6323	7.7667	5.025	8.5047	4.5016	8.1409	5.3213	5.515	5.8187	7.5245	8.0967	4.9053	5.1145	5.3778	5.2092	5.118	4.9238	4.7824
EA_G__VIM	5.3344	5.158	5.9012	5.9379	5.5988	10.7977	5.4171	11.3817	8.0182	11.1534	5.2627	5.1136	9.4485	5.5819	6.772	7.9764	5.239	5.4915	9.8841	10.9289	7.2613	11.442	5.4061	5.6065	7.7675	11.8277	5.75	10.3946	5.2262	5.1511	5.8853	5.6673	11.8249	7.839	11.273	5.4748	5.4106	5.6659	5.91	6.5815	5.3475	5.5621
EA_G__LOC493869	7.5675	4.5883	6.8253	6.5814	6.1373	9.9093	3.4796	6.1974	8.7434	9.0133	2.7338	6.9972	7.0989	7.0566	6.7197	7.9293	7.2688	4.9328	8.408	8.8576	8.31	8.9892	6.3644	5.0232	6.2845	9.1317	6.159	8.3857	6.483	7.7228	4.5915	3.9953	9.3612	8.0153	9.2636	9.5856	8.1735	5.9401	8.3805	5.4012	4.2873	7.5247
EA_G__MSN	6.7845	5.5245	8.9289	4.0134	4.419	10.3783	4.1022	11.3117	10.2913	10.364	4.1309	7.0685	10.7693	10.103	9.5137	10.4191	4.3616	4.4627	9.6207	10.8946	10.6461	10.7237	4.1429	4.7797	6.5085	10.1759	5.7957	10.8438	3.9279	8.4521	5.0086	4.469	10.7101	10.614	10.7822	3.9763	6.4413	4.674	4.3941	4.086	5.8385	7.8425
EA_G__ANXA1	9.3451	3.6072	8.2376	4.0476	6.3945	10.2017	3.5434	10.6675	5.6443	9.7178	5.7747	3.241	9.4661	10.3797	10.7509	10.8582	5.3532	5.1369	10.5083	10.031	11.0436	10.0326	3.448	3.7029	7.6301	10.0666	7.3355	9.9841	4.7581	8.4359	3.764	5.1137	11.0653	10.5969	9.902	8.9069	10.2567	8.2487	5.7561	3.9458	3.0291	3.6732
EA_G__SESN3	4.5583	4.7487	2.8018	4.9115	4.4541	3.021	3.1262	5.8558	8.0847	8.6996	3.2049	4.5252	7.9282	4.7009	6.0989	7.462	3.035	4.0826	5.7533	4.1203	7.8565	4.078	3.8719	6.2761	6.9638	5.4794	4.7308	5.6164	6.2569	6.7313	5.2385	4.3555	6.3237	4.5309	3.2875	4.8698	7.5135	7.2797	3.0218	6.6973	6.2231	5.3527
EA_G__ABCC5	5.9535	8.05	7.5093	8.3158	8.0661	6.8239	8.6461	6.9295	6.5499	7	7.9766	9.0062	7.5615	7.5179	8.4078	7.2503	8.0671	9.2941	6.922	6.4032	8.0915	7.2329	8.4363	7.7763	6.6309	6.5591	7.5629	6.0979	8.1434	8.4676	6.6576	8.1011	6.0554	6.2323	6.02	9.9184	5.7974	6.9504	7.7622	8.1707	7.3995	7.4722
EA_G__LPHN2	5.9496	5.9135	5.9626	4.8698	5.8907	9.8463	4.1827	8.8835	8.5265	8.1494	6.7013	5.553	4.0877	4.3555	6.0773	5.5284	7.006	6.9108	7.0534	7.8955	8.7157	8.649	3.9831	4.0529	7.2988	8.6443	4.0015	9.052	6.601	4.6639	4.5698	6.4479	8.079	8.2552	5.8779	8.6784	8.7407	4.667	4.4183	8.4316	4.8237	5.4047
EA_G__AKR1C3	8.0916	5.8327	8.5037	3.7726	4.7068	5.4481	3.7124	7.3325	6.3418	10.6601	6.7336	3.9747	3.603	9.7453	7.0165	8.7086	3.8587	4.4783	8.7665	8.2096	9.9154	5.3562	4.0953	5.5774	4.9131	6.6928	6.7088	5.1815	4.8762	10.6157	4.4237	4.1457	4.9186	6.397	8.0434	8.6478	10.3838	6.251	4.6757	3.9799	4.0118	4.8184
EA_G__PELI1	5.9647	6.6992	7.8396	5.8345	5.9866	5.4567	4.6227	8.9332	8.9104	7.3857	6.6035	8.0533	8.0148	7.0929	7.9337	7.2112	6.8029	6.9788	7.5129	7.2449	8.2749	6.8893	6.478	5.1032	8.3341	8.8709	5.3363	7.2298	6.4351	6.7005	4.5744	6.6792	5.746	6.9879	5.8423	7.0353	6.5437	5.4903	6.1422	7.253	5.8788	5.7152
EA_G__PRKAA2	8.0302	4.662	7.4372	6.785	7.1607	3.6146	3.5888	6.7853	4.3759	3.844	7.8428	7.047	4.9962	4.6438	5.4194	7.5108	7.6447	6.1764	8.9101	5.5563	7.0928	7.0815	3.4372	4.4841	7.5284	4.0888	5.4735	8.2387	6.3459	7.3935	7.3877	4.6852	7.404	6.4435	4.3005	9.8826	8.7004	8.7343	7.2639	7.2116	5.8771	6.11
EA_G__NCAM2	3.816	4.1347	3.568	8.0462	8.1654	9.1486	9.8166	3.7322	3.5577	3.8641	7.8067	8.7152	4.455	5.3325	3.6916	4.4058	4.5234	5.2566	3.904	3.5774	3.8887	4.4973	8.406	8.0627	7.0585	7.1285	6.3664	3.9935	8.4651	9.355	7.8803	5.3409	3.8289	3.9723	6.5092	4.9516	4.2984	5.7731	9.9927	6.3459	7.5498	5.8347
