Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__PRNP	6.1952	7.6265	8.3038	4.4988	6.3549	8.3473	2.8621	8.8473	8.0052	3.5182	8.5845	9.0397	9.2202	8.6949	6.9932	8.0449	9.5522	7.329	9.3616	5.659	4.5659	3.7609	8.366	6.9978	8.3535	5.8395	3.3305	4.0872	7.1137	7.4428	8.3248	8.0389	5.8058	8.428	8.4491	6.0263	6.8121	4.5816	5.6471
U133A__PHLDA1	5.8382	4.4531	7.9418	4.5088	4.1534	6.2364	3.6929	5.9748	4.3261	4.9452	5.4819	8.5993	8.0713	8.0033	5.8991	6.5052	8.8726	6.6058	9.3967	4.738	4.353	4.468	7.4466	6.5506	9.4625	4.3342	4.674	3.9009	3.6627	8.757	7.7525	6.9589	3.8358	7.0777	3.679	6.5088	4.2782	3.659	3.5303
U133A__PLOD2	4.3063	7.3206	7.0262	4.5369	6.9176	9.2988	4.8502	6.7221	4.8014	5.6396	6.5382	6.0955	7.4393	8.281	4.2286	6.6365	8.4281	8.6329	8.0595	6.0565	7.9788	4.0323	7.7046	4.7658	7.3204	6.5491	6.0127	5.6189	6.3062	5.0164	7.6348	5.9357	4.2051	7.5965	4.8868	7.4106	8.3946	5.5846	6.5638
U133A__CAV1	4.2859	4.1942	8.1428	4.49	4.2497	10.769	3.9335	10.2245	4.1066	5.7522	4.5139	10.4314	9.7651	8.6141	5.3759	8.5934	9.5218	8.7912	11.4435	5.6543	6.486	3.9209	10.4205	4.2274	10.5667	4.3654	4.8546	3.8748	5.5985	10.5467	9.5059	10.8746	4.009	5.6255	4.2529	4.2671	4.1429	3.9104	3.9756
U133A__PAM	6.5936	4.9904	5.7176	7.0863	6.6673	8.1748	5.0662	9.5932	7.0482	4.3977	8.7907	6.5625	5.8	6.8941	4.3226	7.3707	8.0552	9.9862	6.6152	4.9939	6.885	5.1649	7.0219	5.2092	7.6517	5.7571	4.5287	5.2073	4.5169	7.177	6.6648	6.9385	8.2732	8.5536	5.5328	7.2031	7.9912	5.8766	6.8036
U133A__CDC42EP3	6.5387	5.3841	7.4184	4.6925	3.6723	4.5565	3.1213	6.9265	4.1005	3.5236	5.3886	7.7389	6.2455	6.0531	5.6163	6.6861	4.9871	4.6904	8.1804	3.4122	3.5095	4.5022	5.9676	4.1611	8.5465	4.5654	4.5823	3.2159	3.9786	4.1004	5.9385	6.0244	3.4122	6.797	9.3553	4.4616	4.6908	3.2918	3.4654
U133A__CTNNAL1	6.8072	5.2576	9.176	6.5586	5.9492	9.2333	6.7237	8.725	5.2291	7.0447	7.3007	9.0378	6.3929	8.7139	6.4033	6.7594	7.8544	6.5949	8.1258	6.7643	6.5967	7.0346	9.6872	6.7579	10.2032	7.1815	7.3743	6.467	5.4645	8.052	8.7128	8.9356	7.388	4.743	6.401	7.5563	7.1744	5.9706	7.1552
U133A__TUBB6	4.8682	6.5678	8.0465	6.253	4.4901	9.8768	4.9213	8.3339	9.2657	7.3934	8.5949	8.9081	8.7762	7.6112	6.6415	9.8152	9.8057	8.0943	9.7499	8.3425	7.4325	7.8191	10.4802	5.4732	9.0045	7.5802	5.0843	5.1846	6.5456	10.1106	9.4057	9.6441	5.1798	6.0299	5.5564	7.8651	8.1612	6.4891	9.5322
U133A__APOBEC3B	5.6539	4.2711	7.2004	6.5459	6.1597	7.1609	5.2836	8.8535	7.4971	5.6452	7.898	6.4634	8.5401	6.9878	6.3674	7.4904	3.9548	4.6104	8.1097	4.2584	5.2772	6.7787	7.0989	5.8155	8.1658	6.4705	7.6752	7.7664	4.3131	6.0569	7.041	6.4845	5.3145	8.5005	3.7522	6.726	5.4782	6.346	6.0347
U133A__CD58	6.4278	6.9993	9.1992	5.1218	5.9691	7.2698	7.0005	6.5853	6.1494	5.5493	6.654	7.2465	7.9814	7.1512	5.828	7.2986	7.4893	8.4123	7.5015	6.8778	6.6956	6.5988	7.6528	5.1406	7.857	5.4702	6.611	5.2182	6.4312	6.6742	8.3999	6.6873	6.3553	7.3477	5.3401	6.1602	6.1292	6.199	6.7084
U133A__LEPREL1	5.2728	5.3422	8.3477	5.4569	5.0282	9.3138	5.5085	7.9786	5.848	5.3502	6.5309	7.5076	8.3214	7.2828	5.1026	5.8493	7.0181	9.188	7.5821	5.5045	5.6844	5.199	6.6369	4.9666	7.9034	4.9339	4.9033	5.3148	5.5942	6.252	5.3512	7.3962	5.376	5.3514	5.1657	5.3306	5.109	5.1199	4.9922
U133A__KRT19	11.6554	11.9776	10.9191	11.935	12.491	3.995	11.6489	10.8671	10.3292	12.2228	3.8177	10.8381	4.5913	4.6342	12.4618	11.0216	10.3341	11.7799	3.831	10.65	11.6347	12.2467	4.0939	12.0447	7.2772	11.6624	11.784	10.9377	12.0028	3.9802	10.1275	3.2941	11.8623	11.6439	11.4468	12.1604	12.1037	11.9516	11.561
U133A__COTL1	3.8873	6.1669	10.3469	4.9965	7.057	8.685	3.9985	6.2075	4.6672	5.8737	7.9639	9.1007	8.7132	9.1908	4.9764	9.1278	8.7305	8.2581	8.4075	6.502	5.7289	4.8017	7.2017	5.5067	8.776	5.4758	5.1598	5.832	5.7785	6.831	8.3543	8.6649	5.26	7.8287	6.4731	6.115	5.3958	4.3443	5.3925
U133A__GLS	4.4195	5.7518	7.2918	4.0759	4.3543	6.6791	3.7784	7.3472	5.1229	5.2186	7.3126	7.012	5.7987	5.3433	5.3827	5.5398	7.1731	7.3676	5.5516	5.2015	5.0259	4.7226	6.4009	4.2736	7.034	4.1183	4.9112	3.4156	4.8237	7.9906	6.7428	6.0561	4.4919	4.9067	4.4406	4.5268	4.8293	4.3555	4.9851
U133A__ISOC1	5.1663	6.6553	6.119	7.541	8.1396	5.287	9.2407	5.7943	7.3405	8.0976	6.9094	6.4093	6.761	6.1868	6.9766	6.6684	5.8931	5.609	5.2129	7.5138	8.045	8.8911	5.4164	6.7959	6.9834	7.4249	7.287	7.952	6.9193	5.8083	6.542	6.1968	6.8505	6.9708	5.616	6.3399	6.6446	7.5794	7.608
U133A__GNG12	7.5942	7.7849	9.0112	6.4664	6.5978	9.7447	5.7435	7.6541	6.3405	6.7824	8.0676	8.631	8.0184	7.7945	7.4507	8.4371	8.502	9.4671	10.163	5.8447	6.4708	6.9607	8.6305	6.6815	9.2273	6.8388	8.3046	7.625	7.4958	9.7275	8.1413	9.2598	7.333	9.1562	8.3668	6.9594	7.5017	6.9873	7.0425
U133A__UPP1	5.0584	5.6322	8.7015	4.9845	5.0589	6.9232	5.299	5.9974	4.9958	5.0688	5.6954	7.8197	6.1613	9.6091	5.0163	6.3642	8.1216	6.4785	7.3965	6.2153	5.1453	5.9254	8.1145	5.4148	6.9723	4.8951	5.5995	4.8817	4.624	6.9538	8.4167	7.2426	5.2043	6.6928	5.3043	5.2285	5.6796	5.0327	5.1655
U133A__ATP2C2	6.3307	6.2095	5.2594	6.78	6.1865	4.7505	6.4084	5.4049	4.9367	6.2669	4.6402	5.5946	6.105	5.0725	6.7137	6.1365	4.8823	5.9041	4.6599	6.1516	5.6878	5.0964	4.7406	6.6441	4.5629	6.3763	7.4543	5.9877	6.6966	5.0115	5.5817	4.528	7.6748	7.6835	6.0596	5.6751	6.1125	7.0079	5.4811
U133A__C14orf147	7.7955	8.3373	6.6856	8.171	8.4945	6.8873	8.2934	6.7264	6.9095	8.3919	6.5508	5.5822	7.4452	6.6456	8.6093	8.602	9.9961	7.2904	5.9391	7.7385	7.521	7.7687	6.7347	7.8353	7.4272	8.6416	8.0875	8.3295	7.9421	6.3528	6.4246	6.1853	7.4063	8.0512	8.3688	6.4358	9.3596	8.4628	7.7993
U133A__TESK1	6.1277	6.4533	6.6844	6.2831	7.0087	6.1632	6.7421	6.6612	6.773	6.5293	6.5209	6.533	5.8371	6.3716	10.6915	6.4996	6.3326	7.0714	6.205	6.4097	6.3519	6.8934	6.7607	6.6341	5.7422	7.5346	6.8662	7.7649	6.2511	6.2481	5.9159	6.4373	7.9816	6.5213	6.8686	6.5403	6.1772	7.1722	6.9118
U133A__NEBL	7.1562	7.471	6.4486	7.9659	8.3793	4.4277	8.0852	8.1581	5.8258	8.7265	4.729	4.5974	6.1047	4.8275	8.4438	4.7794	5.3089	8.8448	4.5196	7.2791	7.7379	7.7128	4.3245	6.2351	4.2596	7.1621	7.8028	6.5042	7.6328	4.692	4.966	5.6682	9.7977	8.5099	6.3427	7.0842	8.2432	8.448	7.1828
U133A__TRIL	6.45	7.691	4.9883	5.7803	8.2706	4.3206	6.0987	4.8923	6.7164	6.9271	4.5574	4.0993	4.5377	4.618	7.1386	4.4006	4.3815	5.8478	4.3545	4.9991	5.0011	7.308	4.4089	5.3409	4.5657	5.6758	4.9838	5.7791	7.6403	4.4034	4.3459	4.6801	7.0693	7.903	5.9149	7.3008	6.3524	6.3898	4.6888
U133A__MEGF9	6.1887	5.2454	5.728	7.1921	7.8359	5.352	6.5592	5.4416	7.4246	8.1128	5.4149	5.8697	5.8965	5.6407	5.7681	5.6285	6.0475	6.4887	5.5942	7.7911	6.5321	7.1962	5.0869	7.0854	5.5495	9.258	7.1866	6.6597	5.7238	5.1876	5.0277	5.331	6.8868	6.9558	6.8659	6.6887	6.5666	6.1345	6.9286
U133A__TBC1D9	6.3771	7.496	5.581	6.0691	9.2575	4.8144	7.0148	4.3359	5.6622	8.2883	5.4965	3.5309	5.9846	5.0743	7.5382	5.0659	6.6908	7.3101	6.1223	6.8606	8.7386	8.2356	5.9894	7.447	6.3818	8.4877	7.2127	5.1711	6.5539	5.0828	4.6908	6.4141	8.6955	7.7167	6.6034	5.0197	7.5227	6.7933	7.8456
U133A__PPFIBP2	6.7549	6.3345	4.8049	7.4348	6.1149	4.4968	6.0418	6.4455	5.3026	5.1869	5.4586	4.7554	5.4037	4.6165	7.4999	5.2311	4.6232	5.0742	4.2075	5.4242	4.8287	5.6702	4.5175	7.6244	4.6322	6.4314	7.3432	7.8022	6.3835	5.0991	4.7511	4.6531	7.8773	6.6225	6.8047	4.696	7.4245	6.0795	4.9504
U133A__SELENBP1	8.8083	9.7924	6.2626	7.6433	9.2375	4.404	8.985	8.8748	7.4447	7.9249	6.8402	4.8861	6.996	5.9103	8.3716	5.1255	6.3603	8.2953	5.4059	5.6645	7.5547	7.3078	5.0839	7.755	5.9437	7.8378	7.8349	9.293	9.5222	5.4631	4.9068	5.4815	8.5464	8.5024	8.8177	7.1748	8.0832	9.6663	8.0155
U133A__HK2	7.7927	8.267	6.0513	9.3905	8.5865	7.1092	7.2637	6.3978	6.9276	5.9444	7.0521	6.4244	7.008	7.3448	7.8368	6.4973	5.5445	7.3185	6.4854	8.2568	7.2834	7.5312	7.3908	7.8934	7.3739	8.0615	7.0305	8.3238	8.5453	6.3299	6.9952	7.351	8.6042	6.437	7.3711	5.651	8.9271	9.8284	7.313
U133A__TSPAN13	9.6774	10.0953	8.3777	10.249	10.7603	5.511	9.5712	7.7338	7.6575	9.9233	6.7565	9.5285	9.5561	9.2752	10.611	8.413	7.5481	10.2011	5.4571	9.1734	9.4408	9.5767	7.3108	10.1409	5.6786	10.1128	10.3424	9.7301	9.8614	8.6711	6.8176	6.1061	11.0026	10.0425	11.2545	10.2015	10.0762	10.0917	10.3821
U133A__COL6A1	6.9732	6.3156	6.0991	6.3956	6.2876	7.7987	5.9948	8.9878	5.7568	6.6083	8.0962	7.3804	6.3507	5.6124	5.8936	6.4987	9.1927	5.4538	10.8531	6.5479	6.2493	5.8409	11.2448	6.8487	6.5369	6.4207	5.7732	6.0757	5.7873	9.5167	7.8725	6.8032	6.018	7.0157	6.5026	6.3931	7.0413	5.7191	5.9583
U133A__TSC22D3	8.6296	7.6905	8.256	8.0938	8.2768	6.8298	8.046	6.3736	7.4189	7.9939	6.8413	6.5075	8.4426	6.8274	9.6233	7.1738	7.9296	9.0921	5.9813	7.7376	8.113	8.7906	6.4745	9.6575	5.5423	7.798	9.5332	8.5134	8.297	7.2593	7.1095	8.0444	7.5857	10.0225	10.701	6.4267	10.173	9.4171	7.5559
U133A__RND3	9.2212	8.0358	9.2186	6.583	5.7807	9.5701	6.3813	10.1356	7.1855	4.6386	8.8115	8.5677	9.8172	9.7581	10.8218	9.5237	9.8118	8.7922	10.6323	8.3719	7.8108	8.0078	9.4195	8.1009	9.0001	6.4467	7.7819	9.1513	7.8503	8.2474	8.9026	7.7138	7.7559	9.437	9.2065	7.8362	7.1121	5.8681	5.3049
U133A__PLAUR	7.2636	7.0817	7.6566	6.3774	6.0661	7.9196	6.3478	8.6018	7.3217	6.6571	6.7499	6.7768	7.13	8.4113	6.8516	8.1211	7.2534	7.3607	8.1234	6.4877	6.4579	6.6082	6.9693	6.7436	8.9904	6.1449	6.6998	6.2084	6.715	7.4222	9.277	7.1697	6.0395	6.8223	6.7814	6.3108	6.3435	6.3425	6.7746
U133A__RHOB	10.4942	9.873	6.3164	11.0388	10.4831	6.7962	11.0472	6.5967	5.3472	11.2735	6.8223	5.304	6.3977	6.8571	9.5881	6.7605	5.6554	4.5314	6.3916	9.3614	9.9117	11.0411	7.4355	10.1894	6.7163	10.5222	9.9235	10.7721	10.9564	5.3243	5.6316	8.7454	9.5754	8.1457	9.765	9.1037	9.9938	10.6561	10.3209
U133A__CRIM1	6.6823	5.0556	7.7575	4.5538	5.2347	6.6582	3.5903	7.9088	5.0214	5.8645	5.4013	6.6716	6.0828	6.2967	6.6118	6.6738	6.5511	6.4677	7.6681	4.209	4.0619	4.8435	6.3739	5.1213	8.3257	4.25	5.0642	4.1324	4.8529	6.1856	4.9762	7.7736	5.3263	5.4297	7.3237	6.0612	4.7611	3.0831	4.056
U133A__STK17A	4.9501	5.586	8.279	5.9762	6.0216	6.566	5.4767	6.4057	6.6561	5.4821	6.0291	8.4562	5.8604	8.8451	5.3348	6.9874	7.7161	7.9924	7.3272	6.1679	5.637	4.929	8.7568	5.3935	7.6759	6.849	5.6005	6.2104	5.4237	7.6464	7.6153	7.0711	5.235	7.7935	5.8133	6.2781	5.7631	5.1737	6.3458
U133A__WWTR1	5.5378	5.4353	5.7299	3.966	4.1743	7.3987	3.3913	8.3892	5.0729	5.616	6.4266	6.3704	8.6394	6.8808	8.0557	6.9231	9.3347	8.5677	7.4314	3.8181	3.8193	3.4958	6.5088	4.0356	6.9541	4.5266	3.6265	4.75	5.0238	7.8837	6.1643	5.4187	3.2832	6.5895	8.0272	5.8601	6.6523	5.1135	3.6301
U133A__MYL9	4.7297	4.7978	8.5122	4.3871	5.1373	9.1832	8.8391	8.4341	4.0346	5.7648	9.6218	6.0583	4.625	4.5724	4.813	9.5538	8.1157	4.8778	9.6227	4.8854	4.7024	4.6027	8.4701	5.1536	7.1009	4.6393	6.8697	4.2936	4.5311	8.308	6.9483	4.9714	4.4915	5.1012	4.7852	7.4332	7.2213	4.811	4.1039
U133A__FJX1	6.5939	4.9534	5.2022	5.1338	5.6537	7.6143	5.2415	5.7766	5.3144	5.5751	8.4788	9.4197	5.9251	7.3678	6.3201	5.9498	5.4115	4.6526	6.5954	5.4403	5.4523	6.721	7.1474	6.4742	7.4808	5.9475	6.7105	6.7111	4.6379	6.7667	7.656	7.4484	6.3312	7.0899	7.5153	7.9006	6.3415	5.6275	6.4607
U133A__FST	6.5894	6.5399	6.4906	6.4947	6.3964	7.1555	6.4063	8.1138	6.729	6.605	6.9497	8.7649	7.1819	8.1031	6.4535	7.3188	6.6246	6.2073	9.2037	7.1295	6.879	6.71	6.9117	6.6957	8.7976	6.5755	6.6662	6.6393	6.7865	6.843	6.7208	6.5052	6.9549	6.5913	6.8367	6.4505	6.228	6.782	6.685
U133A__TP53I3	6.4026	6.6763	8.2514	6.3293	5.9343	7.1322	6.819	7.1618	6.3678	6.5144	7.206	6.7321	7.3316	7.6571	5.8259	8.1345	6.9746	6.8374	7.2446	6.7114	7.2028	7.7129	7.0884	6.1951	7.7591	7.3	6.3167	7.4749	6.4755	7.6138	7.5304	7.6483	5.9188	5.8959	6.2309	11.9441	6.5465	6.4171	6.7233
U133A__CAV2	3.628	3.1779	7.8332	3.3923	3.0698	7.8986	2.8462	7.2226	3.0586	4.8437	4.7763	8.5945	8.2912	7.4602	3.682	7.035	7.4937	8.1446	7.6605	4.8362	4.751	3.1371	7.6109	3.3443	7.438	2.9043	3.4366	3.0974	3.3199	7.4425	7.9614	7.5886	3.3399	6.4715	4.8789	2.8856	3.9524	2.9463	2.6443
U133A__WBP5	6.7541	3.6889	6.4769	3.8423	5.822	6.6526	3.4188	7.1545	8.993	6.1042	6.1205	7.6216	7.5367	4.0715	3.6347	6.549	7.9524	4.1972	6.6648	3.9113	3.5138	3.6334	7.6132	3.816	8.2161	7.0278	3.947	3.6362	3.6496	7.7813	5.9192	5.6305	3.7521	6.6178	5.4815	5.2695	3.583	6.6206	6.4357
U133A__XBP1	10.8344	9.815	7.6964	10.7009	11.15	7.9069	10.6604	7.6036	7.9543	9.2154	7.8611	8.1184	8.313	7.637	10.5899	8.1677	7.1544	8.6517	7.6438	9.3516	10.7117	11.2426	7.2265	11.6896	7.889	11.5911	11.2322	11.2977	10.1574	7.1282	7.1631	8.0768	11.2015	11.1151	10.9035	10.9459	11.0313	11.6974	10.5644
U133A__FSTL1	6.755	6.2572	6.8274	5.936	6.4877	11.5266	6.0422	6.8735	6.4112	6.7142	7.1585	8.8436	9.9158	7.9294	8.8284	9.2432	9.4494	8.6058	10.846	5.9821	5.6398	5.7112	9.7716	6.2036	8.6291	5.7009	5.857	5.6561	5.9557	9.5334	9.6656	8.1824	5.4895	8.1404	5.6432	6.6733	5.5658	5.9264	5.6587
U133A__SMURF2	5.3079	5.6089	5.9547	5.405	5.7355	6.9838	3.5189	7.3907	5.6463	5.7139	5.1517	7.2388	5.353	6.3549	5.0893	5.7892	6.8505	5.6735	6.5155	6.906	6.1958	4.5026	6.9682	4.4935	8.3902	7.8146	4.9734	6.1146	4.805	7.3581	6.5988	5.5586	5.2551	5.9648	5.0942	4.8824	5.9768	5.5258	5.7758
U133A__RDX	6.2849	7.0989	8.185	5.5424	5.2777	9.8431	4.669	6.885	8.2381	4.714	7.2261	8.2444	7.3477	6.6441	7.49	6.8925	7.3649	7.5288	7.2916	8.6552	8.7689	3.9994	7.5706	6.3754	7.8273	6.2957	6.3962	5.5619	7.7306	7.8101	6.6603	7.7876	6.3776	6.9522	7.0507	7.4451	8.1581	6.8784	7.3748
U133A__ADM	5.277	8.0616	8.6678	6.529	5.3128	7.8679	5.4283	7.2131	7.8738	6.5466	6.1613	7.8844	8.3814	8.7626	6.6973	6.3123	7.5305	5.4869	10.3763	6.8255	6.2425	7.0655	8.2545	7.1649	7.5308	6.2133	6.6996	5.353	6.5454	8.4176	7.0588	7.011	5.4331	7.1671	6.3307	7.7379	7.1417	6.1264	5.0025
U133A__COL4A2	6.4635	5.4771	6.2726	4.9197	4.4398	9.5328	4.7309	6.7139	4.8079	4.9894	7.5194	8.2333	5.6191	5.1904	5.0157	9.3085	8.3007	4.2182	8.3461	4.7889	4.7039	4.7941	9.7331	5.177	5.9915	4.8098	5.2981	4.7465	5.4106	6.024	9.0196	4.8637	4.61	4.6647	4.8703	4.9757	4.6655	5.105	4.6821
U133A__AHNAK2	4.3732	3.6455	4.6633	3.7668	4.2833	7.8526	4.6283	9.299	3.5509	4.9391	3.8991	6.3896	4.45	6.0159	4.1841	7.2624	6.7199	6.3673	5.4933	3.9157	4.2351	4.6591	8.267	4.9602	5.1847	4.0095	4.1542	3.6524	3.8567	9.5019	5.603	7.6929	8.3787	4.9678	4.0909	4.2427	4.4986	3.8844	4.6233
U133A__POP4	6.8419	7.4049	8.5108	7.1197	7.7849	8.0832	7.9172	7.8361	7.7486	8.4515	11.1108	10.0044	7.8973	8.0752	7.8422	7.7811	7.7881	8.3413	8.1448	8.035	7.5683	7.4469	10.0874	7.6411	8.3447	7.1572	8.2194	7.8404	7.6935	7.7345	7.8677	8.0336	6.7014	8.043	6.8998	7.8231	8.2127	7.5607	8.1788
U133A__ALDH3B2	6.5658	8.7068	6.0898	9.5624	8.1606	5.2722	7.965	6.0893	7.5457	8.0414	6.9725	4.847	7.2269	5.3528	10.1542	6.3245	4.9788	4.7615	5.3712	6.066	6.2633	10.8627	5.4095	7.7902	4.5362	10.3719	7.7701	8.9937	7.1355	4.5919	5.4648	4.9338	7.1044	9.7612	8.5803	7.4248	8.7639	9.0773	8.4681
