Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__TNS3	6.8795	8.1902	9.0136	7.5866	6.9132	9.0042	5.6988	9.2701	4.0902	5.5019	8.1426	7.8083	7.7228	8.5076	8.5705	6.2364	9.9299	8.961	7.8124	6.7106	6.5179	6.2633	8.3007	8.0747	8.3139	6.4102	7.207	6.7186	6.7809	9.3477	6.5821	8.1469	9.2966	8.4555	7.3788	7.9149	8.683	4.8818	6.7365
U133A__BTBD3	6.877	6.7463	6.2463	6.9788	7.7979	7.3751	5.4557	7.5269	7.2278	5.7018	8.6077	6.5997	7.475	5.9069	6.3204	6.3245	7.5103	7.5578	5.7128	5.0384	5.403	6.3836	5.318	6.3853	6.1573	5.5976	6.4031	6.3796	6.6153	5.4554	6.4899	6.3747	7.2173	6.4509	7.1558	5.6182	8.8467	6.1618	6.4409
U133A__HSPB8	7.1855	6.051	8.3424	6.117	10.5584	4.8732	8.9372	5.2653	5.2554	9.9574	5.3779	7.1384	7.7295	5.5586	5.7058	5.2302	6.0879	4.9705	7.4722	5.9505	7.092	7.9963	5.6915	7.4217	5.354	9.502	7.0711	5.3281	5.3147	5.3216	5.8513	6.7961	5.3147	7.2769	8.4231	7.8393	9.15	5.4253	7.0301
U133A__GNG12	7.5942	7.7849	9.0112	6.4664	6.5978	9.7447	5.7435	7.6541	6.3405	6.7824	8.0676	8.631	8.0184	7.7945	7.4507	8.4371	8.502	9.4671	10.163	5.8447	6.4708	6.9607	8.6305	6.6815	9.2273	6.8388	8.3046	7.625	7.4958	9.7275	8.1413	9.2598	7.333	9.1562	8.3668	6.9594	7.5017	6.9873	7.0425
U133A__ESR1	6.6831	4.5396	4.5822	6.3976	9.5319	4.5782	6.6629	4.3235	4.353	8.2688	4.2264	4.7002	5.0748	4.3154	4.4719	4.0143	4.271	4.5688	4.0522	6.4113	7.7469	9.7696	4.5068	6.1899	4.216	8.2838	6.551	4.4076	4.7332	4.2618	4.2987	3.6143	4.1637	4.8123	6.8369	7.3126	6.7535	5.0044	7.8658
U133A__BPTF	6.8483	8.6408	6.3479	7.5001	7.6163	6.0281	6.4019	6.6098	6.6248	7.1143	5.6327	6.1347	5.7794	5.5429	5.7125	6.3422	6.9605	6.1183	5.9811	8.3108	7.9599	6.0414	7.5758	5.8278	6.3989	7.9848	5.5364	8.2596	8.0437	6.3576	5.6765	5.9499	7.0151	6.1885	5.641	6.9433	6.4234	6.8825	6.4022
U133A__SLC16A1	5.5794	5.7645	8.3004	6.0565	5.5591	7.9693	6.5954	7.3152	6.2764	5.9809	7.3342	8.5427	8.3794	8.0237	5.2666	7.0439	8.327	8.4403	7.6278	6.1698	6.5289	6.4164	7.8131	4.8744	5.4479	5.6483	8.4516	5.5286	5.5178	8.0539	8.2358	8.9896	5.3126	5.4203	6.7675	5.835	6.0467	4.937	7.0823
U133A__TNC	5.3228	4.6808	6.0589	5.0294	4.8493	6.8118	4.6548	5.8077	9.2972	4.909	6.0354	4.8131	5.0022	8.1084	5.3092	6.2336	9.3754	8.5657	6.5111	5.0374	4.7272	7.5415	7.5353	5.0349	5.0495	6.0046	6.2086	9.5715	4.904	7.4837	8.1507	6.8616	5.1442	6.0683	7.8556	4.9164	6.5265	5.2553	4.8657
U133A__HSPB1	9.8381	11.9878	10.658	11.1392	12.1917	10.9092	12.4619	9.7586	9.4377	11.9863	10.4327	9.9008	11.9422	9.7152	7.6241	10.821	9.9102	10.7294	10.9497	11.5674	12.3547	11.3351	10.3616	12.8993	10.0079	11.75	11.1248	7.7425	11.0928	10.9232	10.4221	10.3461	8.3736	11.3463	7.4763	12.0345	11.6336	10.7593	11.8178
U133A__ID3	6.5887	8.2017	6.4475	6.292	4.9436	9.0818	8.7673	6.2882	8.7247	5.5829	4.654	7.8635	9.1626	5.6262	9.16	7.4433	9.2935	8.3717	8.8993	7.6416	7.6832	8.4068	8.3992	7.0932	8.1135	7.6525	8.5874	7.9443	8.3927	8.1339	8.6072	8.571	6.0519	7.3742	8.38	7.5964	7.2625	7.3309	7.1219
U133A__FADD	8.5432	7.2253	7.5941	7.3694	7.9263	7.3736	8.6319	7.9796	8.0257	7.5068	7.4055	7.7871	7.4981	9.2216	7.4372	7.3283	6.8438	7.0393	7.045	8.2105	7.9457	9.9878	7.5091	8.7146	8.1263	8.5757	10.0277	8.4773	7.1372	6.7516	8.0897	7.4219	6.5889	7.5246	6.8788	7.3984	7.6765	7.8862	9.1575
U133A__HIST1H2BD	7.1145	7.0557	6.7147	8.3315	8.972	6.5474	8.7616	6.8223	6.2897	8.8163	7.4548	6.7661	8.5844	6.7043	8.5002	6.9767	9.7647	6.8531	6.3362	8.5026	8.789	7.8715	8.7047	6.9099	6.5194	9.1778	9.4058	9.1269	7.538	8.103	6.6518	5.7787	6.7578	7.389	6.2454	8.4972	7.73	7.5308	6.3211
U133A__THBS3	6.2912	5.8276	5.7381	6.275	6.7039	7.1068	6.3338	8.126	6.7233	6.0136	6.1875	5.1508	5.7931	5.6536	6.7703	6.3532	7.2496	6.8148	6.0048	5.9467	5.9646	5.7134	6.1586	6.4049	5.3286	5.9381	6.1711	6.1654	6.0105	8.1531	5.5847	6.1891	8.5329	6.6929	6.0802	6.2639	7.7209	6.9753	6.1098
U133A__TSKU	11.0637	8.2421	8.5092	9.0798	8.5228	7.578	7.5767	7.5938	7.6168	8.2058	8.1601	8.241	8.0502	8.5889	7.7436	8.2928	8.165	6.5287	7.4395	8.035	8.24	8.9638	7.4804	8.8192	7.5084	9.0219	8.4862	8.7443	7.8671	7.6819	8.0746	7.4697	8.6837	8.4816	8.7885	7.7775	8.559	7.7132	7.2394
U133A__MFAP2	6.1012	6.6076	6.4087	5.9402	7.111	7.5045	5.7163	6.9391	8.4452	7.7932	6.2262	8.1355	7.0665	6.1253	6.7741	5.872	7.9716	6.0081	8.2035	5.8531	6.5901	7.7756	6.9779	6.299	6.5138	6.3103	6.1716	6.4924	6.7567	7.848	8.0483	6.2524	9.4332	5.8981	6.033	6.5117	6.0933	6.4525	6.9361
U133A__CTGF	7.1473	7.1015	3.7722	4.1421	3.9205	8.5961	4.3162	9.9978	4.0779	4.3177	9.4636	4.2303	4.7664	5.4268	6.0839	8.247	7.842	4.0585	9.9469	3.8967	4.0791	3.933	5.2649	5.107	9.6523	4.0025	4.9953	4.3345	7.9564	9.3229	4.4806	7.7701	4.498	6.5857	7.0046	4.3973	4.0011	4.4522	3.768
U133A__OLFML3	9.97	5.3081	9.7144	5.3192	6.7218	5.3782	7.0703	5.1553	5.1984	5.6925	5.3028	5.0756	5.1815	5.923	5.2178	5.2158	8.3868	5.0129	5.8138	5.7375	5.6236	5.083	8.1614	5.9918	5.1686	7.0991	11.2489	5.3198	5.5029	5.2177	5.0772	5.0617	5.1556	4.9577	5.2839	8.6052	7.0747	5.4056	5.2026
U133A__GSTP1	10.2691	5.9505	6.2737	6.0305	6.0116	9.0029	6.4265	9.802	10.165	6.0055	9.9335	10.5334	5.7453	6.4435	9.7716	9.4364	8.9042	6.7726	8.5415	6.0689	6.0078	6.0434	8.826	6.3304	7.3513	5.9938	9.6938	6.2589	7.3166	9.2902	9.987	9.2485	10.4558	5.822	5.7574	6.2469	5.6179	5.9376	5.7957
U133A__C3orf14	9.0139	8.6727	7.5754	9.212	9.6473	8.5361	9.2088	4.2159	7.5311	8.7627	7.2165	6.6989	8.1664	4.05	8.792	7.421	6.3008	7.4875	8.1547	10.6072	10.2344	10.5387	6.6381	8.2917	8.2452	9.1404	7.4683	9.4658	8.9235	7.4175	8.1998	8.4651	7.2508	8.5412	9.1302	7.7943	9.0827	9.2989	8.6747
U133A__ID1	7.5488	8.458	7.3176	9.202	5.6677	8.8821	8.9097	9.9643	9.5179	4.83	7.5484	9.8832	11.5212	8.5198	11.6982	9.9092	12.1237	9.877	8.8602	8.3347	9.1138	9.3942	9.3329	8.6759	9.2361	9.5439	9.8859	9.7659	7.7427	9.1492	8.3101	10.132	8.381	9.4306	10.2033	9.0256	5.3317	9.1427	8.2074
U133A__MYLIP	6.25	6.9508	6.3273	6.7777	6.3276	4.7525	7.3267	5.5464	6.9503	7.7358	6.2283	5.9586	6.7797	5.847	6.6923	6.4724	6.1119	5.8868	5.7605	6.2882	6.4799	5.9671	5.0222	7.521	5.9602	6.7489	6.3817	6.16	6.2006	5.2242	6.0862	5.3436	6.8308	5.9241	5.6126	6.095	5.7256	7.4054	5.7174
U133A__ATP2B4	5.5028	6.4581	5.6892	6.2711	6.5316	7.4579	6.2252	7.9768	8.6033	6.5555	8.1858	6.1822	7.6065	6.2598	6.0514	7.1387	6.0959	8.4166	6.8174	5.3141	5.5657	5.8025	7.2595	6.0334	5.3436	5.9318	5.2475	6.1616	5.4998	6.1145	6.4583	7.7021	5.4258	5.834	6.194	5.4313	5.9803	6.754	6.4627
U133A__ASNS	5.7555	6.9915	8.9025	8.6184	7.1894	8.7816	8.0217	7.2217	8.7944	7.2405	7.4364	8.23	7.3351	6.7055	7.0562	7.619	7.5599	9.0102	8.0987	7.5216	7.197	7.7174	7.4411	6.7424	9.2835	6.6397	8.0286	6.3197	7.3892	8.7993	8.3637	7.3568	10.555	9.2583	11.7898	6.9057	7.4767	6.5745	7.3136
U133A__CITED2	6.5982	7.7415	6.0367	6.6171	6.2217	8.6066	6.6819	8.129	5.4857	5.8681	6.4711	5.6471	7.2761	5.0942	9.6672	5.0741	7.2485	5.5668	7.7101	6.7048	7.0532	7.0748	6.3869	7.4172	7.5293	6.8764	6.7352	7.2716	8.0474	7.6179	4.1856	7.6259	7.8132	7.6703	8.3585	6.9528	9.1731	8.0739	6.485
U133A__IGFBP5	11.2847	8.6852	11.5084	11.7481	11.5887	6.1922	12.1021	6.8264	6.4959	9.6121	5.288	4.8427	9.2046	5.4966	11.1816	7.78	9.9612	5.5974	5.609	5.3545	8.3505	5.423	4.852	10.1337	5.0172	10.895	11.2849	11.5891	8.5214	5.4366	4.9226	4.9351	6.1866	10.0476	8.988	10.8465	11.82	8.0394	6.0761
U133A__CRELD2	8.5277	9.2368	8.0881	8.6445	9.6993	8.6688	8.9179	9.0821	8.7685	8.0203	9.7665	10.7859	8.0359	7.6169	8.3111	8.9344	9.212	9.3579	8.7961	8.8584	8.2566	8.6466	8.3516	9.0627	8.2227	8.2875	10.3251	9.1468	9.006	8.3906	8.2549	8.9392	8.4949	11.7235	8.646	8.3876	9.3633	8.1463	9.545
U133A__EGR1	7.1754	8.7708	7.4441	7.4814	7.3888	6.308	5.4248	5.9257	5.5174	5.819	6.5474	5.91	8.6843	5.9632	5.6021	6.4535	6.9361	5.6816	6.1835	6.0611	7.143	5.7529	5.9859	5.2688	6.1269	7.3378	5.4053	6.8313	9.3693	6.3465	7.0071	7.1152	5.2344	7.6351	5.7512	5.1156	6.4399	5.7614	5.5811
U133A__FADS2	5.0818	5.4816	5.1322	9.6465	5.6504	8.0394	6.7684	6.6788	9.8575	5.5179	6.906	6.5907	5.6059	5.1901	5.744	5.9413	6.749	8.3327	5.5382	5.4518	6.5012	8.1996	5.9069	7.7532	6.8656	6.9474	8.2342	5.3166	5.3886	6.9133	8.1528	4.4817	6.0448	10.0084	7.0889	5.6521	6.3014	5.7343	8.0881
U133A__TFF3	12.242	7.4282	5.6939	11.8098	12.1898	5.9539	7.9505	5.6693	5.4995	9.7873	5.9862	5.5639	5.8248	5.9636	5.7579	5.9571	5.5964	5.385	6.1336	7.9223	8.6074	8.054	6.0694	12.8617	5.781	12.1275	8.7981	6.2142	7.2255	6.0829	5.986	5.7096	12.552	7.2202	6.9097	7.2481	12.881	8.677	9.4077
U133A__CSRP2	4.6788	4.979	4.1554	5.0201	4.0119	7.7089	4.3732	5.1256	8.5335	4.1902	5.8713	8.9537	4.8602	4.5477	5.8602	6.7445	6.1986	3.8214	6.0008	4.9673	4.4735	5.2102	6.9489	4.3389	7.2707	5.5783	4.5925	4.4372	4.4089	6.4662	6.4077	5.9498	4.0688	4.8518	4.6758	4.0357	4.863	4.0661	5.474
U133A__CLIC3	4.5666	8.3548	7.3076	6.491	6.4612	3.6425	6.6116	6.5625	4.1162	9.4396	3.2494	4.1193	7.3005	3.2852	7.8558	3.5136	3.8325	4.8032	3.4001	4.7747	7.6637	4.0788	3.6152	7.5984	3.714	6.3844	4.7366	7.8342	6.9665	3.6517	3.9377	4.0323	7.4723	8.2999	4.2879	9.4402	9.412	5.9785	6.9891
U133A__PBK	7.0274	6.7703	6.752	7.0826	6.4642	9.2891	7.091	6.6403	8.3205	5.9385	7.6548	7.2653	6.4	7.1569	7.7515	6.5833	7.6571	6.0256	8.8112	7.1445	6.782	7.9008	7.4454	7.6348	8.4175	6.0122	7.1833	6.8715	7.02	7.6933	7.9153	8.7212	5.2544	5.0102	4.2319	7.3545	7.3338	7.7813	8.9375
U133A__RHOB	10.4942	9.873	6.3164	11.0388	10.4831	6.7962	11.0472	6.5967	5.3472	11.2735	6.8223	5.304	6.3977	6.8571	9.5881	6.7605	5.6554	4.5314	6.3916	9.3614	9.9117	11.0411	7.4355	10.1894	6.7163	10.5222	9.9235	10.7721	10.9564	5.3243	5.6316	8.7454	9.5754	8.1457	9.765	9.1037	9.9938	10.6561	10.3209
U133A__CSTA	3.3672	5.2138	4.1429	4.492	3.8183	4.0291	3.9406	3.8298	3.1942	5.5298	4.8696	10.7546	10.2411	6.2854	4.0758	8.8013	5.8523	8.0961	4.0575	4.9609	6.884	3.5562	3.861	9.2798	3.9751	7.9998	4.3999	3.701	4.7564	4.0488	8.603	4.9863	3.2478	8.2146	4.8553	4.1182	3.3322	9.6093	3.562
U133A__KMO	5.7671	7.6837	5.6079	6.0018	5.9323	5.4186	4.9161	5.6305	4.6965	5.4732	5.4523	4.9175	5.0193	5.6756	7.1436	7.2444	5.8379	4.714	5.3228	4.7488	4.7064	4.5188	5.1243	7.3547	4.6571	7.0098	5.6323	8.8071	6.233	5.1258	5.2933	4.7453	5.5913	8.7828	4.6167	6.1682	5.529	6.2072	4.8873
U133A__DNM1	5.6161	5.646	5.4321	5.8578	5.8727	6.6942	5.6352	6.4943	8.8086	5.9955	6.2088	7.913	6.0178	5.36	6.3878	5.7923	8.6169	8.4682	5.7741	5.5244	7.1578	6.3168	7.6517	5.6249	5.6326	6.4587	6.9409	5.6904	5.7951	5.5233	6.324	5.5619	5.3328	5.261	5.5189	5.5842	5.462	5.8005	8.0049
U133A__STEAP1	3.7161	3.9583	3.7114	4.1853	4.1123	3.7128	3.5633	4.1825	3.8446	3.9806	4.3958	7.2176	3.6303	4.5839	7.2723	4.4257	6.4105	6.2642	5.633	4.0483	3.9447	3.9628	4.2744	5.8621	7.3482	3.7494	4.4603	3.6677	3.6879	8.1299	7.6142	8.5636	5.8578	6.6618	7.2567	4.7198	4.0482	3.8274	4.0184
U133A__SPDEF	10.4241	9.495	6.094	10.1198	9.8359	5.8444	10.4996	6.2908	5.8013	9.2013	6.2848	5.3899	6.8656	7.0677	9.5734	6.6571	5.9869	5.2999	6.5909	10.0367	8.9085	8.9427	5.5694	9.9494	6.027	10.078	9.6299	10.1262	9.8712	6.631	6.472	6.5064	10.0966	9.9098	9.9188	9.3052	9.6714	10.8242	10.1563
U133A__PPP1R3C	5.3507	5.3831	5.4618	6.9823	6.0548	7.049	7.3675	5.4099	5.1707	6.4353	5.3367	5.5783	6.4418	5.2825	5.6056	5.5377	6.2115	6.2363	5.8868	6.9161	7.2075	5.7518	6.3184	8.2775	6.2228	6.6878	8.1684	5.5832	5.8696	5.6742	5.4275	5.9204	6.3529	7.8932	5.4165	5.5653	8.3111	6.3951	5.2313
U133A__ODC1	7.2658	9.8365	9.3139	8.4784	6.9821	9.6858	8.5726	8.7274	9.1805	7.4758	9.8632	10.1008	8.6725	9.8299	11.1687	9.0012	8.1336	8.249	10.7288	10.2742	8.7641	8.0235	8.4529	6.0289	10.6684	8.4585	8.5167	8.8369	8.9235	9.6933	9.8585	11.6096	8.7049	8.5777	10.6549	8.7207	7.7962	6.2178	8.5418
U133A__GLRX	6.8448	7.9543	6.2487	5.5297	5.4206	5.9715	5.401	5.7698	5.7644	5.382	6.2804	7.6191	5.9803	6.3704	6.4851	7.4296	6.5379	6.0868	8.8566	4.4996	5.6094	6.3079	7.2202	5.8142	7.9821	5.8988	9.5291	5.7724	6.5263	6.9671	6.2362	7.2404	9.8389	7.6701	6.5914	6.1673	5.9565	6.1801	5.2603
U133A__ADAM9	7.4142	7.5275	9.0774	6.2804	7.4135	9.3027	7.6696	7.9906	6.0137	5.9751	8.8245	8.3077	7.2497	8.5078	7.6816	7.525	8.4688	6.8256	8.2258	6.0776	6.0747	9.3548	8.2242	7.6408	8.4356	7.7889	7.5672	5.8249	6.8231	8.4699	7.364	7.1854	9.0709	8.6927	10.3643	7.8763	8.8635	6.5808	6.9047
U133A__GRB7	8.3996	10.2608	7.1275	10.6507	7.1976	6.3286	7.053	8.3948	6.9301	7.1531	9.4888	6.7622	7.2019	11.2984	7.5151	8.0687	6.7119	7.5479	6.7995	6.1629	7.5126	6.6554	6.355	7.4331	6.1061	8.6563	6.8747	7.812	9.662	6.2945	6.9855	6.7471	7.4331	12.4555	7.0393	7.1024	10.4791	7.1442	6.9964
U133A__CDKN1A	8.2831	7.2923	7.3268	7.7668	9.5202	6.794	7.442	8.4726	7.4215	6.9593	8.0665	7.8881	9.2323	8.3044	6.6142	10.089	7.0906	7.2666	8.4832	8.0984	8.6455	9.5528	7.835	8.8575	6.9282	9.465	7.5943	7.1964	7.4332	7.7385	9.0587	7.7207	7.994	8.4722	6.635	8.1709	8.8133	8.4019	9.8192
U133A__NETO2	4.1866	5.2203	8.556	5.5229	7.0904	8.3314	3.6251	4.9915	7.0426	7.6731	6.7208	7.6539	7.7076	8.3348	6.592	6.4802	7.0906	8.0553	7.0052	6.605	6.4807	8.0547	5.8595	3.8496	4.3	7.2842	7.0955	8.1756	5.1442	7.8191	7.5577	8.059	8.5558	7.8592	7.8868	4.4382	6.024	6.2995	7.593
U133A__LGALS8	9.6652	6.93	6.3346	7.7823	8.9898	4.0492	6.3609	6.2438	4.4525	7.5037	4.2296	6.4287	7.3981	5.7325	8.0335	3.8314	5.7469	5.9013	4.1778	3.8058	5.3444	7.2931	3.8368	7.8755	7.5299	7.1015	8.0029	7.9816	6.8287	4.3027	6.2919	4.594	4.0473	8.7099	8.0004	6.0748	7.5306	8.9952	6.5759
U133A__GJA1	2.8251	2.8586	2.9544	2.9839	5.4689	10.2343	2.855	3.0983	2.6954	8.3065	2.8297	7.2101	2.6602	2.7479	2.9591	2.7973	7.2452	2.8227	7.4182	3.0721	3.2832	4.9732	7.1043	2.9603	7.1958	2.8845	2.8895	2.7177	2.747	10.3929	2.8106	7.9029	2.7828	2.8426	2.8623	3.074	2.8055	2.7005	9.3974
U133A__FTL	9.9572	7.7744	11.2056	10.0591	9.0597	10.2013	8.6878	10.819	10.2002	9.6632	9.4582	11.7469	11.211	10.81	10.6899	9.2376	9.8686	11.1678	11.7066	8.6347	9.802	9.7402	10.2633	9.1036	11.4905	9.5794	9.595	8.687	7.3449	12.0038	10.5268	11.4457	11.6906	9.9193	10.7519	8.3996	9.5434	9.0406	8.4759
U133A__SLCO4A1	6.2348	6.7352	8.3987	7.1578	6.3902	6.9714	6.7224	6.1678	5.5299	6.5915	6.887	9.0157	7.0585	7.1801	6.7742	6.3876	6.0588	7.1977	6.8532	8.0642	8.0368	5.9788	7.0604	6.4478	5.9196	6.7694	6.3666	6.8818	6.8639	5.9723	8.4308	8.3952	5.9474	6.9781	6.4851	6.1254	8.3285	6.5888	7.2784
U133A__RGS3	7.3396	7.3194	7.4449	7.1317	6.8211	7.9865	7.1868	7.3192	6.932	7.2255	7.079	6.1877	7.0754	6.7835	6.8538	6.6612	7.1936	6.9064	7.5345	6.4823	6.5597	7.2539	6.4331	7.161	6.9934	7.1745	7.2838	9.0562	7.3575	9.8179	6.9968	7.3523	6.5829	7.6718	7.8599	7.1022	6.2931	6.3998	6.6534
U133A__LDHB	4.1912	9.5557	4.0631	7.7198	7.4019	11.1499	3.7442	10.2809	11.5671	9.3184	11.4528	11.4705	11.0616	3.5408	11.1987	10.7072	11.2496	8.8148	11.0885	3.5489	4.7582	3.8705	10.5632	11.012	11.6052	10.7455	9.8168	3.3627	10.4303	10.9508	11.7129	11.5033	3.5016	6.9071	10.3626	4.7713	8.3895	3.3083	3.6779
