Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__TNC	5.3228	4.6808	6.0589	5.0294	4.8493	6.8118	4.6548	5.8077	9.2972	4.909	6.0354	4.8131	5.0022	8.1084	5.3092	6.2336	9.3754	8.5657	6.5111	5.0374	4.7272	7.5415	7.5353	5.0349	5.0495	6.0046	6.2086	9.5715	4.904	7.4837	8.1507	6.8616	5.1442	6.0683	7.8556	4.9164	6.5265	5.2553	4.8657
U133A__CDK19	5.3304	5.8767	7.3963	6.7732	5.9929	6.3736	5.4995	7.5978	7.2361	5.3764	6.264	4.9381	6.5455	5.2812	6.3578	5.7137	5.5056	7.5181	5.0315	5.9824	6.1391	7.2497	6.6508	6.0127	5.577	6.7105	5.9518	5.812	5.4341	5.7714	5.663	4.4614	6.498	6.2092	5.8676	4.777	8.6431	6.62	5.6184
U133A__CD164	8.8299	7.4328	7.8665	9.2592	7.0173	6.725	7.417	6.2788	6.6028	7.1499	7.0635	7.0555	8.4732	7.2985	8.7913	7.3645	5.813	8.0951	6.2029	6.6221	7.6965	7.5817	6.8808	8.2318	6.227	8.7748	8.5415	7.5779	7.1225	6.9702	6.1841	7.3245	9.5526	8.5094	9.2897	7.6503	8.2668	9.5015	7.5031
U133A__ASPH	5.3746	6.8366	8.484	6.5254	8.1324	6.8716	5.3035	6.5755	6.2036	6.0212	7.3679	7.8645	7.2219	8.1345	5.177	5.7293	8.8405	7.2005	8.9386	6.6102	5.3359	6.6341	7.0177	8.5437	7.5871	7.8154	6.9904	8.6886	6.7725	7.7094	6.3051	7.5512	6.0606	8.0946	8.6961	5.212	8.2391	5.9685	5.6668
U133A__AUTS2	8.2188	8.3114	4.5825	8.4291	7.2653	7.3927	3.7114	5.8691	8.7868	6.4949	8.1057	6.1945	7.6533	4.4486	8.6231	6.8757	5.9822	8.5624	4.3504	6.3258	5.1607	5.2775	4.39	8.7609	4.093	3.561	7.8198	8.4658	6.084	4.5523	3.3971	4.0043	7.8252	9.0873	7.7387	7.5901	7.1483	5.5548	5.9426
U133A__SEC63	7.0828	8.0079	8.4478	7.5172	7.0148	7.1944	6.7005	6.5026	7.5784	6.1044	7.1861	7.5493	7.6693	7.0448	10.6458	7.9112	7.1481	7.537	6.8794	6.5015	6.7805	7.7143	7.4356	6.523	7.2384	8.5514	7.4856	7.4719	7.5031	6.5847	6.9394	7.4147	7.7981	8.2003	8.3403	6.9386	8.245	7.4579	7.6101
U133A__COL4A2	6.4635	5.4771	6.2726	4.9197	4.4398	9.5328	4.7309	6.7139	4.8079	4.9894	7.5194	8.2333	5.6191	5.1904	5.0157	9.3085	8.3007	4.2182	8.3461	4.7889	4.7039	4.7941	9.7331	5.177	5.9915	4.8098	5.2981	4.7465	5.4106	6.024	9.0196	4.8637	4.61	4.6647	4.8703	4.9757	4.6655	5.105	4.6821
U133A__OPN3	7.3667	7.9089	7.2246	8.3329	6.7708	7.5352	6.2531	5.5276	7.6964	5.7019	4.2432	4.6319	6.4417	8.5415	8.6586	6.7565	6.8693	7.7497	5.5873	6.009	7.0329	5.8583	5.4766	7.5529	5.7904	6.102	6.958	7.2383	7.1835	4.5531	6.7869	6.5327	6.1301	8.3869	4.4406	4.4907	7.1688	9.0612	6.9189
U133A__SEMA3C	5.5063	7.8535	6.2973	7.2138	8.9072	7.9184	8.3292	8.5165	6.515	6.9541	4.8101	6.5634	5.7918	5.1109	6.6837	6.0845	8.9521	5.6476	7.3771	8.3973	8.6625	6.3229	7.9666	8.2876	5.6302	7.8415	8.0204	6.4005	5.7378	6.6405	3.8054	6.3761	8.6192	8.9705	5.6067	8.6439	7.6228	5.8646	8.8128
U133A__ATP2B4	5.5028	6.4581	5.6892	6.2711	6.5316	7.4579	6.2252	7.9768	8.6033	6.5555	8.1858	6.1822	7.6065	6.2598	6.0514	7.1387	6.0959	8.4166	6.8174	5.3141	5.5657	5.8025	7.2595	6.0334	5.3436	5.9318	5.2475	6.1616	5.4998	6.1145	6.4583	7.7021	5.4258	5.834	6.194	5.4313	5.9803	6.754	6.4627
U133A__HDAC2	7.3362	7.244	8.606	7.6767	6.867	7.551	6.9395	7.0874	8.1325	6.5409	7.9756	7.3507	7.9535	8.3325	10.9012	7.9686	7.3425	7.7932	7.6404	7.0908	6.704	8.7541	7.7129	7.1234	8.2561	7.7281	7.5994	7.9039	6.9991	6.7312	7.6319	8.2541	7.5854	7.5802	7.4804	6.7918	7.5777	5.8817	7.6247
U133A__SMAD1	6.1768	8.0307	6.0679	7.0053	6.9269	4.9053	6.5586	6.5566	9.9596	6.5567	6.8041	7.2639	7.3547	6.1045	8.6213	6.2115	6.5284	8.183	5.8833	5.9847	5.9323	7.9384	4.5864	6.6644	5.352	7.1573	6.8609	6.1689	6.9091	6.698	5.7876	6.9541	8.3608	8.491	6.0181	6.3538	6.7073	7.2564	7.3093
U133A__NUPR1	8.3817	8.5851	8.8666	9.1563	5.705	6.8348	9.1852	8.2416	7.7551	6.5249	7.5511	6.5288	7.4436	5.3	8.3006	7.6349	7.9804	8.4359	7.9112	5.7005	5.7052	4.8386	7.3621	5.8722	5.1132	9.5998	8.9667	9.4877	7.3286	8.8157	4.8391	5.5743	5.9139	11.1305	9.7779	9.55	8.1518	8.6268	4.9015
U133A__GRB7	8.3996	10.2608	7.1275	10.6507	7.1976	6.3286	7.053	8.3948	6.9301	7.1531	9.4888	6.7622	7.2019	11.2984	7.5151	8.0687	6.7119	7.5479	6.7995	6.1629	7.5126	6.6554	6.355	7.4331	6.1061	8.6563	6.8747	7.812	9.662	6.2945	6.9855	6.7471	7.4331	12.4555	7.0393	7.1024	10.4791	7.1442	6.9964
U133A__IGFBP6	5.6731	5.3829	5.4442	5.5177	5.4819	5.8921	6.136	6.4634	6.072	5.3744	6.0119	8.7753	8.4806	5.5659	5.5465	5.6679	9.4268	6.2516	8.8554	6.6417	6.2663	5.9126	7.9486	6.1228	6.8116	5.5454	5.6252	5.7893	6.0209	5.8285	8.1014	8.1687	5.7392	5.2594	5.5176	6.0702	5.4302	5.9415	5.281
U133A__ERBB2	9.3202	12.1579	7.8098	12.0098	9.58	7.0802	8.4009	8.7493	7.9295	7.6523	11.8139	7.294	7.8108	11.5446	9.3757	8.9136	8.1445	7.98	6.6782	7.0358	8.5128	6.8815	7.0918	9.2857	6.6117	11.035	7.8448	10.215	11.611	6.9193	6.6093	7.3643	8.4025	13.0449	7.652	8.3078	12.1946	9.1095	8.3688
U133A__SNAP29	6.0753	6.8847	7.0222	6.6089	7.6741	7.0706	7.4019	6.5554	7.2833	6.8021	7.1487	7.2073	7.9185	8.4478	6.7032	7.5518	7.013	7.1292	7.5478	6.7251	7.0938	7.2318	7.2566	7.0695	6.7081	7.2875	7.2888	7.6468	6.3874	7.2314	7.0364	7.2486	6.6066	7.674	6.8386	7.0725	7.5151	7.0041	6.7427
U133A__NFIB	5.1049	8.0429	7.1621	5.5476	8.2244	6.5844	7.7382	7.2318	8.0784	6.7958	8.4369	4.8136	6.7973	7.8837	7.8088	8.563	6.8395	9.0065	6.3652	6.5391	6.6523	3.9047	5.8632	5.138	6.9184	6.2054	5.2087	8.4052	7.2966	5.089	7.8456	6.1568	4.7122	8.5853	5.6226	7.4827	7.2677	7.2396	8.705
U133A__BAG3	8.2247	8.6391	7.6031	6.253	9.9605	8.3813	9.003	7.9982	7.4648	11.0007	7.1423	9.6167	8.4159	8.6065	7.5275	8.5037	7.9374	8.6106	8.5739	9.9299	9.2509	8.7854	8.1334	8.0965	9.2955	9.1869	9.7985	8.0433	8.1213	9.3118	8.3239	8.7457	7.9336	8.2314	8.2817	7.725	8.5901	8.0945	8.6739
U133A__S100A9	7.9647	11.9201	10.3006	5.7847	6.7985	5.4442	5.8403	6.0309	6.2418	6.3714	8.7074	8.3063	10.7464	12.1734	12.1265	10.5052	5.607	8.7234	5.5487	4.8491	5.2184	5.2175	5.4068	11.3006	5.0361	5.7072	5.0373	5.4591	10.8214	5.383	7.9261	5.5795	6.5783	8.2792	7.8847	5.9403	11.6483	5.5256	6.655
U133A__EPHX1	9.2984	9.4723	9.1923	8.1169	8.3973	7.1109	8.2915	7.4411	8.7598	8.4953	9.9386	8.5795	9.9609	8.4863	7.8213	8.9538	9.4613	8.7891	7.3381	7.0555	7.8906	8.3233	9.6453	8.6387	6.3209	8.6889	7.9022	8.9822	9.2182	9.6237	8.4249	7.4054	8.0834	11.2866	9.5756	8.2271	7.9728	8.159	7.221
U133A__PHLDA2	5.3424	8.2473	7.9863	4.3806	6.72	3.5057	6.7397	5.2006	4.2696	5.6983	5.0851	7.219	6.1805	8.3388	5.2793	7.7485	7.1033	8.0232	8.1311	8.3743	6.4542	8.5457	8.4178	8.7775	9.2722	6.4911	7.7236	7.0746	6.4241	2.9468	8.0806	7.9463	6.2623	7.5742	6.0942	4.5074	7.5556	5.036	8.6972
U133A__NUCB2	7.9159	7.7211	6.0579	5.7232	7.9201	7.5538	7.0729	5.7145	6.1217	6.8224	5.9807	8.7778	5.1126	5.1027	6.1882	6.2639	7.9042	6.0763	6.2695	6.5625	6.0033	8.8037	7.634	7.4278	6.0185	8.5373	8.1736	5.5587	7.0168	7.24	4.5033	5.8505	8.3176	7.1908	7.6776	6.1182	8.2534	8.2008	6.5569
U133A__FST	6.5894	6.5399	6.4906	6.4947	6.3964	7.1555	6.4063	8.1138	6.729	6.605	6.9497	8.7649	7.1819	8.1031	6.4535	7.3188	6.6246	6.2073	9.2037	7.1295	6.879	6.71	6.9117	6.6957	8.7976	6.5755	6.6662	6.6393	6.7865	6.843	6.7208	6.5052	6.9549	6.5913	6.8367	6.4505	6.228	6.782	6.685
U133A__UCP2	9.6294	10.6891	8.7103	11.051	10.1722	9.2555	7.9243	8.9817	5.642	10.1599	7.6198	8.3911	5.8092	6.2556	8.7794	8.1962	9.2716	8.7817	5.512	8.6396	9.2632	11.818	7.505	10.7462	9.3588	10.4657	9.2304	9.6833	10.2665	6.2975	5.8019	5.5516	9.1125	9.8997	7.4515	9.3054	8.5052	7.9376	8.6715
U133A__PHF11	6.8572	6.8199	6.1504	6.1094	7.5155	4.6492	6.1965	6.3952	8.6781	5.6711	5.5715	5.9209	6.1798	6.3456	6.8223	6.0406	6.8884	8.1456	5.5505	5.9869	6.4986	5.6302	5.53	6.6321	5.6441	6.368	7.2591	5.8747	5.8702	6.4841	6.3897	6.1046	4.2574	7.3746	5.6881	5.8207	8.1203	6.3191	6.1857
U133A__IFIT1	4.7114	4.2157	5.0235	4.5077	9.7076	4.7238	4.3455	4.7744	6.9119	6.1597	6.2547	7.0582	8.6976	6.346	4.894	4.5623	5.5582	8.9034	4.7911	4.6602	4.9544	5.3881	7.9414	4.9999	8.3202	5.5062	4.8948	4.8674	4.4414	6.1359	4.2817	4.4171	4.5392	9.1874	4.7807	4.4767	4.3094	4.7475	4.2272
U133A__IFNGR1	6.2688	7.5228	6.5688	6.3571	5.4815	5.8801	5.2355	6.8528	8.334	4.6056	6.7327	8.5441	8.1554	6.8216	8.3696	6.9811	7.6443	8.2171	6.8533	6.2653	5.2145	6.2502	7.4998	6.6431	6.5338	6.6722	6.1714	6.5028	6.212	6.5564	7.4746	7.0159	6.9089	8.3516	6.8947	5.0929	7.0664	5.7274	6.2415
U133A__DUSP5	7.6295	7.0306	7.8362	6.1554	6.2521	5.6553	7.0349	5.5241	6.242	6.093	5.2299	8.4126	6.6074	7.683	7.5148	6.6761	5.9641	6.5042	6.1613	6.2056	5.9694	9.9643	6.0573	6.8074	8.367	7.0374	7.2295	8.285	6.5797	6.8912	5.9106	8.5354	6.7229	8.3635	7.2854	5.7443	7.4625	8.0069	6.4727
U133A__RAB31	6.2413	8.0673	8.3752	5.1431	7.7963	8.3412	5.7159	8.1732	6.3882	5.2803	6.3372	7.6547	6.0256	7.7825	5.7421	7.6507	9.5565	6.5396	8.4846	8.4498	8.1669	5.4419	9.649	4.7638	8.3981	8.3539	8.6618	5.3344	8.156	9.8536	8.2197	8.2362	5.2265	6.1315	5.4669	6.4993	7.2702	5.4727	8.7646
U133A__ELF3	7.5457	9.7151	8.1411	8.6588	7.6365	4.5443	6.8332	8.8709	8.6235	7.3098	7.955	6.3115	8.395	8.3632	9.5127	8.8539	7.0033	8.8438	5.3407	7.0076	8.1508	5.7695	5.0759	8.4196	5.1225	7.6662	7.8192	7.1622	8.9949	5.89	6.1304	4.9205	8.3142	8.0164	7.5694	7.2921	8.2882	9.5173	7.633
U133A__SATB1	7.5811	6.46	6.2436	7.915	5.7225	7.0344	6.4978	6.1	5.8269	7.1574	6.5031	6.3052	5.7998	5.4998	7.4283	5.3983	7.152	5.1854	6.1773	5.6476	5.9801	5.4887	5.4686	5.7554	6.2095	6.7748	7.3489	6.0288	6.1325	5.3575	5.6958	5.9003	6.7011	5.4317	5.4964	10.497	5.3939	5.5049	5.2759
U133A__SPARC	3.7712	3.66	3.5138	3.5735	3.4648	10.4223	3.5195	4.282	3.8571	3.5912	8.829	3.6301	5.2953	3.922	3.632	9.6467	9.8987	3.695	11.0811	3.9276	3.715	4.7207	11.7943	4.1587	5.5428	3.6311	10.9894	3.6342	4.0483	8.1684	3.7031	9.5455	3.8431	3.6479	3.7304	3.9174	3.54	3.7679	3.658
U133A__TMEM45A	3.9251	5.6223	5.8104	3.8356	4.4014	7.0954	4.067	5.7298	5.2926	3.536	5.1283	6.8653	8.9616	7.9155	6.9156	6.3791	5.8904	8.43	6.0737	3.7106	4.2822	4.5262	6.6374	6.9656	5.4727	3.5937	7.3845	4.0045	5.9107	7.7047	7.3691	5.9503	7.837	7.01	8.6357	3.6449	8.7797	4.7818	3.96
U133A__BNIP3L	6.9596	6.2052	5.6322	8.103	7.7679	8.6934	7.3541	7.3395	8.3008	5.2278	6.0727	5.3145	6.0933	4.5581	8.0548	6.343	7.0537	6.2095	7.0532	4.6164	7.3856	6.4527	5.59	7.7427	6.7753	6.9296	7.1868	7.2602	6.0024	7.387	5.6349	5.8446	7.6413	7.8026	7.5988	6.5657	9.1955	9.4425	7.1327
U133A__MTSS1	6.1643	5.7383	5.3768	7.3643	7.6215	4.9656	5.9102	5.6476	7.3985	7.25	5.0706	7.6595	6.7544	5.934	5.6185	5.7008	5.9595	5.9118	5.8551	5.6033	6.7478	6.1281	5.0839	6.6973	5.4931	6.2973	5.9324	6.0706	5.5902	5.4629	5.0714	6.036	5.7336	6.3201	6.996	5.2492	8.4561	7.5645	6.722
U133A__FAM13A	5.5919	6.9892	4.9481	7.6893	5.5958	5.3985	4.5903	6.2788	5.246	5.0623	6.1014	6.399	6.8109	5.5296	8.0058	6.729	6.7055	7.4699	5.3064	4.8071	5.3929	5.6785	6.456	7.1306	6.1506	6.2633	6.3947	5.3087	6.3985	6.1293	5.6016	6.5196	8.7635	8.3223	6.7885	4.9463	6.9207	7.1884	4.9342
U133A__HSPB1	9.8381	11.9878	10.658	11.1392	12.1917	10.9092	12.4619	9.7586	9.4377	11.9863	10.4327	9.9008	11.9422	9.7152	7.6241	10.821	9.9102	10.7294	10.9497	11.5674	12.3547	11.3351	10.3616	12.8993	10.0079	11.75	11.1248	7.7425	11.0928	10.9232	10.4221	10.3461	8.3736	11.3463	7.4763	12.0345	11.6336	10.7593	11.8178
U133A__GRB10	4.7959	5.4919	6.2638	8.5374	8.2707	5.3595	7.4569	5.402	10.2075	6.5732	6.3604	4.9465	4.8583	6.6414	6.2955	4.6338	6.1154	7.6347	7.8401	5.8101	5.4498	9.6632	7.1144	5.4158	6.6734	6.0157	7.1687	5.4992	4.9824	5.3711	4.4084	7.763	6.053	7.6325	5.8099	6.8667	7.2711	4.8448	6.1565
U133A__PARP12	5.6212	7.2533	7.2406	5.7221	8.0136	5.4178	5.3115	6.5946	9.2451	5.6289	6.6519	6.3163	7.2762	7.1555	6.4157	5.7841	7.1514	8.4965	6.4931	6.121	5.4093	6.0014	6.91	5.282	5.8362	6.0526	6.5117	5.5824	5.8208	5.7415	6.6629	6.5579	6.5832	7.6618	5.5611	5.8681	6.089	5.0997	5.5159
U133A__PGAP3	6.0798	7.7235	5.5166	7.8242	5.9351	5.2618	5.6344	6.0077	5.363	5.2591	5.2674	5.2901	5.1176	8.224	5.914	5.4419	5.4125	5.624	5.2056	5.12	5.6348	5.6203	5.1433	5.5062	4.8408	7.3947	5.4054	5.9113	6.9123	5.3523	5.1623	5.3377	5.4946	10.9139	5.4472	5.34	7.9766	5.7382	5.5235
U133A__DNM1	5.6161	5.646	5.4321	5.8578	5.8727	6.6942	5.6352	6.4943	8.8086	5.9955	6.2088	7.913	6.0178	5.36	6.3878	5.7923	8.6169	8.4682	5.7741	5.5244	7.1578	6.3168	7.6517	5.6249	5.6326	6.4587	6.9409	5.6904	5.7951	5.5233	6.324	5.5619	5.3328	5.261	5.5189	5.5842	5.462	5.8005	8.0049
U133A__SNX3	7.4822	8.0248	8.9435	8.0462	7.0702	8.3886	7.6091	7.4899	7.8493	7.3454	8.4501	8.0451	8.4314	7.936	11.1678	8.4686	7.962	8.1692	7.7878	7.7229	7.6676	8.7653	8.4924	8.0632	8.2593	8.4013	8.1024	8.0647	7.9791	8.03	7.2657	8.0497	8.0363	7.9844	8.681	7.3744	8.4575	7.824	7.949
U133A__CPT1A	10.5883	8.887	7.4665	9.5016	8.6701	8.4327	9.4235	7.6056	6.2671	7.5383	8.2799	8.953	7.8024	7.5517	9.0395	7.646	7.5211	7.2006	7.6178	10.0183	8.1697	9.418	8.0684	10.2031	7.2216	9.6018	11.1624	6.6204	9.3272	7.9409	8.4929	6.4225	7.706	9.0136	9.8477	8.9331	8.9083	8.9262	9.9244
U133A__RAD21	8.2096	7.7055	7.6445	8.5206	8.3131	8.1485	8.1021	9.1474	7.5065	9.4411	8.6981	8.1393	9.6401	10.063	11.1987	8.8277	8.1514	8.8227	8.1736	7.6588	8.3294	8.1991	8.0581	7.9308	8.1093	7.4815	7.3019	7.9975	8.9353	8.3873	8.0969	7.9974	7.006	8.9114	8.7324	8.0762	7.7228	8.5605	7.7304
U133A__C9orf3	7.366	6.5794	7.7201	6.6357	7.8892	6.6726	5.1043	8.9507	5.7797	7.6312	7.4943	6.3704	7.4047	5.8919	6.1052	8.818	8.935	5.2379	8.0265	6.0234	6.2445	6.3347	8.4646	5.741	7.1594	7.1312	5.9799	5.7451	6.7186	5.992	7.3108	6.71	5.6671	6.0223	6.4093	7.8139	5.9673	5.5812	5.5698
U133A__PMP22	5.2565	4.7053	5.1463	5.1319	5.4801	8.5525	5.7927	10.0992	5.4421	5.429	9.3067	5.4072	5.1737	5.345	5.9816	6.3296	6.8562	5.0425	8.2183	6.5357	9.0143	7.1606	8.7543	9.7452	8.7851	6.3452	8.5414	4.8371	5.3986	8.7837	6.0432	7.9716	4.706	4.6818	5.7261	4.7756	6.5781	5.5308	5.6785
U133A__ACAA1	6.1633	8.8997	6.6984	5.2632	6.5332	6.3551	7.0217	6.3772	6.4261	7.1641	7.3011	6.5595	6.1541	6.6504	7.0428	6.9482	6.9299	6.3982	6.6822	7.7278	6.912	5.4479	7.0365	7.5844	6.3811	6.9764	7.9024	6.7552	9.1231	6.4906	6.7173	6.0876	7.3427	6.9957	6.6535	6.6359	6.846	6.6572	6.2702
U133A__RAGE	6.0153	6.1349	6.009	5.6582	5.9482	7.2698	6.0013	6.0206	5.8776	6.0351	5.5039	7.6833	5.9007	7.0987	5.9309	8.8647	6.6317	5.7582	8.3499	6.0592	5.9778	6.0999	6.24	5.936	7.0726	5.6932	6.5152	5.9935	5.614	7.5141	5.9461	7.6006	5.8088	6.554	5.7914	6.1698	5.6803	5.8604	5.4439
U133A__AIM1	6.2106	8.7963	9.3408	8.6813	6.6945	6.0558	6.8131	8.9159	4.982	8.2196	8.2287	8.0492	8.7932	9.4742	11.7793	8.8987	8.7905	9.2289	5.3024	8.576	7.7136	7.7323	7.4837	7.2483	7.8501	9.1928	8.7391	8.6797	8.0793	8.5952	7.7807	5.5788	7.1878	8.6909	8.4594	7.3956	7.2723	8.6011	6.7955
U133A__FUT8	5.6391	7.1577	6.5198	7.0649	8.3524	6.9182	8.4013	5.8561	5.7352	6.273	6.072	7.683	5.5051	7.2262	6.3162	5.7325	7.258	5.4207	7.0337	8.5833	8.8413	7.1088	7.2275	7.4477	6.6699	7.9813	6.5994	8.5014	6.404	6.9045	6.0776	6.1045	7.824	5.3298	5.6915	5.9146	7.2299	6.694	7.3654
U133A__IRS1	4.7872	5.1564	4.6976	5.725	7.7189	4.7571	5.8713	5.1883	4.3373	5.253	4.3571	7.17	4.1364	5.7046	7.1307	5.5855	7.5915	5.2799	6.1062	6.7418	7.7014	7.6446	6.7601	5.9377	7.9828	7.5565	4.8583	6.9497	4.5126	5.405	4.9561	4.9675	7.6152	4.2966	5.8594	5.2124	5.5702	4.8295	5.6138
